complexity,loss,score,equation,sympy_format,lambda_format
1,11176.453,0.0,x4,x4,PySRFunction(X=>x4)
2,9251.515,0.18902183252180324,exp(x4),exp(x4),PySRFunction(X=>exp(x4))
3,9243.826,0.0008314526823765809,x4 ^ x4,x4**x4,PySRFunction(X=>x4**x4)
4,3032.3848,1.1146064965585207,exp(x0 + x0),exp(x0 + x0),PySRFunction(X=>exp(x0 + x0))
5,945.0963,1.1658178245745476,(x4 + x4) ^ x4,(x4 + x4)**x4,PySRFunction(X=>(x4 + x4)**x4)
6,529.60205,0.5791609516024819,(x4 * x4) * exp(x4),x4*x4*exp(x4),PySRFunction(X=>x4*x4*exp(x4))
7,261.45367,0.7058687778248237,exp(x0 - (sin(x0) - x0)),exp(x0 - (-x0 + sin(x0))),PySRFunction(X=>exp(x0 - (-x0 + sin(x0))))
8,62.815334,1.4260578819928542,exp(x0) * ((x0 * x0) + x0),(x0*x0 + x0)*exp(x0),PySRFunction(X=>(x0*x0 + x0)*exp(x0))
9,0.00019114753,12.70266423533806,x2 * (((x0 * x2) * x4) * x2),x0*x2*x2*x2*x4,PySRFunction(X=>x0*x2*x2*x2*x4)
15,0.00017738325,0.01245548204054706,(x0 + 0.019885512) * (((x2 * x2) * x2) * x2),x2*x2*x2*x2*(x0 + 0.019885512),PySRFunction(X=>x2*x2*x2*x2*(x0 + 0.019885512))
17,6.191028e-05,0.5263132029056673,((x2 * x3) * ((x2 * x0) * x2)) - (sin(cos(x1)) / exp(sin(x4))),x0*x2*x2*x2*x3 - sin(cos(x1))/exp(sin(x4)),PySRFunction(X=>x0*x2*x2*x2*x3 - sin(cos(x1))/exp(sin(x4)))
18,2.977044e-05,0.7321702853168393,sin((x1 ^ x1) * (x0 - x4)) + (((x4 * x3) * x2) * (x1 * x1)),x1*x1*x2*x3*x4 + sin(x1**x1*(x0 - x4)),PySRFunction(X=>x1*x1*x2*x3*x4 + sin(x1**x1*(x0 - x4)))
24,8.24183e-06,0.21404892470933964,((x4 * (x0 * x4)) * (x0 * x2)) - (0.0022020342 / (x3 - exp(0.9645566))),x0*x0*x2*x4*x4 - 0.0022020342/(x3 - exp(0.9645566)),PySRFunction(X=>x0*x0*x2*x4*x4 - 0.0022020342/(x3 - exp(0.9645566)))
