Model,MSE_Train,NMSE_Train
Model_1,4.966612459257357,5.417276392425256
Model_2,0.394306619335447,0.430085487407312
Model_3,0.19035492242376653,0.20762747967301734
Model_4,0.04804602543618848,0.052405659084632086
Model_5,0.038890883295029224,0.04241979129296316
Model_6,0.017379186477772566,0.01895615117908177
Model_7,0.0026228335250372127,0.0028608260163246525
Model_8,0.002266263202271736,0.0024719009677925383
Model_9,0.000789936996508525,0.0008616148487109495
Model_10,0.00023920934238764988,0.00026091488594983964
Model_11,0.00019817525208609964,0.00021615741584344984
Model_12,0.00012700852430787635,0.00013853311205857776
Model_13,3.531501831942486e-05,3.8519456995944466e-05
Model_14,3.0208317149807856e-05,3.294938042639605e-05
Model_15,1.1526161551663185e-05,1.2572030409322729e-05
Model_16,9.82779446533003e-06,1.0719555709929653e-05
