Model,MSE_Train,NMSE_Train
Model_1,1.7803628756436323,0.027671401260648456
Model_2,1.7803628756436318,0.02767140126064845
Model_3,0.9826274242577173,0.015272548152029311
Model_4,0.8666950634099734,0.013470662188218444
Model_5,0.8034719197597295,0.012488012526826773
Model_6,0.39799293127616436,0.006185830007415218
Model_7,0.2916334367765469,0.004532730917088108
Model_8,0.1752727480252438,0.002724187640067296
Model_9,0.09291198301881033,0.0014440903027179743
Model_10,0.04627045165812778,0.0007191613866249682
Model_11,0.037568478183194816,0.000583910420050338
Model_12,0.020287471871143936,0.00031531929944764365
Model_13,0.006503970882651329,0.00010108837391723027
Model_14,0.006013161616849777,9.345994022978377e-05
Model_15,0.004491365479807811,6.980732866329656e-05
Model_16,0.0014345877602686657,2.229716992029393e-05
Model_17,7.305560016346183e-06,1.135471231239767e-07
