Model,MSE_Train,NMSE_Train,RMSE_Train,MSE_Test,NMSE_Test,RMSE_Test,MSE_Validation,NMSE_Validation,RMSE_Validation
Model_1,1.1775604000609113e-17,1.469046293655983,3.431559995193019e-09,1.5656864616980663e-17,1.36527500228893,3.956875613028626e-09,1.461254682062604e-17,1.2416773338377392,3.822636108842436e-09
Model_2,8.015815465762777e-18,1.0,2.831221550102142e-09,1.1467920082570468e-17,1.0,3.386431762574062e-09,1.1768392981340827e-17,1.0,3.4305091431653153e-09
Model_3,8.021381026796504e-18,1.0006943225,2.832204269962974e-09,1.1475882517512e-17,1.0006943225,3.387607196460652e-09,1.1776564041376614e-17,1.0006943225,3.4316998763552465e-09
Model_4,6.7689798377673595e-18,0.8444530524285504,2.6017263187674757e-09,9.376984067163327e-18,0.8176708592009589,3.062186158149652e-09,1.012319492400125e-17,0.860201978303402,3.181696862367823e-09
Model_5,6.113806104995256e-18,0.7627179207291634,2.4726111916343128e-09,7.349722730229959e-18,0.6408941357553096,2.711037205615216e-09,9.435089907443072e-18,0.8017313767820905,3.071659145713123e-09
Model_6,5.686873692100304e-18,0.7094566630669243,2.3847166901123294e-09,7.061872206355134e-18,0.6157936361178632,2.657418334842133e-09,7.89190524424816e-18,0.6706017768748066,2.8092535030232073e-09
Model_7,4.9747679234125185e-18,0.6206190679739063,2.230418777586962e-09,5.913658003439447e-18,0.5156696210699381,2.4318013906237178e-09,7.916782436500867e-18,0.6727156757131739,2.8136777421198873e-09
Model_8,4.3108729019449785e-18,0.5377959261110261,2.076264169595232e-09,5.1669067611099765e-18,0.45055308407344985,2.273083095953594e-09,6.3794560528320614e-18,0.5420838735540952,2.52575851039486e-09
Model_9,4.265617229809971e-18,0.5321501284590837,2.0653370741382558e-09,5.148309942053339e-18,0.44893144571856614,2.2689887487718705e-09,6.403233457789132e-18,0.5441043197607073,2.530461115644564e-09
Model_10,4.114572551922427e-18,0.5133067957335877,2.028440916547097e-09,4.858456665552053e-18,0.42365630651160396,2.204190705350164e-09,6.260085227436301e-18,0.5319405323532169,2.502016232448603e-09
Model_11,4.0594467300164855e-18,0.5064296636262687,2.0148068716421644e-09,4.732451339305158e-18,0.41266867097354293,2.1754198076015486e-09,6.657490203872115e-18,0.5657093720806048,2.580211271169885e-09
Model_12,3.995148044019539e-18,0.4984081858026362,1.9987866429460495e-09,4.8249977680671096e-18,0.420738698327728,2.1965877556034744e-09,6.3355385249049555e-18,0.5383520532455162,2.5170495674310736e-09
Model_13,3.84105726366539e-18,0.47918484152627366,1.9598615419629494e-09,4.6434925252831e-18,0.4049114828015341,2.1548764524406266e-09,6.637946692304941e-18,0.5640486940595563,2.5764212955774413e-09
Model_14,3.368292540261826e-18,0.42020584863118515,1.8352908598535072e-09,3.965642054035044e-18,0.3458030772347489,1.991391989045613e-09,5.515739262004587e-18,0.4686909479272125,2.3485611045924666e-09
Model_15,3.2701220196444836e-18,0.40795874525952575,1.8083478701965736e-09,3.801068880973544e-18,0.331452334303463,1.9496330118700655e-09,5.323723749317054e-18,0.4523747429031298,2.3073196027679073e-09
Model_16,3.1188589030509873e-18,0.3890881615691236,1.7660291342588285e-09,3.637855538649446e-18,0.3172201683004789,1.907316318456235e-09,5.4165757191125865e-18,0.460264687600146,2.327353801877271e-09
Model_17,2.9789440757975338e-18,0.3716333152280297,1.725961782832266e-09,3.5602812923093634e-18,0.3104557118182626,1.8868707672517913e-09,5.0379051000761485e-18,0.4280877693380831,2.2445278122750336e-09
Model_18,2.5947993681115067e-18,0.3237099680243934,1.6108380949404898e-09,2.8660937767685008e-18,0.2499227197375169,1.6929541567238318e-09,4.79230955652292e-18,0.40721868857721566,2.1891344308933885e-09
