complexity,loss,score,equation,sympy_format,lambda_format
1,13491.624,0.0,x4,x4,PySRFunction(X=>x4)
2,11694.926,0.1429139759188911,exp(x4),exp(x4),PySRFunction(X=>exp(x4))
4,1518.3792,1.0207558111880903,exp(x4 + x1),exp(x1 + x4),PySRFunction(X=>exp(x1 + x4))
5,1109.9977,0.31328550689953855,exp(exp(x3) / x2),exp(exp(x3)/x2),PySRFunction(X=>exp(exp(x3)/x2))
6,322.66812,1.2354889195016057,(exp(x3) + x4) ^ x1,(x4 + exp(x3))**x1,PySRFunction(X=>(x4 + exp(x3))**x1)
7,226.39067,0.35436216749804267,exp(x4) * (x4 + exp(x3)),(x4 + exp(x3))*exp(x4),PySRFunction(X=>(x4 + exp(x3))*exp(x4))
8,82.85426,1.005178974456103,(x2 * (exp(x4) * x4)) * x4,x2*x4*x4*exp(x4),PySRFunction(X=>x2*x4*x4*exp(x4))
9,59.742264,0.3270434511504635,exp(x4 + x1) / (sin(x3) ^ x4),exp(x1 + x4)/(sin(x3)**x4),PySRFunction(X=>exp(x1 + x4)/(sin(x3)**x4))
10,21.953602,1.0011084833399444,exp(x4) * ((x1 + exp(x3)) / sin(x1)),(x1 + exp(x3))*exp(x4)/sin(x1),PySRFunction(X=>(x1 + exp(x3))*exp(x4)/sin(x1))
11,7.2850313,1.1031094901484062,((x4 * exp(x4)) * (x3 * x3)) + exp(x0),x3*x3*x4*exp(x4) + exp(x0),PySRFunction(X=>x3*x3*x4*exp(x4) + exp(x0))
13,4.1387587,0.2827129120882614,((x4 + exp(x3)) + (x1 ^ x0)) * (exp(x4) - x0),(-x0 + exp(x4))*(x1**x0 + x4 + exp(x3)),PySRFunction(X=>(-x0 + exp(x4))*(x1**x0 + x4 + exp(x3)))
14,2.7376971,0.4132788194103285,exp(x3) + ((exp(x4) - x3) * ((x4 * x3) + exp(x3))),(-x3 + exp(x4))*(x3*x4 + exp(x3)) + exp(x3),PySRFunction(X=>(-x3 + exp(x4))*(x3*x4 + exp(x3)) + exp(x3))
15,0.32132387,2.1424228162315795,(x2 * x2) + ((exp(x4) - x1) * (exp(x3) + (x4 * x1))),x2*x2 + (-x1 + exp(x4))*(x1*x4 + exp(x3)),PySRFunction(X=>x2*x2 + (-x1 + exp(x4))*(x1*x4 + exp(x3)))
17,0.29445207,0.04366665793969772,((x4 ^ x2) + x4) + ((exp(x4) - x3) * ((x4 * x3) + exp(x3))),x4 + x4**x2 + (-x3 + exp(x4))*(x3*x4 + exp(x3)),PySRFunction(X=>x4 + x4**x2 + (-x3 + exp(x4))*(x3*x4 + exp(x3)))
18,0.011713266,3.2243941937824188,(log(x0) + (x2 * x2)) + ((exp(x3) + (x1 * x4)) * (exp(x4) - x1)),x2**2 + (-x1 + exp(x4))*(x1*x4 + exp(x3)) + log(x0),PySRFunction(X=>x2**2 + (-x1 + exp(x4))*(x1*x4 + exp(x3)) + log(x0))
19,0.0020368407,1.74932211469291,(sin(log(x0)) + (x2 * x2)) + ((exp(x3) + (x1 * x4)) * (exp(x4) - x1)),x2**2 + (-x1 + exp(x4))*(x1*x4 + exp(x3)) + sin(log(x0)),PySRFunction(X=>x2**2 + (-x1 + exp(x4))*(x1*x4 + exp(x3)) + sin(log(x0)))
