complexity,loss,score,equation,sympy_format,lambda_format
1,3415.5254,0.0,x0,x0,PySRFunction(X=>x0)
2,1.4635619,7.755213488708517,sin(x0),sin(x0),PySRFunction(X=>sin(x0))
3,0.46116847,1.1548649801801003,cos(log(x0)),cos(log(x0)),PySRFunction(X=>cos(log(x0)))
5,0.25242737,0.3013199285748783,cos(exp(x0 / x0)),cos(exp(x0/x0)),PySRFunction(X=>cos(exp(x0/x0)))
6,0.24748051,0.019791732340460916,(cos(x0) - x0) / x0,(-x0 + cos(x0))/x0,PySRFunction(X=>(-x0 + cos(x0))/x0)
7,0.24646595,0.004107981366109182,(exp(cos(x0)) - x0) / x0,(-x0 + exp(cos(x0)))/x0,PySRFunction(X=>(-x0 + exp(cos(x0)))/x0)
10,0.24577169,0.0009402781691087098,(cos(x0) - x0) / (exp(cos(x0)) + x0),(-x0 + cos(x0))/(x0 + exp(cos(x0))),PySRFunction(X=>(-x0 + cos(x0))/(x0 + exp(cos(x0))))
11,0.24458225,0.00485136239696307,(cos(x0) - x0) / (x0 - sin(x0 * x0)),(-x0 + cos(x0))/(x0 - sin(x0*x0)),PySRFunction(X=>(-x0 + cos(x0))/(x0 - sin(x0*x0)))
12,0.23711984,0.03098598581919221,-0.9376787 + sin(x0 + (x0 * x0)),sin(x0 + x0*x0) - 0.9376787,PySRFunction(X=>sin(x0 + x0*x0) - 0.9376787)
13,0.22869882,0.03615972592596338,(sin(x0 * x0) / (sin(x0) * x0)) - (x0 / x0),sin(x0*x0)/((x0*sin(x0))) - x0/x0,PySRFunction(X=>sin(x0*x0)/((x0*sin(x0))) - x0/x0)
15,0.22609663,0.005721733577092868,(sin(x0 * x0) / (sin(x0) * x0)) - exp(sin(x0) / x0),-exp(sin(x0)/x0) + sin(x0*x0)/((x0*sin(x0))),PySRFunction(X=>-exp(sin(x0)/x0) + sin(x0*x0)/((x0*sin(x0))))
16,0.2250407,0.004681199528626006,(sin(x0 * x0) / (x0 * sin(x0))) - ((x0 - cos(x0)) / x0),sin(x0*x0)/((x0*sin(x0))) - (x0 - cos(x0))/x0,PySRFunction(X=>sin(x0*x0)/((x0*sin(x0))) - (x0 - cos(x0))/x0)
18,5.578619e-06,5.302547649497096,(sin(x0 * x0) / (cos(0.09698979) / cos(x0))) - (x0 / x0),sin(x0*x0)/((cos(0.09698979)/cos(x0))) - x0/x0,PySRFunction(X=>sin(x0*x0)/((cos(0.09698979)/cos(x0))) - x0/x0)
24,2.7077386e-08,0.8879996031872741,(sin(x0 * x0) / (cos(0.0061722156) / cos(x0))) - ((x0 + cos(x0)) / (cos(x0) + x0)),-(x0 + cos(x0))/(x0 + cos(x0)) + sin(x0*x0)/((cos(0.0061722156)/cos(x0))),PySRFunction(X=>-(x0 + cos(x0))/(x0 + cos(x0)) + sin(x0*x0)/((cos(0.0061722156)/cos(x0))))
