gamma1,lambda1,delta,epsilon,NRow,NCol,FValue,Model_1_Y_pred,Model_1_Residuals,Model_2_Y_pred,Model_2_Residuals,Model_3_Y_pred,Model_3_Residuals,Model_4_Y_pred,Model_4_Residuals,Model_5_Y_pred,Model_5_Residuals,Model_6_Y_pred,Model_6_Residuals,Model_7_Y_pred,Model_7_Residuals,Model_8_Y_pred,Model_8_Residuals,Model_9_Y_pred,Model_9_Residuals,Model_10_Y_pred,Model_10_Residuals,Model_11_Y_pred,Model_11_Residuals,Model_12_Y_pred,Model_12_Residuals,Model_13_Y_pred,Model_13_Residuals,Model_14_Y_pred,Model_14_Residuals,Model_15_Y_pred,Model_15_Residuals,Model_16_Y_pred,Model_16_Residuals,Model_17_Y_pred,Model_17_Residuals,Model_18_Y_pred,Model_18_Residuals
2.917292212132508,0.0536489688886692,0.23183548029987866,-0.20223351370353895,-0.2955423253097415,0.10784970872758336,-0.816815055522948,-1.0647878394173403e-09,1.47583858726021e-09,-2.280420390331024e-10,2.312584387644448e-09,-1.5343935118791096e-10,2.3871870754896394e-09,-7.583859626347842e-10,1.782240464042766e-09,-3.7558542894602317e-10,2.165040997731527e-09,-6.481942866583778e-10,1.8924321400191727e-09,-4.178617222822991e-09,1.6379907961454408e-09,-3.686694743992082e-09,1.1460683173145316e-09,-4.056370626721043e-09,1.5157442000434928e-09,-1.9693059731678058e-09,5.713204535097445e-10,-5.655267484794495e-10,1.9750996781981005e-09,-3.2454304447911744e-09,7.048040181136241e-10,-2.3805467105661923e-09,1.600797161113579e-10,-2.3584416461197757e-09,1.8218478055777459e-10,-2.6781311853994637e-09,1.375047587219134e-10,-2.598343053930126e-09,5.77166272525756e-11,-2.4320888116376215e-09,1.0853761503992878e-10,-2.3235284613309347e-09,2.170979653466155e-10
-0.26918000793969366,-0.5104879848180407,-0.21093903290739802,-1.367823018359838,3.551153768846248,0.1839839342919986,-0.18246612585926034,9.826061039050835e-09,1.0570705105780326e-08,-2.280420390331024e-10,5.166020276963876e-10,-1.5343935118791096e-10,5.912047155415789e-10,5.095874321724329e-10,1.2542314989019229e-09,-4.797405709551904e-10,2.649034957742995e-10,3.279027646911894e-09,4.023671713641384e-09,-1.1678329378612665e-10,6.278607729433632e-10,3.5593916001108e-09,4.30403566684029e-09,3.964209022750662e-09,4.7088530894801516e-09,4.424533441448548e-09,5.169177508178038e-09,5.544220451662338e-09,6.288864518391828e-09,4.042995226037244e-09,4.787639292766734e-09,-1.045297534265286e-09,3.00653467535796e-10,3.0129698792551967e-09,3.7576139459846865e-09,3.043019952218483e-09,3.787664018947973e-09,1.539573851351668e-09,2.284217918081158e-09,1.3090444963854243e-09,2.0536885631149144e-09,2.7910862748086683e-09,3.5357303415381585e-09
-0.5567288955587838,1.450272924618088,0.2190893046434231,1.4443840468756457,0.445240565815737,-0.1536368091690367,0.25362861102958767,1.0325326458840834e-09,5.424958956477434e-10,-2.280420390331024e-10,7.180787892694424e-10,-1.5343935118791096e-10,6.434761014242511e-10,1.1670806273398754e-09,6.770438771035354e-10,-1.785977792508842e-11,5.078965281614285e-10,3.9571761391159547e-10,9.43191363247446e-11,6.996344792689734e-10,2.0959772903263337e-10,9.755775939064335e-10,4.855408436700934e-10,1.1042257087168238e-09,6.141889584804837e-10,1.4713432418495473e-09,9.813064916132072e-10,2.05145577073928e-09,1.56141902050294e-09,2.301755173303937e-09,1.811718423067597e-09,1.1907256552033175e-09,7.006889049669775e-10,1.8825817261262052e-09,1.3925449758898652e-09,1.6558579905359597e-09,1.1658212402996197e-09,1.5202139532497663e-09,1.0301772030134262e-09,1.6487266937613502e-09,1.1586899435250101e-09,1.885122935124329e-09,1.395086184887989e-09
-0.40132964545664573,-0.7685434516399499,1.2344149152216948,-0.5768866779976944,0.9513713323700332,0.656825822892271,-0.3762735969432821,2.4655009793223232e-09,3.758856934755693e-09,-2.280420390331024e-10,1.0653139164002678e-09,-1.5343935118791096e-10,1.139916604245459e-09,8.331240547336583e-10,2.1264800101670286e-09,-1.1266101449206602e-09,1.6674581051270993e-10,7.874130667759404e-11,1.3720972621109641e-09,-5.616980738691092e-10,7.316578815642609e-10,4.967454771854891e-10,1.7901014326188592e-09,5.742139273900656e-10,1.8675698828234357e-09,7.188531433435209e-10,2.0122090987768908e-09,1.40647457032001e-09,2.69983052575338e-09,2.6211026407382216e-09,3.9144585961715915e-09,-1.022057238746849e-09,2.71298716686521e-10,5.125129957192759e-10,1.805868951152646e-09,2.575608654374562e-10,1.5509168208708263e-09,-3.4571138402326876e-10,9.476445714101013e-10,5.253701846575593e-10,1.8187261400909294e-09,2.0932910196574955e-10,1.5026850573991196e-09
-0.41973473433554476,-0.3119857364799539,-1.137133570703603,0.25108091997621307,-0.4992500870910152,0.19801555750298666,-0.5357079244950609,-1.6415296444955559e-09,1.0322021492845405e-10,-2.280420390331024e-10,1.5167078203909076e-09,-1.5343935118791096e-10,1.591310508236099e-09,8.754033844326258e-10,2.620153243856636e-09,-4.989364805126218e-10,1.2458133789113882e-09,-9.542778172561043e-10,7.904720421679056e-10,6.150413786691883e-11,1.8062539972909288e-09,-5.171038595245554e-10,1.2276459998994545e-09,-5.480000473667765e-10,1.1967498120572336e-09,-6.090558237413662e-10,1.1356940356826437e-09,-6.103528483273879e-10,1.1343970110966221e-09,-1.453540766767808e-09,2.91209092656202e-10,-2.5473017558790343e-10,1.4900196838361066e-09,-4.096903854027916e-10,1.3350594740212183e-09,-7.566382607571845e-10,9.881115986668255e-10,-6.235239188993609e-10,1.121225940524649e-09,-1.4155662638295218e-09,3.291835955944882e-10,-7.983969161557643e-10,9.463529432682456e-10
-0.5205703993656191,0.47633266747275016,1.452695924718461,-0.38195564680843525,0.1951067124662578,-0.6112085391818017,1.105410869118559,3.2434828987094897e-10,2.577272745461551e-09,-2.280420390331024e-10,3.1296630743656024e-09,-1.5343935118791096e-10,3.055060386520411e-09,1.0940907992348947e-09,1.8075302360976054e-09,6.081195128018831e-10,2.293501522530617e-09,6.117741613114134e-10,2.289846874021087e-09,1.2499639207303597e-09,1.6516571146021403e-09,1.1539733246206584e-09,1.7476477107118416e-09,1.3016891530330254e-09,1.5999318822994746e-09,1.6872483432759098e-09,1.2143726920565902e-09,1.94797557279702e-09,9.536454625354802e-10,4.023408477545034e-09,1.1217874422125343e-09,1.5754975970200999e-09,1.3261234383124002e-09,1.8286711144872355e-09,1.0729499208452646e-09,1.6211883422009085e-09,1.2804326931315915e-09,1.7351269202594422e-09,1.1664941150730578e-09,2.7199279919459396e-09,1.8169304338656047e-10,1.8980032577977647e-09,1.0036177775347353e-09
-0.5825440759729782,-0.8658187141973471,0.9283564056315199,0.0107425482652282,-1.0515360979944548,0.9850246019691735,-0.21184520460768613,-3.2051737003853205e-09,2.3773509527811398e-09,-2.280420390331024e-10,5.997807085710786e-10,-1.5343935118791096e-10,6.743833964162699e-10,1.2174291963858146e-09,2.0452519439899955e-09,-1.5756012548790616e-09,7.477785072748806e-10,-2.3492181737007736e-09,1.5213954260965926e-09,-7.536469923065681e-10,7.417575529761282e-11,-1.7424704389693803e-09,9.146476913651993e-10,-1.9043391500930928e-09,1.0765164024889118e-09,-2.3953169665404634e-09,1.5674942189362825e-09,-2.4149800287903917e-09,1.5871572811862107e-09,-1.5263446460510925e-10,6.751882829990717e-10,-2.3578538096526437e-10,5.920373666389166e-10,-6.595552001950229e-10,1.6826754740915806e-10,-1.1307297955100862e-09,3.0290704790590525e-10,-1.0288058301250305e-09,2.009830825208496e-10,-3.1344936913460124e-10,5.143733784695797e-10,-1.6745763834906662e-09,8.467536358864853e-10
-0.5015083926179995,0.9122906066093404,-1.0832210649540324,0.6669054731720317,-0.3552302107514495,0.07112825594675284,-0.3659674352849981,-1.233777466959932e-09,3.039946148766809e-11,-2.280420390331024e-10,1.0361348894144977e-09,-1.5343935118791096e-10,1.110737577259689e-09,1.0544523079522844e-09,2.3186292363998844e-09,-3.25348783064148e-10,9.38828145383452e-10,-6.721149332954142e-10,5.920619951521858e-10,3.339974063910391e-10,1.598174334838639e-09,-1.4976976883464278e-10,1.1144071596129573e-09,-1.4140368728579919e-10,1.1227732411618008e-09,-1.206110916058808e-10,1.1435658368417193e-09,-2.3815834088308497e-11,1.2403610943592916e-09,-8.75014499522029e-10,3.8916242892557096e-10,4.631935837438302e-10,1.7273705121914302e-09,4.0883329785143133e-10,1.6730102262990314e-09,8.701350012927372e-11,1.3511904285768736e-09,2.0288176907206517e-10,1.4670586975196651e-09,-5.601229917729028e-10,7.040539366746972e-10,5.7351327616366924e-11,1.321528256063967e-09
3.540730064055594,0.5823640387910043,0.08824671926005069,-1.141313824760124,0.6783978773556752,-0.8857867401671776,-0.14734670154659898,1.6926526508798356e-09,2.3378658466681374e-09,-2.280420390331024e-10,4.1717115675519965e-10,-1.5343935118791096e-10,4.91773844600391e-10,-5.519241177431873e-10,9.328907804511479e-11,9.837551918179763e-10,1.6289683876062784e-09,1.4011316364497892e-09,2.046344832238091e-09,-3.6951696925813935e-09,3.0499564967930913e-09,-2.286709394416216e-09,1.6414961986279142e-09,-2.5067487382784597e-09,1.8615355424901577e-09,-1.157195098104704e-09,5.11981902316402e-10,7.340803814997742e-10,1.3792935772880763e-09,-2.6838263663509746e-09,2.0386131705626728e-09,-8.027142446115566e-10,1.5750104882325456e-10,-1.5307702720209958e-10,4.921361685862025e-10,-2.9026339609036003e-10,3.54949799697942e-10,-2.8318760703825726e-10,3.620255887500448e-10,-2.857011263459833e-10,3.5951206944231876e-10,-7.353852936734371e-10,9.017209788513508e-11
1.706571191522511,-0.4836698901832845,1.6508607210639386,0.6411628196719807,3.1476516391689984,0.3526850004024642,-0.9642058146070596,8.683657113996498e-09,1.1641579434078899e-08,-2.280420390331024e-10,2.7298802810492977e-09,-1.5343935118791096e-10,2.8044829688944893e-09,-1.4983787277913751e-09,1.459543592291025e-09,-7.105314323262964e-10,2.247390887756104e-09,2.683050437341293e-09,5.640972757423693e-09,-2.91725352785195e-09,4.066879223045014e-11,9.055742817650943e-10,3.8634966018474946e-09,1.026740137320979e-09,3.984662457403379e-09,5.076476518827734e-10,3.4655699719651736e-09,-3.3727845508838465e-10,2.6206438649940153e-09,4.327166229018166e-10,3.3906389429842166e-09,-3.161095561953985e-09,2.0317324187158484e-10,5.425888914515189e-10,3.500511211533919e-09,5.195640830593279e-10,3.4774864031417278e-09,-8.750473136567496e-10,2.0828750064256505e-09,2.2643300172766348e-10,3.1843553218100637e-09,-2.6238299289609358e-09,3.340923911214643e-10
-0.6036766556600057,0.6746221117142455,0.036674776416668324,0.9437423617180304,0.9428034410251918,-0.8319624822624181,2.708359834314424,2.4412433807078746e-09,4.998681308601087e-09,-2.280420390331024e-10,7.667966728342064e-09,-1.5343935118791096e-10,7.593364040496873e-09,1.257556116165289e-09,6.182368573143672e-09,9.101211174703607e-10,6.5298035718386e-09,1.6204622167773657e-09,5.819462472531595e-09,1.6467792088709692e-09,5.793145480437992e-09,2.2492205518787294e-09,5.190704137430232e-09,2.514001179819118e-09,4.925923509489843e-09,3.3570158294582053e-09,4.082908859850756e-09,4.158561712971593e-09,3.2813629763373683e-09,3.813787976930592e-09,3.6261367123783693e-09,2.5366347032856135e-09,4.9032899860233475e-09,3.4826195978258033e-09,3.957305091483158e-09,3.3649657619632623e-09,4.074958927345699e-09,3.2474750979844013e-09,4.192449591324559e-09,3.2049668984124255e-09,4.234957790896536e-09,3.985683823147797e-09,3.454240866161164e-09
-0.38607572519891725,2.141824326345336,1.2363007329851563,-1.0725979018772342,-0.771142331802448,-0.026045152682687582,-0.02519418309303143,-2.4113168270282094e-09,2.1119444738848975e-09,-2.280420390331024e-10,7.133031411020963e-11,-1.5343935118791096e-10,1.4593300195540105e-10,7.975455662651155e-10,1.0969179194084275e-09,-1.924110654964951e-10,1.0696128764681692e-10,-1.0040966660252e-09,7.047243128818879e-10,3.101523847240068e-10,6.095247378673188e-10,-6.01980188730375e-10,3.02607835587063e-10,-6.419483287454659e-10,3.4257597560215386e-10,-7.130162766572952e-10,4.1364392351398315e-10,-8.757636003129117e-10,5.763912471695996e-10,1.3056294098579185e-09,1.6050017630012306e-09,-1.3416917669207245e-10,1.6520317645123957e-10,-6.595565646410198e-10,3.601842114977078e-10,-1.0109410685194991e-09,7.115687153761871e-10,-6.950768275593023e-10,3.9570447441599024e-10,1.8544982592100043e-10,4.848221790643125e-10,-9.856669776875115e-10,6.862946245441994e-10
2.098662378394853,-0.9393055340529352,0.5937027470957134,-1.6472055595596529,-0.45382632648949334,-0.14450310093094232,-0.46098749374025905,-1.5129249145938465e-09,2.0274851044253556e-11,-2.280420390331024e-10,1.3051577266049977e-09,-1.5343935118791096e-10,1.379760414450189e-09,-1.2090852648531456e-09,3.241145007849545e-10,-3.035511325629411e-11,1.502844652381806e-09,-5.502170883527429e-10,9.829826772853572e-10,-2.7800059959924445e-09,1.2468062303543444e-09,-2.7360751145120215e-09,1.2028753488739215e-09,-3.0041446260191318e-09,1.4709448603810317e-09,-1.716372802375147e-09,1.831730367370469e-10,-4.299626265213415e-10,1.1032371391167586e-09,-2.5279264467979513e-09,9.947266811598512e-10,-2.3013648988218958e-09,7.681651331837957e-10,-2.542374112786709e-09,1.009174347148609e-09,-2.8533382711422507e-09,1.3201385055041507e-09,-2.627665453723303e-09,1.094465688085203e-09,-2.2136684479873093e-09,6.804686823492092e-10,-2.281191623845756e-09,7.47991858207656e-10
0.24615861750082593,0.9221558985284568,-0.10267191751579599,1.5349337310510598,-0.3489625007499167,-0.3609775785439962,-0.45372376875607756,-1.2160321913338015e-09,2.966023595950686e-10,-2.280420390331024e-10,1.2845925118957677e-09,-1.5343935118791096e-10,1.359195199740959e-09,-9.027443449385202e-10,6.098902059903499e-10,2.657919847144018e-10,1.7784265356432719e-09,-2.1552775636358406e-10,1.297106794565286e-09,-7.809835044188377e-11,1.4345362004869864e-09,-4.719138217506187e-10,1.0407207291782513e-09,-4.979799013022088e-10,1.0146546496266614e-09,-4.710309294819314e-10,1.0416036214469387e-09,-3.5302548285148823e-10,1.1596090680773817e-09,-7.848178601689607e-10,7.278166907599093e-10,-1.8078871571890604e-09,2.9525260626019034e-10,-2.0239602331100578e-09,5.113256821811877e-10,-2.3051185594622786e-09,7.924840085334086e-10,-2.0518041212327175e-09,5.391695703038475e-10,-2.141950841917294e-09,6.293162909884238e-10,-1.967669284585033e-09,4.550347336561629e-10
-0.39236492165931613,0.3333197101548073,0.22647192156484078,-1.6701360327586139,0.11921433067945211,0.15854331398425647,0.5658682786236221,1.0948014306756536e-10,1.2645762828577344e-09,-2.280420390331024e-10,1.602098464958402e-09,-1.5343935118791096e-10,1.5274957771132108e-09,8.122732007234403e-10,5.617832252018595e-10,-4.4493662566895014e-10,1.8189930515942499e-09,-2.6900507086828616e-10,1.643061496793586e-09,7.730887172757901e-11,1.2967475541977207e-09,1.3966190768990545e-10,1.2343945182353944e-09,1.7896370890656236e-10,1.1950927170187374e-09,2.502821272244414e-10,1.1237742987008583e-09,4.896395418127998e-10,8.844168841124999e-10,9.549697681037214e-10,4.1908665782157835e-10,-3.61789530852846e-10,1.7358459567781457e-09,1.1204219728053174e-10,1.262014228644768e-09,-1.7387856306575406e-10,1.5479349889910538e-09,-2.7856057487134523e-10,1.652617000796645e-09,-1.2322110416241095e-10,1.4972775300877107e-09,-1.4791517521036837e-10,1.521971601135668e-09
-0.6015561623836216,2.3364455713990537,-0.9052709804401261,1.6447206077859067,1.4011918712229072,-1.3260952139756694,1.885381530357985,3.7390425826011375e-09,1.370848197279843e-09,-2.280420390331024e-10,5.337932818914083e-09,-1.5343935118791096e-10,5.263330131068891e-09,1.2535737954622836e-09,3.856316984418697e-09,1.586117549579951e-09,3.5237732303010295e-09,2.6125589200318027e-09,2.4973318598491778e-09,2.289304878786307e-09,2.8205859010946735e-09,3.239108659174465e-09,1.8707821207065156e-09,3.6096928444777462e-09,1.5001979354032343e-09,4.783909156176914e-09,3.259816237040663e-10,5.7414956264904615e-09,6.31604846609481e-10,3.818211539674442e-09,1.2916792402065385e-09,3.2261115642936332e-09,1.8837792155873472e-09,4.457138946880919e-09,6.527518330000616e-10,4.4278365009252636e-09,6.820542789557169e-10,4.284700133475541e-09,8.251906464054398e-10,3.543911638356775e-09,1.5659791415242055e-09,5.340575846554177e-09,2.3068506667319612e-10
-0.6064415826232993,0.7569776615208808,-0.13459113249543628,1.4184070934672437,-0.47018778839339953,-0.9047786126786681,0.5971616172588532,-1.559247838127361e-09,3.021902638771371e-09,-2.280420390331024e-10,1.6906968396771125e-09,-1.5343935118791096e-10,1.6160941518319212e-09,1.2627339451317783e-09,1.9992085551223185e-10,1.009736951844952e-09,4.529178487990581e-10,2.246052524696388e-10,1.2380495481743714e-09,1.7454815697715549e-09,2.828267691275447e-10,8.562433922774085e-10,6.064114083666017e-10,9.72136547255112e-10,4.905182533888981e-10,1.3434330787169962e-09,1.1922172192701395e-10,1.155759626985022e-09,3.068951736589882e-10,1.8001921307000123e-09,3.3753733005600215e-10,2.663837580724463e-09,1.201182780080453e-09,2.1097729557149585e-09,6.471181550709484e-10,1.867810771177092e-09,4.0515597053308183e-10,2.346412789850054e-09,8.837579892060437e-10,2.2117432496297807e-09,7.490884489857706e-10,2.0164269803785175e-09,5.537721797345073e-10
