Complexity,Loss,MSE,NMSE,Absolute Error
1,0.9883704331088342,1.010198251845488,0.5407551870662937,0.6328153823031222
3,0.6646604143399065,0.889113668117194,0.47593908131158597,0.6847886324293612
5,0.3990848585963318,0.37064795738409206,0.1984064070243813,0.2983399980620641
7,0.1508494601874503,0.21810743111047878,0.11675205782155254,0.31268818065284926
8,0.0018372131786427,0.005120826002435783,0.0027411582011969706,0.04837382590605304
12,0.0012490947366039,0.005321527323204347,0.00284859283599107,0.04974025407651879
16,0.0009951677659437,0.0013413260838874429,0.0007180066250207627,0.030341233557973784
17,0.0007143626702943,0.0012825919250700462,0.0006865664587163167,0.02666803175920691
22,0.0006963630030887,0.0016565258964718582,0.0008867318562374726,0.028458573156358254
24,0.0006963630030887,0.001656525896471858,0.0008867318562374725,0.028458573156358254
27,0.0006684541626568,0.0015700380553033452,0.0008404352519376738,0.027431627263369462
28,0.0005971232343037,0.0010486703924663019,0.0005613491739992971,0.02553913115809723
