Model,MSE_Train,NMSE_Train
Model_1,0.5139486736942745,2.521956244759338
Model_2,0.0538311540978205,0.2641505313434434
Model_3,0.01471940502325597,0.07222840979569183
Model_4,0.0006959103133538636,0.0034148455874782723
Model_5,0.00013611386414519346,0.0006679134070175515
Model_6,0.00013611386490692827,0.0006679134107553992
Model_7,0.00013611386432616152,0.0006679134079055653
Model_8,0.0001310616478719803,0.0006431220824509976
Model_9,5.368133731916701e-05,0.0002634153774655687
Model_10,4.398843798164256e-05,0.00021585212987825276
Model_11,2.7686231077905097e-05,0.00013585688014112422
Model_12,2.2710137342540967e-05,0.00011143909036417358
