complexity,loss,score,equation,sympy_format,lambda_format
1,0.5139487,0.0,x0,x0,PySRFunction(X=>x0)
4,0.053831134,0.7520904854519764,x0 + log(x0),x0 + log(x0),PySRFunction(X=>x0 + log(x0))
5,0.014719397,1.2966858508831283,x0 + sin(log(x0)),x0 + sin(log(x0)),PySRFunction(X=>x0 + sin(log(x0)))
6,0.00069591013,3.051700898335843,log(exp(x0) + exp(x0)),log(2*exp(x0)),PySRFunction(X=>log(2*exp(x0)))
7,0.00013611169,1.6317447297392482,0.71680725 + x0,x0 + 0.71680725,PySRFunction(X=>x0 + 0.71680725)
8,0.00013611167,1.469381613313135e-07,cos(0.7715851) + x0,x0 + cos(0.7715851),PySRFunction(X=>x0 + cos(0.7715851))
9,0.00013610901,1.9542967860304258e-05,exp(log(x0 + 0.71680677)),x0 + 0.71680677,PySRFunction(X=>x0 + 0.71680677)
12,0.00013106209,0.012594976136671265,(sin(0.72910583 / x0) * x0) + x0,x0*sin(0.72910583/x0) + x0,PySRFunction(X=>x0*sin(0.72910583/x0) + x0)
13,5.3680553e-05,0.8926203859800137,(0.66228235 + x0) - (cos(x0) / exp(x0)),x0 + 0.66228235 - cos(x0)/exp(x0),PySRFunction(X=>x0 + 0.66228235 - cos(x0)/exp(x0))
15,4.3988213e-05,0.09956454136603764,x0 * (1.6474112 / (1.1008967 ^ x0)),x0*1.6474112/1.1008967**x0,PySRFunction(X=>x0*1.6474112/1.1008967**x0)
19,2.7686188e-05,0.11574701274714401,(0.8931561 ^ x0) + (x0 - ((0.52885187 ^ x0) ^ x0)),0.8931561**x0 + x0 - (0.52885187**x0)**x0,PySRFunction(X=>0.8931561**x0 + x0 - (0.52885187**x0)**x0)
25,2.2710305e-05,0.03301914574064128,(0.6026527 + x0) - (((1.0297567 / 0.49176627) * cos(x0)) / exp(x0)),x0 + 0.6026527 - 1.0297567*cos(x0)/(0.49176627*exp(x0)),PySRFunction(X=>x0 + 0.6026527 - 1.0297567*cos(x0)/(0.49176627*exp(x0)))
