gamma1,lambda1,delta,epsilon,NRow,NCol,W1,Model_1_Y_pred,Model_1_Residuals,Model_2_Y_pred,Model_2_Residuals,Model_3_Y_pred,Model_3_Residuals,Model_4_Y_pred,Model_4_Residuals,Model_5_Y_pred,Model_5_Residuals,Model_6_Y_pred,Model_6_Residuals,Model_7_Y_pred,Model_7_Residuals,Model_8_Y_pred,Model_8_Residuals,Model_9_Y_pred,Model_9_Residuals,Model_10_Y_pred,Model_10_Residuals,Model_11_Y_pred,Model_11_Residuals,Model_12_Y_pred,Model_12_Residuals,Model_13_Y_pred,Model_13_Residuals,Model_14_Y_pred,Model_14_Residuals,Model_15_Y_pred,Model_15_Residuals,Model_16_Y_pred,Model_16_Residuals
-0.10450241852265806,-0.9777600784493894,-0.23282006278523043,-0.11623291947532664,-0.5947974466424258,0.49556178995722044,-1.024646802983235,1.8931038602701437e-06,5.6490834442053796e-08,1.8931038602701437e-06,5.6490834442053796e-08,2.038591920765157e-06,2.0197889493706686e-07,1.9394229435116718e-06,1.0280991768358182e-07,1.929365457088606e-06,9.275243126051611e-08,1.922779639957898e-06,8.616661412980815e-08,1.9277857518829443e-06,9.117272605485431e-08,1.9239543998806377e-06,8.734137405254775e-08,1.6857713226911827e-06,1.508417031369073e-07,1.9561152649447815e-06,1.1950223911669155e-07,1.9455944090346534e-06,1.0898138320656344e-07,1.9222452281837974e-06,8.563220235570746e-08,1.931079772848254e-06,9.446674702016391e-08,1.9151974733748307e-06,7.85844475467407e-08,1.915324821068853e-06,7.871179524076307e-08,1.921872399677534e-06,8.52593738494442e-08
0.15490219295339597,-0.3145021142095615,0.05719519464951583,0.5084098586599547,-0.5736938887905773,-1.659561872400642,-0.06274248010712304,2.6922212271316127e-06,3.0332918220820737e-07,2.6922212271316127e-06,3.0332918220820737e-07,2.7390182928192344e-06,2.5653211652058564e-07,2.623563222167374e-06,3.7198718717244595e-07,2.6384712666371212e-06,3.5707914270269883e-07,2.6480134251950287e-06,3.4753698414479135e-07,2.6402144288604177e-06,3.553359804794023e-07,2.662193209871584e-06,3.333571994682359e-07,2.6546262717765353e-06,3.4092413756328473e-07,3.0716435097732328e-06,7.609310043341274e-08,3.081208938830842e-06,8.565852949102214e-08,3.0751686788573116e-06,7.961826951749154e-08,3.122821172150467e-06,1.2727076281064702e-07,3.086098399675678e-06,9.054799033585792e-08,3.084246910472955e-06,8.869650113313495e-08,3.078530609982788e-06,8.298020064296794e-08
-0.44294753536098674,0.310432458187704,-0.12568164620600772,0.25857118612778146,-1.4552151079650393,-1.4265280292945357,0.5083267223771475,3.4451651748566397e-06,2.3843022148600035e-07,3.4451651748566397e-06,2.3843022148600035e-07,3.3989736630002205e-06,2.846217333424196e-07,3.6414948297302898e-06,4.210056661235032e-08,3.598864822827075e-06,8.473057351556487e-08,3.549742254587752e-06,1.338531417548879e-07,3.528064477478563e-06,1.5553091886407711e-07,3.5229185701335724e-06,1.6067682620906764e-07,3.4874024581462234e-06,1.961929381964167e-07,3.849216466155528e-06,1.656210698128876e-07,3.795574751013453e-06,1.1197935467081305e-07,3.7846962957862708e-06,1.011008994436307e-07,3.6225628796975058e-06,6.103251664513431e-08,3.8099084267256853e-06,1.2631303038304524e-07,3.81102802379921e-06,1.2743262745656995e-07,3.7858210645889323e-06,1.0222566824629219e-07
-0.603858196279857,-0.4991416591826338,-0.19008846938166316,0.4869129766104444,-0.35497942640647107,-0.1273864988539621,-0.16491218587317813,2.4697607744079284e-06,4.0269184998730155e-07,2.4697607744079284e-06,4.0269184998730155e-07,2.544031706006925e-06,3.2842091838830486e-07,2.7374115948863194e-06,1.3504102950891057e-07,2.679295278571355e-06,1.9315734582387493e-07,2.651512985493284e-06,2.2093963890194596e-07,2.696979402114275e-06,1.754732222809548e-07,2.632729127329429e-06,2.397234970658009e-07,2.501238761972837e-06,3.712138624223929e-07,3.109435441420214e-06,2.3698281702498392e-07,3.075893683375729e-06,2.034410589804992e-07,3.0626759062122834e-06,1.9022328181705344e-07,2.989396381902984e-06,1.1694375750775423e-07,3.059176061864908e-06,1.8672343746967812e-07,3.066180319303874e-06,1.9372769490864425e-07,3.0720230756208586e-06,1.9957045122562864e-07
-0.3651164151937217,0.4894229432050974,-0.20243570838338765,1.3058753797179592,-1.027577652238088,-1.6962275916627398,0.6704871664100432,3.660819434273322e-06,2.1815277475964782e-07,3.660819434273322e-06,2.1815277475964782e-07,3.5879946213789427e-06,2.9097758765402713e-07,3.822651647032489e-06,5.6320562000480735e-08,3.78751223647566e-06,9.145997255730994e-08,3.7549052555176747e-06,1.2406695351529512e-07,3.7540758798335232e-06,1.248963291994466e-07,3.7264201410046533e-06,1.5255206802831653e-07,3.6461243485835993e-06,2.3284786044937056e-07,3.943877229210975e-06,6.490502017800483e-08,3.907638997743057e-06,2.866678871008683e-08,3.921020590292413e-06,4.204838125944348e-08,3.839467085544074e-06,3.950512348889583e-08,3.903072305782565e-06,2.410009674959519e-08,3.9199246541904175e-06,4.095244515744763e-08,3.987547043084908e-06,1.0857483405193846e-07
-0.5767814353520254,-0.8042092999248622,0.48438672057972143,-1.1669189508989064,0.21235965584796776,-1.410919042009672,-0.597564145689392,2.1022041630614268e-06,2.4897361272788343e-07,2.1022041630614268e-06,2.4897361272788343e-07,2.2218683361617166e-06,1.2930943962759362e-07,2.357853627388857e-06,6.675851599546902e-09,2.302343223542351e-06,4.883455224695906e-08,2.3044742564719353e-06,4.670351931737485e-08,2.3810178328461288e-06,2.98400570568186e-08,2.2363455253229677e-06,1.148322504663425e-07,2.18144354391023e-06,1.6973423187908004e-07,2.574119599753249e-06,2.2294182396393896e-07,2.570648785091481e-06,2.194710093021709e-07,2.4875287896225523e-06,1.3635101383324213e-07,2.3003476441656537e-06,5.0830131623656527e-08,2.644390353228789e-06,2.93212577439479e-07,2.6002747954774962e-06,2.4909701968818607e-07,2.409079129340908e-06,5.790135355159764e-08
-0.3915560531603696,-0.5676795567823871,-0.8840435901356616,-1.1738107521389805,1.5370164757085596,0.8399169767282687,-0.2884538639708274,2.387183817608158e-06,3.364212907045618e-07,2.387183817608158e-06,3.364212907045618e-07,2.4716530033719265e-06,2.5195210494079334e-07,2.5607349916044515e-06,1.6287011670826838e-07,2.5230509863517333e-06,2.0055412196098657e-07,2.6106630618340018e-06,1.129420464787181e-07,2.6680584068491467e-06,5.5546701463573127e-08,2.68110371974436e-06,4.2501388568359924e-08,2.2313979272607626e-06,4.922071810519572e-07,2.933775015929743e-06,2.1016990761702318e-07,3.0206489186624693e-06,2.970438103497494e-07,2.9061619328008017e-06,1.825568244880818e-07,2.959295798026755e-06,2.3569068971403493e-07,2.771891219312618e-06,4.8286110999898083e-08,2.7761727420929362e-06,5.2567633780216385e-08,2.9184252859498064e-06,1.9482017763708657e-07
-0.4750860227467461,1.1147952143624171,-0.013472600997333387,0.6147427179580234,0.7512168358418994,1.075546547313654,1.3245949387910723,4.414290737415806e-06,2.5277435386070403e-07,4.414290737415806e-06,2.5277435386070403e-07,4.2484122185833295e-06,4.1865287269318047e-07,4.624865280527665e-06,4.219981074884504e-08,4.579142212189991e-06,8.792287908651862e-08,4.611889563989831e-06,5.5175527286678905e-08,4.6913928113834696e-06,2.432772010695961e-08,4.679876868239392e-06,1.2811776962882124e-08,4.264928018589997e-06,4.0213707268651316e-07,4.333835733279242e-06,3.332293579972679e-07,4.364190606826183e-06,3.0287448445032705e-07,4.36281034510327e-06,3.0425474617324e-07,4.488605316684425e-06,1.7845977459208455e-07,4.405192548818128e-06,2.6187254245838174e-07,4.429482852035774e-06,2.3758223924073577e-07,4.520811226676797e-06,1.46253864599713e-07
-0.10109388958350525,-1.1152221350821894,0.3229328748596013,1.4769635079376224,0.3501280371873899,0.3911117205580579,-1.369003053075099,1.7274845648189924e-06,3.057644987024227e-07,1.7274845648189924e-06,3.057644987024227e-07,1.8934266083022227e-06,4.71706542185653e-07,1.7722928702441244e-06,3.505728041275546e-07,1.762563426310532e-06,3.408433601939622e-07,1.7644179581631353e-06,3.426978920465655e-07,1.7789718393636184e-06,3.572517732470486e-07,1.7650688331067456e-06,3.4334876699017584e-07,1.5707529562303763e-06,1.4903289011380656e-07,1.4214202420612877e-06,2.998240552820482e-10,1.4178209983317048e-06,3.899067784864943e-09,1.4020258491651347e-06,1.9694216951435032e-08,1.4335943512165875e-06,1.1874285100017696e-08,1.4718304654845764e-06,5.011039936800668e-08,1.4903870858231238e-06,6.8667019706554e-08,1.4231698658061653e-06,1.4497996895955837e-09
-0.20862593184986405,-1.0564690686803604,1.3156662556280827,1.4368839902729473,0.5586622783084982,-0.8298421636174994,-1.1183834491642433,1.7982724003964777e-06,7.459670199338784e-08,1.7982724003964775e-06,7.459670199338763e-08,1.9554721461858887e-06,2.317964477827988e-07,1.8907426230028571e-06,1.6706692459976723e-07,1.870664116622409e-06,1.46988418219319e-07,1.8796361580781263e-06,1.5596045967503645e-07,1.912618150026825e-06,1.889424516237353e-07,1.8573717407871138e-06,1.336960423840239e-07,1.8763166837247688e-06,1.5264098532167892e-07,1.7171939566737462e-06,6.481741729343653e-09,1.7212088184941666e-06,2.466879908923318e-09,1.7289230522997565e-06,5.247353896666647e-09,1.719418991098289e-06,4.256707304800868e-09,1.939105427684276e-06,2.1542972928118618e-07,2.003109210273162e-06,2.7943351187007196e-07,1.7406635517139555e-06,1.6987853310865634e-08
-0.5916181404731973,-1.179677199352406,-1.661825418628482,-0.9741063842157247,-0.6084189609419557,1.1556465180977067,-1.452417770844231,1.6498267544080227e-06,3.286077801970124e-07,1.6498267544080227e-06,3.286077801970124e-07,1.8253595374770079e-06,5.041405632659976e-07,1.9120523591660074e-06,5.908333849549971e-07,1.8551140461626728e-06,5.338950719516626e-07,1.8172921996358508e-06,4.960732254248406e-07,1.844698828905255e-06,5.234798546942446e-07,1.8573523207247418e-06,5.361333465137315e-07,1.1791033096848508e-06,1.4211566452615945e-07,1.2321727220470431e-06,8.904625216396713e-08,1.1832100857922185e-06,1.3800888841879177e-07,1.0967474181548938e-06,2.2447155605611644e-07,1.1640794201317777e-06,1.5713955407923259e-07,9.513283055581326e-07,3.698906686528776e-07,9.597946084540863e-07,3.614243657569239e-07,9.596233370129384e-07,3.615956371980719e-07
-0.3228094393172071,1.5207574854786041,1.4662689248516678,0.8167688085889864,-1.1004560993058312,0.15158845672666776,1.4388304888686445,4.9034088764060896e-06,9.870863123498989e-08,4.9034088764060896e-06,9.870863123498989e-08,4.677124267408314e-06,1.2757597776278604e-07,5.046489175429436e-06,2.41788930258336e-07,5.0154214585376355e-06,2.1072121336653586e-07,4.985316041327021e-06,1.8061579615592154e-07,4.981912027590291e-06,1.7721178241919104e-07,4.982285983852075e-06,1.7758573868097504e-07,4.803287832986545e-06,1.4124121845543165e-09,4.462236245221621e-06,3.4246399994947826e-07,4.429052535641571e-06,3.75647709529529e-07,4.430673737623706e-06,3.7402650754739404e-07,4.3915906936029016e-06,4.131095515681981e-07,4.762343518868656e-06,4.235672630244386e-08,4.809990254679711e-06,5.290009508611358e-09,4.525257061955274e-06,2.7944318321582556e-07
-0.39406245807435336,-1.0607248792043504,0.8085503451305407,1.4392815310732459,-0.9109897492574727,-1.0364437107790616,-1.158743001996685,1.7931448447798783e-06,1.1809580647898825e-07,1.7931448447798783e-06,1.1809580647898825e-07,1.9509778436879392e-06,2.7592880538704913e-07,1.967806944049376e-06,2.927579057484858e-07,1.9298817182225366e-06,2.5483267992164653e-07,1.897286515781028e-06,2.2223747748013794e-07,1.9016744028050193e-06,2.266253645041292e-07,1.8732167123140592e-06,1.9816767401316915e-07,1.8079587512955098e-06,1.3290971299461965e-07,1.766627134287227e-06,9.157809598633699e-08,1.7268621024991278e-06,5.181306419823772e-08,1.7268247150317175e-06,5.1775676730827375e-08,1.677081691816578e-06,2.032653515687966e-09,1.851595071885175e-06,1.7654603358428495e-07,1.8905528720688819e-06,2.1550383376799177e-07,1.7256575752029574e-06,5.0608536902067256e-08
-0.6035508864049869,-0.3974218285711637,1.6087565524025547,-0.6205219717160625,1.1128702093164562,-0.7707437186209162,0.3595878084040628,2.592316533371179e-06,9.12072798826821e-07,2.592316533371179e-06,9.12072798826821e-07,2.6514518287382143e-06,8.529375034597857e-07,2.859831143493137e-06,6.445581887048628e-07,2.801744403191225e-06,7.026449290067751e-07,2.8791579038659643e-06,6.252314283320357e-07,2.9828775413307905e-06,5.215117908672095e-07,2.7920982295435776e-06,7.122911026544224e-07,2.985126299184855e-06,5.19263033013145e-07,3.2435929037177308e-06,2.6079642848026924e-07,3.318585702469576e-06,1.858036297284241e-07,3.215312090779855e-06,2.8907724141814484e-07,3.1182522593165697e-06,3.8613707288143033e-07,3.609867078467184e-06,1.0547774626918415e-07,3.5390135683268556e-06,3.462423612885562e-08,3.250852567181661e-06,2.535367650163389e-07
-0.5528876956827788,-0.516554038982488,-0.7009916115708593,-0.1550687082884516,0.22479175954099104,1.4888541229479004,-0.1826878129557353,2.448781704654278e-06,4.0225419642304194e-07,2.448781704654278e-06,4.0225419642304194e-07,2.525643551367851e-06,3.2539234970946927e-07,2.693840637850113e-06,1.5719526322720709e-07,2.6406298072165236e-06,2.104060938607965e-07,2.643376715595966e-06,2.0765918548135422e-07,2.7173414113584578e-06,1.3369448971886236e-07,2.7424480417862866e-06,1.0858785929103354e-07,2.3694435778759203e-06,4.815923232013998e-07,3.0666403507007563e-06,2.156044496234362e-07,3.064683210204086e-06,2.1364730912676604e-07,3.020323913640722e-06,1.6928801256340179e-07,3.2638768891349007e-06,4.128409880575806e-07,2.9402191629734934e-06,8.918326189617323e-08,2.936818149034717e-06,8.578224795739686e-08,3.025090972000841e-06,1.740550709235209e-07
3.704035864453715,1.0669532812761944,-0.8669077449334909,0.1268829541276034,0.45652810007647926,1.656324940387802,-1.3220559287172775,4.356649032898555e-06,2.8783653604308153e-06,4.356649032898555e-06,2.8783653604308153e-06,4.19788926457396e-06,2.7196055921062198e-06,2.714892335200332e-06,1.2366086627325918e-06,3.071374902244601e-06,1.5930912297768606e-06,2.9583107306841594e-06,1.4800270582164192e-06,2.3965893698287823e-06,9.183056973610421e-07,1.96905860008822e-06,4.907749276204796e-07,3.2649815108065144e-06,1.7866978383387742e-06,2.815396816070158e-06,1.3371131436024179e-06,2.7211054776025813e-06,1.242821805134841e-06,2.9012352555246793e-06,1.422951583056939e-06,7.04206878201234e-07,7.740767942665062e-07,2.1541438735847213e-06,6.758602011169811e-07,2.1776509175098732e-06,6.99367245042133e-07,1.838220380051801e-06,3.5993670758406077e-07
1.1705377220080608,1.270158188898451,1.1726285008493142,-0.4401325752650557,-0.37113361847508547,1.3735566992496089,0.9446858014769092,4.601477711131674e-06,3.9214099376931425e-07,4.601477711131674e-06,3.9214099376931425e-07,4.412481601045288e-06,2.0314488368292803e-07,4.082654941768835e-06,1.2668177559352493e-07,4.19530943736053e-06,1.4027280001829651e-08,4.250579572371884e-06,4.1242855009524724e-08,4.1645657160736695e-06,4.477100128869014e-08,4.128153294819439e-06,8.118342254292055e-08,4.293402004794468e-06,8.40652874321085e-08,3.818470500915766e-06,3.9086621644659324e-07,3.881771924223141e-06,3.275647931392189e-07,3.9522738212303735e-06,2.570628961319861e-07,3.6516562350291107e-06,5.576804823332489e-07,3.9877586123979195e-06,2.2157810496444009e-07,4.012702667504234e-06,1.966340498581258e-07,3.730869140978117e-06,4.784675763842428e-07
0.4240310619105449,-1.1723039755506182,1.2662786313108403,0.758083195256934,-0.809272499208492,-0.23624003045137137,-1.4345959809912805,1.6587102831516511e-06,3.160189670346211e-07,1.6587102831516511e-06,3.160189670346211e-07,1.8331459504207982e-06,4.904546343037682e-07,1.4707650630190705e-06,1.2807374690204048e-07,1.511574517081598e-06,1.688832009645679e-07,1.5440912921155746e-06,2.013999759985446e-07,1.5343623025828695e-06,1.9167098646583953e-07,1.5570918239995077e-06,2.1440050788247773e-07,1.556978492810691e-06,2.1428717669366098e-07,9.166235580305406e-07,4.2606775808648945e-07,9.461238036356535e-07,3.965675124813765e-07,9.026884822388855e-07,4.400028338781445e-07,1.0120668033070664e-06,3.3062451280996365e-07,1.1274156149479786e-06,2.152757011690514e-07,1.1316598352410734e-06,2.110314808759566e-07,9.859065885945755e-07,3.5678472752245447e-07
-0.6028218070504355,-1.0279368937481015,-0.5663722124452027,-1.1746481804469253,0.02058475457129437,1.143165377650419,-1.0324383997947084,1.8326490045716417e-06,5.423578536291672e-09,1.8326490045716417e-06,5.423578536291672e-09,1.98560323974542e-06,1.5837781371006997e-07,2.0998404615284333e-06,2.7261503549308324e-07,2.041823889035203e-06,2.145984629998529e-07,2.032874684022164e-06,2.0564925798681397e-07,2.1021903403012024e-06,2.749649142658524e-07,2.090362733389346e-06,2.63137307353996e-07,1.637578176996388e-06,1.8964724903896207e-07,1.9657705703073705e-06,1.385451442720205e-07,1.9493169736631817e-06,1.2209154762783162e-07,1.8603981403695046e-06,3.3172714334154574e-08,1.9368847767218617e-06,1.0965935068651164e-07,1.8521424035350495e-06,2.4916977499699497e-08,1.836556360127322e-06,9.33093409197194e-09,1.7499911794744382e-06,7.723424656091179e-08
-0.6079004627092031,-1.126682473211004,0.17787039641615005,1.1025671911540003,-0.5493575088222346,0.4504680016942935,-1.2403990721428007,1.7136767317847722e-06,1.3700990264168214e-07,1.7136767317847722e-06,1.3700990264168214e-07,1.8813240426477287e-06,3.0465721350463865e-07,1.983119224435657e-06,4.064523952925669e-07,1.924613873682004e-06,3.4794704453891377e-07,1.8881723829291333e-06,3.115055537860432e-07,1.92048843010928e-06,3.4382160096619015e-07,1.893152463805528e-06,3.1648563466243804e-07,1.6212006304314127e-06,4.453380128832267e-08,1.5454196616305075e-06,3.124716751258253e-08,1.4992622080078894e-06,7.740462113520067e-08,1.4926953142268954e-06,8.397151491619463e-08,1.5283225972411943e-06,4.8344231901895764e-08,1.5322635053388684e-06,4.440332380422161e-08,1.5578746017972257e-06,1.8792227345864308e-08,1.4803460495437961e-06,9.632077959929394e-08
0.500299677415826,-0.8492072974190388,-0.3709590296060555,-0.05210983882064145,0.9355245820893218,0.9468796679677179,-1.1811027058110675,2.0479889357888857e-06,3.9987968351292596e-07,2.0479889357888857e-06,3.9987968351292596e-07,2.1743486894573343e-06,5.262394371813745e-07,1.8262388296044166e-06,1.781295773284568e-07,1.8743885019680552e-06,2.2627924969209544e-07,1.8257641443235292e-06,1.7765489204756944e-07,1.7397015876382222e-06,9.159233536226237e-08,1.7608959160414025e-06,1.1278666376544272e-07,1.7435077983770934e-06,9.53985461011336e-08,2.0874891602531955e-06,4.393799079772357e-07,2.0380440332332815e-06,3.8993478095732175e-07,2.0678727622882667e-06,4.1976351001230693e-07,1.9882988370762016e-06,3.4018958480024185e-07,2.010517403725104e-06,3.6240815144914424e-07,2.0196570293368288e-06,3.71547777060869e-07,2.079521397253449e-06,4.3141214497748917e-07
-0.530862051838085,0.27357341700167076,1.1280382120583015,-1.172586018050115,1.3383154649241136,1.7666727852670239,1.2852751693335824,3.4007560587574763e-06,1.218935141320484e-06,3.4007560587574763e-06,1.218935141320484e-06,3.3600490727393036e-06,1.2596421273386567e-06,3.6360524654480568e-06,9.836387346299036e-07,3.5849614193807857e-06,1.0347297806971747e-06,3.6776778361237947e-06,9.420133639541656e-07,3.76445828816273e-06,8.552329119152305e-07,4.130052954435454e-06,4.896382456425068e-07,3.703639869075866e-06,9.160513310020945e-07,3.853814300469873e-06,7.658768996080874e-07,3.945728676577098e-06,6.739625235008619e-07,3.817487796547377e-06,8.022034035305834e-07,4.171956224398734e-06,4.477349756792267e-07,4.198949130898282e-06,4.2074206917967865e-07,4.083314425842171e-06,5.363767742357897e-07,3.8899998581772376e-06,7.296913419007228e-07
2.5892943745742683,1.1479960033786576,-1.5447495466198837,-1.4008336019861285,-1.6074324757753986,0.3148711339984791,0.9700841233681072,4.454292257980718e-06,2.143547167961276e-07,4.4542922579807185e-06,2.1435471679612846e-07,4.283473551358475e-06,4.353601017388534e-08,3.3066275113823233e-06,9.333100298022667e-07,3.5558255049383745e-06,6.841120362462155e-07,3.860682457032569e-06,3.7925508415202127e-07,4.026693590176164e-06,2.1324395100842608e-07,3.862835258299584e-06,3.7710228288500604e-07,3.4118404426527575e-06,8.280970985318325e-07,3.25370124550406e-06,9.8623629568053e-07,3.58060154949105e-06,6.5933599169354e-07,3.7434764111027154e-06,4.964611300818747e-07,4.855074538154507e-06,6.151369969699173e-07,3.0231181949354543e-06,1.2168193462491357e-06,3.2369449534143797e-06,1.0029925877702103e-06,4.016012203916944e-06,2.239253372676459e-07
-0.5493975841600885,-1.1340865157513313,0.28482440253625796,1.6122075582523758,-0.05252830614564916,1.6303036193704126,-1.22241389458431,1.7047560715018037e-06,1.0642004499061374e-07,1.7047560715018039e-06,1.0642004499061395e-07,1.8735050839097069e-06,2.7516905739851695e-07,1.948268066660921e-06,3.4993204014973086e-07,1.89539313016022e-06,2.970571036490301e-07,1.8836316743052001e-06,2.852956477940102e-07,1.9428034477960854e-06,3.4446742128489543e-07,1.980077357026361e-06,3.8174133051517124e-07,1.6183436007135033e-06,2.0007574202313362e-08,1.4859740162155786e-06,1.1236201029561134e-07,1.4652748673716532e-06,1.3306115913953668e-07,1.5030387911815016e-06,9.529723532968829e-08,1.8673956786002214e-06,2.690596520890315e-07,1.5051143527225894e-06,9.322167378860056e-08,1.5538695361913662e-06,4.4466490319823706e-08,1.513131347335218e-06,8.520467917597192e-08
2.878551667536315,-0.44050820310985483,1.338519728037604,1.548102452613718,-0.6985798152535575,0.7255273790647221,-1.0952474496761744,2.5404044991019368e-06,7.888537053552067e-07,2.5404044991019368e-06,7.888537053552067e-07,2.605950930701223e-06,8.544001369544931e-07,1.2645309242262987e-06,4.870198695204314e-07,1.5415675203512247e-06,2.099832733955054e-07,1.7424934744787268e-06,9.057319268003255e-09,1.639325431939369e-06,1.1222536180736105e-07,1.6635048852658337e-06,8.804590848089632e-08,2.208835433450214e-06,4.5728463970348407e-07,1.942931900988162e-06,1.9138110724143187e-07,2.164881856094903e-06,4.1333106234817284e-07,1.9267700338009518e-06,1.752192400542217e-07,1.6346605222460988e-06,1.1689027150063127e-07,2.2796378566637683e-06,5.280870629170383e-07,2.130414119723976e-06,3.78863325977246e-07,1.7499735462805193e-06,1.5772474662108095e-09
3.5065207356645196,-1.1220261488051948,-1.206033692435321,-0.5604397577850442,0.3756501960580192,0.958337912421449,-2.018270065446505,1.7192868411223774e-06,1.0798273331747596e-06,1.7192868411223774e-06,1.0798273331747596e-06,1.8862413034821397e-06,1.2467817955345218e-06,1.6507567415140923e-07,4.743838337962086e-07,5.025490569659686e-07,1.3691045098164926e-07,4.2823171991376046e-07,2.1122778803385738e-07,-8.33447415953965e-08,7.228042495430143e-07,1.238317805564033e-07,5.156277273912145e-07,5.774915476859467e-07,6.196796026167117e-08,9.723340168649101e-08,5.422261062611268e-07,3.707810753036071e-08,6.023814004172571e-07,3.512951985129878e-07,2.8816430943463004e-07,-6.5044046034882635e-09,6.459639125511061e-07,-6.9315373079619494e-09,6.463910452555798e-07,1.1941195673925884e-07,5.20047551208359e-07,8.121552761083114e-07,1.7269576816069354e-07
-0.4043102278587433,-0.06518436256608984,1.164697838488955,-0.7548592917279194,0.059269401988962266,1.0592687899738507,0.5916592509623191,2.9926083403621317e-06,7.913891233619581e-07,2.9926083403621317e-06,7.913891233619581e-07,3.002307597565784e-06,7.816898661583057e-07,3.171812605338352e-06,6.121848583857377e-07,3.132901117117491e-06,6.510963466065989e-07,3.1283465028581398e-06,6.556509608659501e-07,3.1763500939610045e-06,6.076473697630853e-07,3.162726794779769e-06,6.212706689443208e-07,3.291802077562481e-06,4.921953861616089e-07,3.5289241975444887e-06,2.5507326617960117e-07,3.5208671850856904e-06,2.631302786383994e-07,3.4773799575697325e-06,3.066175061543573e-07,3.5243132252276108e-06,2.5968423849647907e-07,3.7473371613513316e-06,3.666030237275823e-08,3.701689849820841e-06,8.230761390324885e-08,3.4785806993912e-06,3.054167643328898e-07
-0.5855595349320829,-0.9243995289330639,0.8682940135706634,-0.27253844479945244,-1.377091453549434,0.3779047189089542,-0.8390925569186758,1.9573945949809423e-06,1.0278094878090765e-07,1.9573945949809423e-06,1.0278094878090765e-07,2.0949427497391718e-06,3.476720597732187e-08,2.216934816392267e-06,1.5675927263041696e-07,2.1605795936545346e-06,1.0040404989268474e-07,2.097790739834846e-06,3.7615196072995955e-08,2.0738925204818463e-06,1.3716976719996357e-08,2.0990282066482955e-06,3.885266288644558e-08,2.0719927443194214e-06,1.1817200557571471e-08,2.2848730000094764e-06,2.246974562476265e-07,2.214345803554743e-06,1.5417025979289309e-07,2.176689942026016e-06,1.1651439826416628e-07,2.054893887612444e-06,5.281656149405736e-09,2.3532270669234102e-06,2.930515231615603e-07,2.3395052624084563e-06,2.7932971864660635e-07,2.0402728852835155e-06,1.9902658478334454e-08
0.9885230722954614,-1.0420642658742036,0.7485345279531319,-0.11406274576912102,0.14393983507380997,-0.35235106891747797,-1.2604217303490381,1.8156278317810187e-06,2.6308503094367875e-07,1.8156278317810187e-06,2.6308503094367875e-07,1.9706841817944387e-06,4.181413809570988e-07,1.3774802451594048e-06,1.7506255567793514e-07,1.4726173483867638e-06,7.992545245057607e-08,1.4757339467335837e-06,7.680885410375623e-08,1.3505515892079706e-06,2.0199121162936933e-07,1.5314054592182519e-06,2.113734161908805e-08,1.5621083351132454e-06,9.565534275905522e-09,1.3444604336274362e-06,2.0808236720990372e-07,1.349883885565397e-06,2.0265891527194302e-07,1.3854691297665714e-06,1.670736710707685e-07,1.5789014085014654e-06,2.6358607664125455e-08,1.4991553157577023e-06,5.338748507963763e-08,1.506890348342875e-06,4.565245249446495e-08,1.494971796066261e-06,5.757100477107902e-08
-0.4707514479478683,-0.7874203286396064,-0.020536404836405925,-1.2716129028023244,1.649256260967954,-1.1240079385687762,-0.5165188857683859,2.1224321275174033e-06,3.263919310103368e-07,2.1224321275174033e-06,3.263919310103368e-07,2.23959814700738e-06,2.0922591152036e-07,2.331085437285918e-06,1.1773862124182195e-07,2.285779535630181e-06,1.630445228975592e-07,2.4061996207260443e-06,4.262443780169577e-08,2.4684154236391402e-06,1.9591365111400192e-08,2.2865105899845837e-06,1.6231346854315634e-07,2.0899620787567864e-06,3.588619797709536e-07,2.571920365220073e-06,1.2309630669233305e-07,2.6918784311120263e-06,2.430543725842862e-07,2.5373354805861453e-06,8.851142205840526e-08,2.454109344249247e-06,5.285285721506965e-09,2.598839616422737e-06,1.5001555789499687e-07,2.55893804513408e-06,1.1011398660633978e-07,2.537546168642248e-06,8.872211011450789e-08
-0.29692656998508216,-0.47357233223245243,-1.5758161051804205,0.9813982075102,-1.127228406682834,0.7693127619321243,-0.3260768557198042,2.5005676313572715e-06,1.777079253768986e-07,2.5005676313572715e-06,1.777079253768986e-07,2.571033916123024e-06,1.0724164061114599e-07,2.6321757482428957e-06,4.6099808491274465e-08,2.6035990417083484e-06,7.467651502582174e-08,2.5754850849616363e-06,1.027904717725338e-07,2.5714592159551358e-06,1.0681634077903437e-07,2.5829996373896046e-06,9.527591934456555e-08,2.2131520448382614e-06,4.651235118959087e-07,3.0348255890015718e-06,3.5655003226740164e-07,3.002899469995981e-06,3.2462391326181075e-07,3.0014942521702116e-06,3.2321869543604143e-07,3.0224307941999554e-06,3.441552374657853e-07,2.7833334887183543e-06,1.0505793198418413e-07,2.7676305011738205e-06,8.935494443965031e-08,3.0031794749987926e-06,3.249039182646225e-07
