complexity,loss,score,equation,sympy_format,lambda_format
1,0.008206302,0.0,x0,x0,PySRFunction(X=>x0)
7,0.00818946,0.0003424056762097098,x0 * 0.9958815,x0*0.9958815,PySRFunction(X=>x0*0.9958815)
8,0.004483966,0.6023400389597431,x0 - (cos(x0) - sin(cos(x0))),x0 - (-sin(cos(x0)) + cos(x0)),PySRFunction(X=>x0 - (-sin(cos(x0)) + cos(x0)))
10,0.004483965,1.1150844042536731e-07,log(exp(x0)) - (cos(x0) - sin(cos(x0))),log(exp(x0)) + sin(cos(x0)) - cos(x0),PySRFunction(X=>log(exp(x0)) + sin(cos(x0)) - cos(x0))
11,0.003940392,0.12922748890208405,x0 + (-0.09690694 * sin(exp(x0))),x0 - 0.09690694*sin(exp(x0)),PySRFunction(X=>x0 - 0.09690694*sin(exp(x0)))
12,0.0005663775,1.9397746727145302,(cos(x0 + x0) * -0.121586636) + x0,x0 + cos(x0 + x0)*(-0.121586636),PySRFunction(X=>x0 + cos(x0 + x0)*(-0.121586636))
13,0.0005663772,5.296821986071889e-07,(cos(x0 + x0) * sin(-0.12189218)) + x0,x0 + sin(-0.12189218)*cos(x0 + x0),PySRFunction(X=>x0 + sin(-0.12189218)*cos(x0 + x0))
14,6.987252e-05,2.0925878484365,x0 - (cos(x0 * 1.0714365) - sin(cos(x0))),x0 - (-sin(cos(x0)) + cos(x0*1.0714365)),PySRFunction(X=>x0 - (-sin(cos(x0)) + cos(x0*1.0714365)))
15,7.0224987e-06,2.2975533440185134,x0 - ((cos(x0) - 0.75534815) / exp(x0 * x0)),x0 - (cos(x0) - 1*0.75534815)/exp(x0*x0),PySRFunction(X=>x0 - (cos(x0) - 1*0.75534815)/exp(x0*x0))
16,7.0224105e-06,1.2559710959301308e-05,x0 - ((cos(x0) - cos(-0.7146158)) / exp(x0 * x0)),x0 - (cos(x0) - cos(-0.7146158))/exp(x0*x0),PySRFunction(X=>x0 - (cos(x0) - cos(-0.7146158))/exp(x0*x0))
19,1.8327016e-06,0.44777179093194946,((-0.7526803 * cos(x0)) * (cos(x0) + -0.7337266)) + x0,x0 - 0.7526803*(cos(x0) - 0.7337266)*cos(x0),PySRFunction(X=>x0 - 0.7526803*(cos(x0) - 0.7337266)*cos(x0))
20,1.7508637e-06,0.045681953329829356,((sin(-0.8487922) * cos(x0)) * (-0.7338056 + cos(x0))) + x0,x0 + (cos(x0) - 0.7338056)*sin(-0.8487922)*cos(x0),PySRFunction(X=>x0 + (cos(x0) - 0.7338056)*sin(-0.8487922)*cos(x0))
21,1.1417143e-06,0.4275783042368965,(sin(x0) * (sin(x0) - (x0 * 0.50373375))) + (-0.20390613 + x0),x0 + (-0.50373375*x0 + sin(x0))*sin(x0) - 0.20390613,PySRFunction(X=>x0 + (-0.50373375*x0 + sin(x0))*sin(x0) - 0.20390613)
22,8.9235255e-07,0.2464248938645173,(-0.21040404 + x0) + (sin(sin(x0)) * (sin(x0) - (x0 * 0.4575194))),x0 + (-0.4575194*x0 + sin(x0))*sin(sin(x0)) - 0.21040404,PySRFunction(X=>x0 + (-0.4575194*x0 + sin(x0))*sin(sin(x0)) - 0.21040404)
25,3.090925e-07,0.3534069016898706,((-0.016533777 - (x0 * -0.21402329)) * sin(sin(x0))) + (x0 + -0.14214982),x0 + (-(-0.21402329)*x0 - 0.016533777)*sin(sin(x0)) - 0.14214982,PySRFunction(X=>x0 + (-(-0.21402329)*x0 - 0.016533777)*sin(sin(x0)) - 0.14214982)
