Model,MSE_Train,NMSE_Train
Model_1,3.3086328589023926,14.495841973089066
Model_2,0.21518553374657207,0.9427747426530515
Model_3,0.17271218275855552,0.7566897310346627
Model_4,0.1093344368331197,0.4790180071763434
Model_5,0.06370050796151741,0.2790858147138105
Model_6,0.03647428082506647,0.15980177719012192
Model_7,0.016912758687452473,0.07409848348771805
Model_8,0.00666237485688823,0.02918931692015296
Model_9,0.004720376671716739,0.020680999435326163
Model_10,0.0033948684947170188,0.014873659096513385
Model_11,0.0005683612540141733,0.0024901145799988695
Model_12,0.00049791941153191,0.0021814935088610866
Model_13,0.00020983944452046413,0.0009193523600858291
Model_14,0.00014994543391905652,0.0006569436402798643
Model_15,3.133807185697692e-06,1.3729892579581874e-05
