complexity,loss,equation,score,sympy_format,lambda_format
1,1.62,x1,0.0,x1,PySRFunction(X=>x1)
3,0.821,x5 - x5,0.3398291593870008,-x5 + x5,PySRFunction(X=>-x5 + x5)
5,0.8164,-0.03204,0.002809339258369227,-0.0320400000000000,PySRFunction(X=>-0.0320400000000000)
6,0.7256,x0 / (x0 - exp(x0)),0.11790553213476287,x0/(x0 - exp(x0)),PySRFunction(X=>x0/(x0 - exp(x0)))
7,0.7217,x0 / (x4 - exp(exp(x4))),0.00538935872269932,x0/(x4 - exp(exp(x4))),PySRFunction(X=>x0/(x4 - exp(exp(x4))))
8,0.705,exp((x0 * x4) - exp(exp(x4))),0.023411737265958958,exp(x0*x4 - exp(exp(x4))),PySRFunction(X=>exp(x0*x4 - exp(exp(x4))))
9,0.611,x0 / ((x0 * x4) - exp(exp(x4))),0.1431008436406733,x0/(x0*x4 - exp(exp(x4))),PySRFunction(X=>x0/(x0*x4 - exp(exp(x4))))
10,0.589,x0 / ((exp(x4) - x0) - exp(exp(x4))),0.03667077552000869,x0/(-x0 + exp(x4) - exp(exp(x4))),PySRFunction(X=>x0/(-x0 + exp(x4) - exp(exp(x4))))
12,0.586,x0 / (-0.838 - (x0 + exp(x4))),0.0025531970372870694,x0/(-(x0 + exp(x4)) - 0.838),PySRFunction(X=>x0/(-(x0 + exp(x4)) - 0.838))
13,0.5483,((x0 * x4) - x0) / (exp(x0) + exp(x5 - x1)),0.0664972071670097,(x0*x4 - x0)/(exp(x0) + exp(-x1 + x5)),PySRFunction(X=>(x0*x4 - x0)/(exp(x0) + exp(-x1 + x5)))
15,0.4998,(-0.3694 - x0) / ((x4 * exp(x4)) + exp(x0)),0.0463072820045754,(-x0 - 0.3694)/(x4*exp(x4) + exp(x0)),PySRFunction(X=>(-x0 - 0.3694)/(x4*exp(x4) + exp(x0)))
17,0.456,(-0.5483 - x0) / ((x0 + x0) + 1.257),0.04585760444323297,(-x0 - 0.5483)/(x0 + x0 + 1.257),PySRFunction(X=>(-x0 - 0.5483)/(x0 + x0 + 1.257))
19,0.4465,(0.03049 / (x0 + 0.6226)) + -0.5225,0.01052670459891619,-0.5225 + 0.03049/(x0 + 0.6226),PySRFunction(X=>-0.5225 + 0.03049/(x0 + 0.6226))
20,0.4119,((x0 / exp(x3)) + x4) * (-0.01616 / (0.6206 + x0)),0.08065879887451877,(x0/exp(x3) + x4)*(-0.01616)/(x0 + 0.6206),PySRFunction(X=>(x0/exp(x3) + x4)*(-0.01616)/(x0 + 0.6206))
21,0.3914,(-0.01045 / (x0 + 0.6167)) * (((x3 + x0) + x0) + x4),0.05105054648005905,-0.01045*(x0 + x0 + x3 + x4)/(x0 + 0.6167),PySRFunction(X=>-0.01045*(x0 + x0 + x3 + x4)/(x0 + 0.6167))
23,0.3806,(-0.00828 / (x0 + 0.616)) * (((x3 + x0) + x0) + (x0 + x4)),0.013990550049963385,-0.00828*(x0 + x0 + x0 + x3 + x4)/(x0 + 0.616),PySRFunction(X=>-0.00828*(x0 + x0 + x0 + x3 + x4)/(x0 + 0.616))
25,0.325,(-0.5483 - ((x4 * 0.03604) + x0)) / ((x0 + x0) + 1.257),0.07896188626615576,(-(x0 + x4*0.03604) - 0.5483)/(x0 + x0 + 1.257),PySRFunction(X=>(-(x0 + x4*0.03604) - 0.5483)/(x0 + x0 + 1.257))
26,0.3245,((-0.559 - x0) - (0.02715 * (x3 + x4))) / (x0 + exp(-0.439)),0.0015396461855927501,(-x0 - 0.02715*(x3 + x4) - 0.559)/(x0 + exp(-0.439)),PySRFunction(X=>(-x0 - 0.02715*(x3 + x4) - 0.559)/(x0 + exp(-0.439)))
27,0.2827,((-0.516 - x0) - ((x4 + x3) * 0.0594)) / ((1.289 + x0) + x0),0.13789927144459999,(-x0 - 0.0594*(x3 + x4) - 0.516)/(x0 + x0 + 1.289),PySRFunction(X=>(-x0 - 0.0594*(x3 + x4) - 0.516)/(x0 + x0 + 1.289))
28,0.2434,((-0.5605 - x0) - ((x3 + x4) * 0.02399)) / (x0 + exp(x0 * 0.7407)),0.14968008414611786,(-x0 - 0.02399*(x3 + x4) - 0.5605)/(x0 + exp(x0*0.7407)),PySRFunction(X=>(-x0 - 0.02399*(x3 + x4) - 0.5605)/(x0 + exp(x0*0.7407)))
29,0.2389,(((x3 + -2.453) + x4) * (-0.01506 / (x0 + 0.625))) - 0.558,0.018661126221662924,-1*0.558 + (x3 + x4 - 2.453)*(-0.01506)/(x0 + 0.625),PySRFunction(X=>-1*0.558 + (x3 + x4 - 2.453)*(-0.01506)/(x0 + 0.625))
33,0.2384,((-0.01613 / (0.625 + x0)) * ((x4 + -2.295) - (x3 * x0))) - log(exp(0.5537)),0.0005237797851422861,-0.5537 - 0.01613*(-x0*x3 + x4 - 2.295)/(x0 + 0.625),PySRFunction(X=>-0.5537 - 0.01613*(-x0*x3 + x4 - 2.295)/(x0 + 0.625))
