Complexity,Loss,MSE,NMSE,Absolute Error
1,0.9495843854827064,0.7818298229052784,0.5134663025437428,0.539557591626942
3,0.8358117578962214,0.6976707424220796,0.4581948731160313,0.5998131541437384
5,0.3434609184595324,0.2783940469125087,0.18283513589590145,0.2532376078656723
7,0.2112195421558215,0.17350445735850498,0.11394895613431144,0.26990540706743626
8,0.0029581545058193,0.0029328787126843576,0.0019261664678065613,0.03933424920531808
12,0.0028609880043643,0.0023789497822584355,0.0015623739499912523,0.033105842053342285
13,0.000567485809499,0.0006047701432777418,0.00039718245615618254,0.01905068722330418
14,0.0005097364597554,0.0005913060701668637,0.00038833993360858874,0.01948716693886695
16,0.0004850315337271,0.0005434625521356868,0.0003569187296784726,0.01835018203822787
18,0.0004446031804136,0.0005831482188993393,0.0003829822693134714,0.019465040508937232
21,0.0004350110096229,0.0005411126425599714,0.00035537542786802113,0.01897155252630029
22,0.0004349205963513,0.0005416076114235806,0.00035570049839465733,0.01900544720458463
23,0.0004080597613717,0.000503098727705933,0.00033040981037240843,0.017978863716757117
25,0.0003923874604885,0.0004666506151836447,0.0003064725326896856,0.015613890500644056
26,0.0003191336368314,0.0004633743223798591,0.00030432082920802615,0.016151724407402257
28,0.0002840633514376,0.0003898754644397972,0.00025605049502272655,0.014476840534354104
30,0.000251183328225,0.00047185108182606157,0.0003098879362726049,0.01669283911759567
