Complexity,Loss,MSE,NMSE,Absolute Error
1,0.970838448097475,0.9789268835494086,1.6050869889805783,0.8650237844581132
3,0.6663581050191424,0.6098902366476373,1.0,0.7631664702141907
4,0.0255909733396228,0.028859423669901872,0.04731904519169297,0.150295042017922
8,0.022470863967376,0.03318678393514317,0.05441435514291854,0.13251483848327195
10,0.022470863967376,0.03318678393660468,0.05441435514531489,0.13251483847987458
12,0.0012628524564899,0.001778955539284571,0.0029168454131400672,0.027663295376569058
13,0.0009625121996155,0.0013410607844216867,0.002198855964301133,0.024534178710690656
14,0.0004774045810679,0.000638988378443749,0.0010477104568127776,0.020220820881222658
16,0.0002902920806004,0.000384121410452832,0.0006298205601129458,0.015503163949245146
17,0.0001845682575022,0.00027955787740749274,0.00045837408210390267,0.014208501960530296
19,0.0001845682575022,0.0002795578768874007,0.00045837408125113933,0.014208501947616364
21,0.0001726996674409,0.00025145511321227434,0.00041229568552275734,0.013769012360884837
22,0.0001679726269779,0.0002348879477875613,0.00038513151002164225,0.013001198451834983
26,0.0001640295180687,0.00026243058554889373,0.00043029150128945647,0.01326295961744307
30,0.0001592867919797,0.0005429682921924228,0.0008902721499149388,0.017025285496718223
