Model,MSE_Train,NMSE_Train
Model_1,0.5132505975000001,4.070049474536015
Model_2,0.03938546647312539,0.31232461862511474
Model_3,0.009412079357870851,0.07463728017344105
Model_4,0.0007356179070517718,0.005833410210604472
Model_5,0.0002007218756399994,0.00159171361603035
Model_6,0.0002007219117235994,0.0015917139021713461
Model_7,0.00018788885151418435,0.0014899484288987722
Model_8,0.00017058396846970488,0.0013527216424417125
Model_9,6.49646553989928e-05,0.0005151662031335168
Model_10,6.496464340902382e-05,0.0005151661080537114
Model_11,2.984929018076177e-05,0.00023670325647401206
Model_12,2.7689209979408053e-05,0.0002195739373240712
Model_13,1.8207871432092418e-05,0.00014438743552482088
Model_14,8.081397438758322e-07,6.408504453642647e-06
Model_15,8.080941234092517e-07,6.408142685810445e-06
Model_16,5.210121669743251e-07,4.131598300615173e-06
Model_17,5.210374561499021e-07,4.1317988424095114e-06
