complexity,loss,score,equation,sympy_format,lambda_format
1,459.4901,0.0,x0,x0,PySRFunction(X=>x0)
2,137.40187,1.2072074068121186,exp(x0),exp(x0),PySRFunction(X=>exp(x0))
4,68.65267,0.34692498260044746,x0 * exp(x0),x0*exp(x0),PySRFunction(X=>x0*exp(x0))
5,0.3367252,5.31754813593379,exp(x0) + exp(x0),exp(x0) + exp(x0),PySRFunction(X=>exp(x0) + exp(x0))
8,0.14993322,0.26969239082529406,(exp(x0) + exp(x0)) - sin(x0),exp(x0) + exp(x0) - sin(x0),PySRFunction(X=>exp(x0) + exp(x0) - sin(x0))
9,0.0013357489,4.720697886617301,(x0 * ((x0 * x0) + x0)) + x0,x0*(x0*x0 + x0) + x0,PySRFunction(X=>x0*(x0*x0 + x0) + x0)
15,0.0011627905,0.023111564768907078,x0 + ((x0 / 0.9993921) * ((x0 * x0) + x0)),x0*(x0*x0 + x0)/0.9993921 + x0,PySRFunction(X=>x0*(x0*x0 + x0)/0.9993921 + x0)
16,0.00023703647,1.5903639875636335,(((x0 * x0) + (0.64248663 + x0)) * x0) + log(x0),x0*(x0**2 + x0 + 0.64248663) + log(x0),PySRFunction(X=>x0*(x0**2 + x0 + 0.64248663) + log(x0))
17,0.00012793133,0.6167203755676883,((exp(x0) + exp(x0)) - sin(x0 / -0.32530192)) - log(x0),2*exp(x0) - log(x0) + sin(3.07406731568015*x0),PySRFunction(X=>2*exp(x0) - log(x0) + sin(3.07406731568015*x0))
20,0.00010179664,0.07617217930252614,(((x0 * x0) + (x0 + -0.11394821)) * x0) + (x0 - (cos(x0) / x0)),x0*(x0*x0 + x0 - 0.11394821) + x0 - cos(x0)/x0,PySRFunction(X=>x0*(x0*x0 + x0 - 0.11394821) + x0 - cos(x0)/x0)
22,6.016235e-05,0.2629651781495707,((x0 * 0.99216646) * (x0 + (x0 * x0))) + (log(x0) * 2.9693499),0.99216646*x0*(x0**2 + x0) + 2.9693499*log(x0),PySRFunction(X=>0.99216646*x0*(x0**2 + x0) + 2.9693499*log(x0))
23,3.54189e-05,0.5298011654068429,(x0 * ((x0 * x0) + (x0 + 0.58383703))) + (log(x0) - (cos(x0) / (x0 + x0))),x0*(x0**2 + x0 + 0.58383703) + log(x0) - cos(x0)/(2*x0),PySRFunction(X=>x0*(x0**2 + x0 + 0.58383703) + log(x0) - cos(x0)/(2*x0))
24,1.35288e-05,0.962424829518484,((log(x0) - -0.08451768) * exp(cos(-0.37455502))) + (x0 * ((x0 * x0) + x0)),x0*(x0**2 + x0) + 2.53620917069935*log(x0) + 0.214354515102233,PySRFunction(X=>x0*(x0**2 + x0) + 2.53620917069935*log(x0) + 0.214354515102233)
25,1.3026467e-05,0.03783753559759852,((log(x0) - sin(-0.08451768)) * exp(cos(-0.37455502))) + (x0 * ((x0 * x0) + x0)),x0*(x0**2 + x0) + 2.53620917069935*log(x0) + 0.214099408672314,PySRFunction(X=>x0*(x0**2 + x0) + 2.53620917069935*log(x0) + 0.214099408672314)
