Model,MSE_Train,NMSE_Train
Model_1,2060.1788894373785,3.2269581161853402
Model_2,1344.9307830420125,2.1066303165693356
Model_3,511.2192343260133,0.8007474815980187
Model_4,58.02277023020007,0.09088387919994388
Model_5,7.075117707672323,0.011082100018981774
Model_6,1.6150810576927879,0.0025297797944343822
Model_7,1.2657973636027229,0.001982679803616137
Model_8,0.8108903642766676,0.0012701369069234982
Model_9,0.5957255971249049,0.0009331138963308959
Model_10,0.17613799170699,0.00027589347935832943
Model_11,0.044950279457112656,7.040780286732372e-05
Model_12,0.02141220264278034,3.3538971522222984e-05
Model_13,0.009506919736558936,1.4891149482746878e-05
Model_14,0.0023080645011820523,3.6152333726721664e-06
Model_15,0.001208484438570724,1.8929077893786556e-06
Model_16,0.00031716451598961013,4.967901643328519e-07
Model_17,0.00023460744492261526,3.6747701978311647e-07
