Model,MSE_Train,NMSE_Train
Model_1,548.3679240250609,5.122046665239302
Model_2,264.9733784986414,2.4749916073758755
Model_3,57.96049629210877,0.5413817142503818
Model_4,9.597866542885765,0.08964915372612714
Model_5,5.070390069488125,0.047360127040722455
Model_6,4.948661379155779,0.04622311664120053
Model_7,1.8693354441371937,0.017460582500115313
Model_8,0.31683180199275285,0.002959376731824624
Model_9,0.04112874171748354,0.00038416421736202355
Model_10,0.03352605628979406,0.0003131511113146672
Model_11,0.022308783712353487,0.00020837584806324838
Model_12,0.002798609373500923,2.6140492871338605e-05
Model_13,0.0023236521973855036,2.1704141448379953e-05
Model_14,0.0006791004466920638,6.343157624556174e-06
Model_15,0.0006336455264340233,5.9185846097498325e-06
Model_16,0.000244924960236665,2.287728769045846e-06
Model_17,0.0002179230352646566,2.03551649750606e-06
Model_18,8.59365160905131e-05,8.026925470636754e-07
