complexity,loss,score,equation,sympy_format,lambda_format
1,548.3679,0.0,x0,x0,PySRFunction(X=>x0)
2,264.97336,0.7273171194271066,exp(x0),exp(x0),PySRFunction(X=>exp(x0))
4,57.960487,0.7599338864336995,exp(x0) * x2,x2*exp(x0),PySRFunction(X=>x2*exp(x0))
6,9.597874,0.8991099520743443,(x0 * x2) * exp(x4),x0*x2*exp(x4),PySRFunction(X=>x0*x2*exp(x4))
7,5.0703893,0.6381240159498036,exp(x0) + (exp(x2) * x4),x4*exp(x2) + exp(x0),PySRFunction(X=>x4*exp(x2) + exp(x0))
8,4.9486666,0.024299433109532628,exp(x0) + (exp(x2) + exp(x2)),exp(x0) + exp(x2) + exp(x2),PySRFunction(X=>exp(x0) + exp(x2) + exp(x2))
9,1.8693349,0.9735354674033302,x1 + ((exp(x2) * x4) + exp(x0)),x1 + x4*exp(x2) + exp(x0),PySRFunction(X=>x1 + x4*exp(x2) + exp(x0))
10,0.31683278,1.7749638513247985,(exp(x0) / sin(x1)) + (exp(x2) * x4),x4*exp(x2) + exp(x0)/sin(x1),PySRFunction(X=>x4*exp(x2) + exp(x0)/sin(x1))
13,0.041128367,0.6805586829116691,x2 + ((exp(x2) + exp(x0)) + ((x2 * x0) + x1)),x0*x2 + x1 + x2 + exp(x0) + exp(x2),PySRFunction(X=>x0*x2 + x1 + x2 + exp(x0) + exp(x2))
14,0.033526417,0.20436438283513345,(x4 * exp(x2)) + ((exp(x0) / sin(x1)) + cos(exp(x3))),x4*exp(x2) + exp(x0)/sin(x1) + cos(exp(x3)),PySRFunction(X=>x4*exp(x2) + exp(x0)/sin(x1) + cos(exp(x3)))
15,0.022309294,0.4073303322979845,exp(sin(x4 / x2)) + (((x2 + x0) ^ x4) / cos(sin(x4))),(x0 + x2)**x4/cos(sin(x4)) + exp(sin(x4/x2)),PySRFunction(X=>(x0 + x2)**x4/cos(sin(x4)) + exp(sin(x4/x2)))
16,0.0027984064,2.075953250640746,((x2 + x1) + (exp(x0) + exp(x2))) + (x2 / (sin(x4) / x0)),x1 + x2 + x2/((sin(x4)/x0)) + exp(x0) + exp(x2),PySRFunction(X=>x1 + x2 + x2/((sin(x4)/x0)) + exp(x0) + exp(x2))
18,0.0023236747,0.0929501286454098,((x1 + exp(x0)) + ((x0 * x2) + exp(x2))) + (x2 / (sin(x4) ^ x0)),x0*x2 + x1 + x2/(sin(x4)**x0) + exp(x0) + exp(x2),PySRFunction(X=>x0*x2 + x1 + x2/(sin(x4)**x0) + exp(x0) + exp(x2))
20,0.0006790396,0.6151128435367927,((x0 / exp(x1)) ^ x3) + ((exp(x0) + (x1 + x2)) + ((x0 * x2) + exp(x2))),x0*x2 + x1 + x2 + (x0/exp(x1))**x3 + exp(x0) + exp(x2),PySRFunction(X=>x0*x2 + x1 + x2 + (x0/exp(x1))**x3 + exp(x0) + exp(x2))
21,0.0006337442,0.06903404392872513,(((x2 * x0) + exp(x2)) + ((x2 + x1) + exp(x0))) + (exp(x2) / exp(x3 + x1)),x0*x2 + x1 + x2 + exp(x0) + exp(x2) + exp(x2)/exp(x1 + x3),PySRFunction(X=>x0*x2 + x1 + x2 + exp(x0) + exp(x2) + exp(x2)/exp(x1 + x3))
22,0.00024489453,0.9508177749282721,((exp(x0) + (x2 + x1)) + (exp(x2) + (x2 * x0))) + (exp(x0 + x2) / exp(exp(x4))),x0*x2 + x1 + x2 + exp(x0) + exp(x2) + exp(x0 + x2)/exp(exp(x4)),PySRFunction(X=>x0*x2 + x1 + x2 + exp(x0) + exp(x2) + exp(x0 + x2)/exp(exp(x4)))
24,0.00021793185,0.05832261441271987,(((x1 + x2) + exp(x0)) + (exp(x2) + (x0 * x2))) + ((x0 * x2) / (exp(x1) * (x3 + x3))),x0*x2 + x0*x2/(((x3 + x3)*exp(x1))) + x1 + x2 + exp(x0) + exp(x2),PySRFunction(X=>x0*x2 + x0*x2/(((x3 + x3)*exp(x1))) + x1 + x2 + exp(x0) + exp(x2))
25,8.5908396e-05,0.930900833462267,(((x2 + x1) + exp(x0)) + ((x2 * x0) + exp(x2))) + (((x0 ^ x2) + sin(x1)) / exp(x4 + x4)),x0*x2 + x1 + x2 + (x0**x2 + sin(x1))/exp(x4 + x4) + exp(x0) + exp(x2),PySRFunction(X=>x0*x2 + x1 + x2 + (x0**x2 + sin(x1))/exp(x4 + x4) + exp(x0) + exp(x2))
