complexity,loss,score,equation,sympy_format,lambda_format
1,2889.8574,0.0,x0,x0,PySRFunction(X=>x0)
2,1.4711572,7.582913135341514,sin(x0),sin(x0),PySRFunction(X=>sin(x0))
3,0.5570241,0.9711960744734023,cos(log(x0)),cos(log(x0)),PySRFunction(X=>cos(log(x0)))
5,0.30756044,0.2969684428588198,-0.9806185,-0.980618500000000,PySRFunction(X=>-0.980618500000000)
6,0.29733172,0.033823202889910906,(log(x0) - x0) / x0,(-x0 + log(x0))/x0,PySRFunction(X=>(-x0 + log(x0))/x0)
7,0.2889928,0.028446643580934166,(exp(cos(x0)) - x0) / x0,(-x0 + exp(cos(x0)))/x0,PySRFunction(X=>(-x0 + exp(cos(x0)))/x0)
9,0.28899276,6.920588115239705e-08,(exp(cos(x0)) - exp(log(x0))) / x0,(-x0 + exp(cos(x0)))/x0,PySRFunction(X=>(-x0 + exp(cos(x0)))/x0)
10,0.28757888,0.004904448071970722,(exp(cos(x0)) - (x0 - cos(x0))) / x0,(-(x0 - cos(x0)) + exp(cos(x0)))/x0,PySRFunction(X=>(-(x0 - cos(x0)) + exp(cos(x0)))/x0)
11,0.27717358,0.03685323529541529,(log(x0) - cos(x0)) * -0.26417372,-0.26417372*log(x0) + 0.26417372*cos(x0),PySRFunction(X=>-0.26417372*log(x0) + 0.26417372*cos(x0))
12,0.27074233,0.023476395764821703,-0.9920851 + sin((x0 * x0) - x0),sin(-x0 + x0*x0) - 0.9920851,PySRFunction(X=>sin(-x0 + x0*x0) - 0.9920851)
13,0.068975076,1.3674223348120675,-0.99208915 + (sin(x0 * x0) * cos(x0)),sin(x0*x0)*cos(x0) - 0.99208915,PySRFunction(X=>sin(x0*x0)*cos(x0) - 0.99208915)
15,0.06802331,0.0069473906989823446,(sin(x0 * x0) * cos(x0)) + (((x0 / x0) - x0) / x0),sin(x0*x0)*cos(x0) + (-x0 + x0/x0)/x0,PySRFunction(X=>sin(x0*x0)*cos(x0) + (-x0 + x0/x0)/x0)
17,0.06631332,0.01272982928139194,((0.5578967 - x0) / x0) + (sin(x0 * x0) * cos(x0)),sin(x0*x0)*cos(x0) + (0.5578967 - x0)/x0,PySRFunction(X=>sin(x0*x0)*cos(x0) + (0.5578967 - x0)/x0)
18,0.06614475,0.0025452596584648562,((log(x0) / x0) + -1.1105868) + (cos(x0) * sin(x0 * x0)),sin(x0**2)*cos(x0) - 1.1105868 + log(x0)/x0,PySRFunction(X=>sin(x0**2)*cos(x0) - 1.1105868 + log(x0)/x0)
20,0.06603864,0.0008027485358986043,(-1.0513364 + (log(x0) / (x0 + x0))) + (sin(x0 * x0) * cos(x0)),sin(x0**2)*cos(x0) - 1.0513364 + log(x0)/(2*x0),PySRFunction(X=>sin(x0**2)*cos(x0) - 1.0513364 + log(x0)/(2*x0))
21,0.06573959,0.004538693733593561,(-1.0284164 + (0.7214122 / x0)) + (sin(x0 * x0) * cos(x0)),sin(x0*x0)*cos(x0) - 1.0284164 + 0.7214122/x0,PySRFunction(X=>sin(x0*x0)*cos(x0) - 1.0284164 + 0.7214122/x0)
22,0.06571343,0.00039801292272087,(cos(x0) * sin(x0 * x0)) + (-1.0293511 + sin(0.7441648 / x0)),sin(0.7441648/x0) + sin(x0*x0)*cos(x0) - 1.0293511,PySRFunction(X=>sin(0.7441648/x0) + sin(x0*x0)*cos(x0) - 1.0293511)
23,0.06568071,0.0004980435303483125,((0.5578967 - x0) / x0) + (sin(x0 * x0) * (cos(x0) - 0.031885237)),(cos(x0) - 1*0.031885237)*sin(x0*x0) + (0.5578967 - x0)/x0,PySRFunction(X=>(cos(x0) - 1*0.031885237)*sin(x0*x0) + (0.5578967 - x0)/x0)
24,0.06527603,0.006180381217998057,(cos(x0) * sin(x0 * x0)) + (((0.4068945 ^ x0) / sin(x0)) + -0.99503356),0.4068945**x0/sin(x0) + sin(x0*x0)*cos(x0) - 0.99503356,PySRFunction(X=>0.4068945**x0/sin(x0) + sin(x0*x0)*cos(x0) - 0.99503356)
25,0.065250285,0.0003944798462110837,(sin(-1.584659) + ((0.40541837 ^ x0) / sin(x0))) + (sin(x0 * x0) * cos(x0)),0.40541837**x0/sin(x0) + sin(x0*x0)*cos(x0) + sin(-1.584659),PySRFunction(X=>0.40541837**x0/sin(x0) + sin(x0*x0)*cos(x0) + sin(-1.584659))
29,0.06514565,0.0004012204155695311,((cos(x0) + (0.61291015 ^ x0)) * sin(x0 * x0)) + (-1.0296698 + (0.7264414 / x0)),(0.61291015**x0 + cos(x0))*sin(x0*x0) - 1.0296698 + 0.7264414/x0,PySRFunction(X=>(0.61291015**x0 + cos(x0))*sin(x0*x0) - 1.0296698 + 0.7264414/x0)
30,0.064654335,0.007570376012918635,(-0.99503356 + ((0.4068945 ^ x0) / sin(x0))) + ((-0.03517996 + cos(x0)) * sin(x0 * x0)),0.4068945**x0/sin(x0) + (cos(x0) - 0.03517996)*sin(x0*x0) - 0.99503356,PySRFunction(X=>0.4068945**x0/sin(x0) + (cos(x0) - 0.03517996)*sin(x0*x0) - 0.99503356)
32,0.0644631,0.0014810946316710894,(((0.40368584 ^ x0) / sin(x0)) + -0.9924178) + (((-0.00073902 * x0) + cos(x0)) * sin(x0 * x0)),0.40368584**x0/sin(x0) + (-0.00073902*x0 + cos(x0))*sin(x0*x0) - 0.9924178,PySRFunction(X=>0.40368584**x0/sin(x0) + (-0.00073902*x0 + cos(x0))*sin(x0*x0) - 0.9924178)
36,0.063945614,0.002015006557478087,(sin(x0 * x0) * cos(x0)) + (((0.020280655 * 0.42959034) / cos(x0)) + ((0.714793 / x0) + -1.0265605)),sin(x0*x0)*cos(x0) - 1.0265605 + 0.020280655*0.42959034/cos(x0) + 0.714793/x0,PySRFunction(X=>sin(x0*x0)*cos(x0) - 1.0265605 + 0.020280655*0.42959034/cos(x0) + 0.714793/x0)
