Model,MSE_Train,NMSE_Train
Model_1,1339140949206917.5,1.609290104418182
Model_2,1338814121237649.0,1.6088973444050538
Model_3,1309954821545354.5,1.5742161665628311
Model_4,1044049729504754.4,1.254669196104814
Model_5,167251703249.77765,0.00020099192033994377
Model_6,22790279.967136748,2.738783549988066e-08
Model_7,656381.8949107068,7.887958984635902e-10
Model_8,3578.8103975394815,4.300775181104018e-12
Model_9,3563.7104823594154,4.282629112095206e-12
Model_10,2009.9698421354492,2.4154474396763113e-12
Model_11,844.7158801683579,1.0151230964932478e-12
Model_12,838.1923388147894,1.0072835404313725e-12
