Model,MSE_Train,NMSE_Train
Model_1,2194.5749971009423,388.49140608974926
Model_2,56.69556899571828,10.036449584680968
Model_3,13.142067096173736,2.3264550684587633
Model_4,0.004168472269020769,0.0007379176629539987
Model_5,0.00018983561811720056,3.360537065522565e-05
Model_6,0.00018983561811719953,3.360537065522547e-05
Model_7,7.562433607086847e-05,1.3387286692678972e-05
Model_8,7.071284560025386e-05,1.2517837327108846e-05
Model_9,7.027855650055109e-05,1.2440957938974078e-05
Model_10,7.016776966778582e-05,1.2421346063101042e-05
Model_11,6.897642825487207e-05,1.2210450604414414e-05
Model_12,6.851196518581001e-05,1.2128229713802316e-05
