complexity,loss,score,equation,sympy_format,lambda_format
1,738.2053,0.0,x3,x3,PySRFunction(X=>x3)
2,295.0718,0.9170032536404137,exp(x3),exp(x3),PySRFunction(X=>exp(x3))
3,265.90765,0.10406964850634297,x3 ^ x3,x3**x3,PySRFunction(X=>x3**x3)
4,53.48247,1.6037951313923575,exp(x3) * x0,x0*exp(x3),PySRFunction(X=>x0*exp(x3))
5,3.405257,2.754033522664562,(x1 + x4) ^ x3,(x1 + x4)**x3,PySRFunction(X=>(x1 + x4)**x3)
8,0.54436845,0.6111497925290935,(exp(x0) * (x3 + x3)) + x4,x4 + (x3 + x3)*exp(x0),PySRFunction(X=>x4 + (x3 + x3)*exp(x0))
9,0.3612737,0.409990472576398,((x3 ^ x3) + (x1 ^ x1)) * x0,x0*(x1**x1 + x3**x3),PySRFunction(X=>x0*(x1**x1 + x3**x3))
11,0.2749811,0.13646673738950413,(sin(x1) + x2) + ((exp(x0) * x4) * x3),x2 + x3*x4*exp(x0) + sin(x1),PySRFunction(X=>x2 + x3*x4*exp(x0) + sin(x1))
12,0.12891352,0.7575605760774877,((x4 ^ x4) + ((x3 + x3) * exp(x0))) - x0,-x0 + x4**x4 + (x3 + x3)*exp(x0),PySRFunction(X=>-x0 + x4**x4 + (x3 + x3)*exp(x0))
13,0.009258549,2.6335944510388205,(x0 * ((x3 ^ x3) + (x1 * x1))) + cos(exp(x2)),x0*(x1*x1 + x3**x3) + cos(exp(x2)),PySRFunction(X=>x0*(x1*x1 + x3**x3) + cos(exp(x2)))
16,0.0038388493,0.29345822689395745,cos(exp(x3) * log(x3)) + (x0 * ((x3 ^ x3) + (x1 * x1))),x0*(x1**2 + x3**x3) + cos(exp(x3)*log(x3)),PySRFunction(X=>x0*(x1**2 + x3**x3) + cos(exp(x3)*log(x3)))
17,0.0010689778,1.2784697954785962,cos(exp(x4) * (x0 - x3)) + (((x1 * x1) + (x3 ^ x3)) * x0),x0*(x1*x1 + x3**x3) + cos((x0 - x3)*exp(x4)),PySRFunction(X=>x0*(x1*x1 + x3**x3) + cos((x0 - x3)*exp(x4)))
23,0.00083930726,0.0403135471034126,((x4 ^ x3) / (sin(x0) - cos(0.7649438))) - (((x1 ^ x1) / x0) - sin(exp(x3))),x4**x3/(sin(x0) - cos(0.7649438)) - (-sin(exp(x3)) + x1**x1/x0),PySRFunction(X=>x4**x3/(sin(x0) - cos(0.7649438)) - (-sin(exp(x3)) + x1**x1/x0))
