complexity,loss,score,equation,sympy_format,lambda_format
1,3.235526,0.0,x4,x4,PySRFunction(X=>x4)
2,0.62752944,1.640156204077234,sin(x3),sin(x3),PySRFunction(X=>sin(x3))
4,0.15377605,0.7031466315054601,sin(x0 ^ x0),sin(x0**x0),PySRFunction(X=>sin(x0**x0))
6,0.1181553,0.1317487311856323,(x1 - x3) / log(x0),(x1 - x3)/log(x0),PySRFunction(X=>(x1 - x3)/log(x0))
7,0.013957551,2.1359792087126865,sin(x1 - x3) / log(x0),sin(x1 - x3)/log(x0),PySRFunction(X=>sin(x1 - x3)/log(x0))
9,0.004160834,0.6051525585981867,(x1 / exp(x0)) + sin(x0 ^ x0),x1/exp(x0) + sin(x0**x0),PySRFunction(X=>x1/exp(x0) + sin(x0**x0))
10,0.0030059319,0.3251278985652762,sin(x0 ^ x0) + (sin(sin(x0)) / x0),sin(x0**x0) + sin(sin(x0))/x0,PySRFunction(X=>sin(x0**x0) + sin(sin(x0))/x0)
11,0.00038300714,2.060289284061149,sin(x0 ^ x0) + (exp(sin(x0)) / exp(x0)),sin(x0**x0) + exp(sin(x0))/exp(x0),PySRFunction(X=>sin(x0**x0) + exp(sin(x0))/exp(x0))
13,0.00016790275,0.41233434427913185,sin(x0 ^ x0) - ((log(x0) - x0) / (x0 ^ x0)),sin(x0**x0) - (-x0 + log(x0))/x0**x0,PySRFunction(X=>sin(x0**x0) - (-x0 + log(x0))/x0**x0)
14,6.548797e-05,0.9415184810955185,sin(x0 ^ x0) + (exp(sin(x0)) / (exp(x0) * sin(x4))),sin(x0**x0) + exp(sin(x0))/((exp(x0)*sin(x4))),PySRFunction(X=>sin(x0**x0) + exp(sin(x0))/((exp(x0)*sin(x4))))
15,3.5285073e-05,0.6184064483323044,sin(x0 ^ x0) + ((sin(x0) + x4) / (exp(x0) / sin(x4))),sin(x0**x0) + (x4 + sin(x0))/((exp(x0)/sin(x4))),PySRFunction(X=>sin(x0**x0) + (x4 + sin(x0))/((exp(x0)/sin(x4))))
19,9.317077e-06,0.33290276510537425,((sin(x0) / x0) + sin(x0 ^ x0)) - ((sin(x0) / (x4 ^ x4)) / exp(x2)),sin(x0**x0) - sin(x0)/((x4**x4)*exp(x2)) + sin(x0)/x0,PySRFunction(X=>sin(x0**x0) - sin(x0)/((x4**x4)*exp(x2)) + sin(x0)/x0)
20,3.1170728e-06,1.094954596593665,(sin(x0 ^ x0) + (sin(x0) / x0)) - ((log(x1) / exp(x2)) / (x2 + log(x1))),sin(x0**x0) - exp(-x2)*log(x1)/(x2 + log(x1)) + sin(x0)/x0,PySRFunction(X=>sin(x0**x0) - exp(-x2)*log(x1)/(x2 + log(x1)) + sin(x0)/x0)
24,2.1881397e-06,0.0884606563796268,(exp(sin(x0)) / (exp(x0) * sin(x4))) + (sin(x0 ^ x0) + ((-0.0053123576 / x2) * x1)),-0.0053123576*x1/x2 + sin(x0**x0) + exp(sin(x0))/((exp(x0)*sin(x4))),PySRFunction(X=>-0.0053123576*x1/x2 + sin(x0**x0) + exp(sin(x0))/((exp(x0)*sin(x4))))
25,1.8702981e-06,0.15695390085827923,(sin(x0 ^ x0) - ((0.016562117 / x2) * log(x1))) + (exp(sin(x0)) / (exp(x0) * sin(x4))),sin(x0**x0) + exp(-x0)*exp(sin(x0))/sin(x4) - 0.016562117*log(x1)/x2,PySRFunction(X=>sin(x0**x0) + exp(-x0)*exp(sin(x0))/sin(x4) - 0.016562117*log(x1)/x2)
