Model,MSE_Train,NMSE_Train
Model_1,4.605766562199974,15.71904445211491
Model_2,0.522153633079505,1.7820608270883687
Model_3,0.34877634338848285,1.1903405809935226
Model_4,0.10093561629824886,0.3444836853902411
Model_5,0.09573183671448651,0.326723679212877
Model_6,0.25632083268097633,0.8747986917059124
Model_7,0.004700751856386442,0.016043220252483986
Model_8,0.00189683262560154,0.006473709849899655
Model_9,0.001794090514955528,0.006123060770633825
Model_10,0.0004898757092209128,0.0016718993342938141
Model_11,0.00025003870044117593,0.000853358370187681
Model_12,0.00021180372878030872,0.0007228660382281893
Model_13,0.0001674321615525591,0.0005714300876120022
Model_14,5.518797733553741e-05,0.00018835133245338745
Model_15,2.7327134481260035e-05,9.326491819738867e-05
Model_16,2.826980019935861e-06,9.648214688802351e-06
Model_17,2.3771352056051138e-06,8.112937002118893e-06
