complexity,loss,score,equation,sympy_format,lambda_format
1,4.605767,0.0,x0,x0,PySRFunction(X=>x0)
2,0.5221536,2.1771026954368664,sin(x4),sin(x4),PySRFunction(X=>sin(x4))
3,0.34877637,0.4035308542920262,x4 - x0,-x0 + x4,PySRFunction(X=>-x0 + x4)
4,0.10093558,1.239948451616055,cos(x4 * x4),cos(x4*x4),PySRFunction(X=>cos(x4*x4))
5,0.09573182,0.05293175098266286,sin(cos(x4 * x4)),sin(cos(x4*x4)),PySRFunction(X=>sin(cos(x4*x4)))
7,0.026946913,0.6338409976209715,cos(sin(x2) * exp(exp(x0))),cos(exp(exp(x0))*sin(x2)),PySRFunction(X=>cos(exp(exp(x0))*sin(x2)))
9,0.0047007604,0.8730722312378584,(sin(x4) / x4) + cos(x4 * x3),cos(x3*x4) + sin(x4)/x4,PySRFunction(X=>cos(x3*x4) + sin(x4)/x4)
10,0.00189682,0.9075454830762117,sin(cos(x3 * x3)) + (sin(x4) / x4),sin(cos(x3*x3)) + sin(x4)/x4,PySRFunction(X=>sin(cos(x3*x3)) + sin(x4)/x4)
11,0.0017940806,0.05568610962407584,sin(cos(x3 * x3)) + sin(sin(x4) / x4),sin(sin(x4)/x4) + sin(cos(x3*x3)),PySRFunction(X=>sin(sin(x4)/x4) + sin(cos(x3*x3)))
12,0.0004898733,1.2981011829050164,((sin(x4) / x4) + cos(x4 * x3)) * log(x4),(cos(x3*x4) + sin(x4)/x4)*log(x4),PySRFunction(X=>(cos(x3*x4) + sin(x4)/x4)*log(x4))
13,0.00025003846,0.672532040210658,cos(x4 * x2) - (sin(x4) / (x4 - (x0 * x0))),cos(x2*x4) - sin(x4)/(-x0*x0 + x4),PySRFunction(X=>cos(x2*x4) - sin(x4)/(-x0*x0 + x4))
14,0.00021180403,0.16595328565947468,((sin(x4) / x4) + cos(x4 * x3)) * cos(exp(cos(x4))),(cos(x3*x4) + sin(x4)/x4)*cos(exp(cos(x4))),PySRFunction(X=>(cos(x3*x4) + sin(x4)/x4)*cos(exp(cos(x4))))
16,0.00016743004,0.11754793399818891,log(x0) * (cos(x4 * x4) - (sin(x4) * -0.44667068)),(0.44667068*sin(x4) + cos(x4**2))*log(x0),PySRFunction(X=>(0.44667068*sin(x4) + cos(x4**2))*log(x0))
17,5.518814e-05,1.1098175172483067,cos((x1 * x1) - log(0.8964137)) + (exp(cos(x0)) ^ x0),exp(cos(x0))**x0 + cos(x1**2 + 0.10935325381651),PySRFunction(X=>exp(cos(x0))**x0 + cos(x1**2 + 0.10935325381651))
19,2.7326687e-05,0.3514421523171001,sin(log(x4) * 1.2755795) * (cos(x4 * x3) + (sin(x4) / x4)),(cos(x3*x4) + sin(x4)/x4)*sin(1.2755795*log(x4)),PySRFunction(X=>(cos(x3*x4) + sin(x4)/x4)*sin(1.2755795*log(x4)))
24,2.827219e-06,0.45371404550018146,(0.16931643 + cos(2.1116257 ^ x0)) * cos(sin(1.5309503 ^ x1)),(cos(2.1116257**x0) + 0.16931643)*cos(sin(1.5309503**x1)),PySRFunction(X=>(cos(2.1116257**x0) + 0.16931643)*cos(sin(1.5309503**x1)))
25,2.3774835e-06,0.17325096764058598,cos(sin(1.5308053 ^ x1)) * (sin(0.16947074) + cos(2.1116054 ^ x0)),(cos(2.1116054**x0) + sin(0.16947074))*cos(sin(1.5308053**x1)),PySRFunction(X=>(cos(2.1116054**x0) + sin(0.16947074))*cos(sin(1.5308053**x1)))
