Complexity,Loss,MSE,NMSE,Absolute Error
1,0.4308803372532773,0.35679186278274916,0.3212828076191106,0.3135513459549656
3,0.3145615045076284,0.3064994743532614,0.275995676823935,0.403366278367166
5,0.230807907771892,0.20104899619485134,0.18103996392377594,0.2951362543912609
7,0.0511879150554227,0.060130055904164835,0.05414572247391012,0.20545580116750886
8,0.0270249087057345,0.02921108552161094,0.026303905859253466,0.14901597525528318
9,0.001634713727377,0.001799550948648826,0.0016204539440059307,0.03497587669931625
11,0.001634713727377,0.001799550948648827,0.0016204539440059316,0.034975876699316254
12,0.0012857919320748,0.001779691723667887,0.0016025711719346947,0.03395513127015692
15,0.0012819707979337,0.0017625304377192445,0.0015871178314663008,0.033828579557044214
17,0.0012808764132187,0.0017521153346397342,0.001577739272401278,0.03376713930209671
19,0.0011983093593852,0.0016392142592547287,0.0014760744692860843,0.0328364225715954
24,0.000950049805517,0.0014876902817489665,0.0013396306374818014,0.03002180290499589
27,0.0009445718825932,0.00147748949217521,0.0013304450627642979,0.029961797508764564
29,0.0009372895600108,0.0014648976213992048,0.0013191063748117775,0.0298970703450483
