Complexity,Loss,MSE,NMSE,Absolute Error
1,1.0348867755385966,0.9705192939525265,1.5810588338380638,0.8676858784179895
3,0.6363218763768187,0.6138413531371025,1.0,0.7623680703219047
4,0.037021973836216,0.03277496576310411,0.0533932189410246,0.15210751209340861
8,0.0241745099674845,0.0232210029327019,0.037828997368829026,0.11999940646427185
12,0.0038118122519947,0.004273480480618675,0.006961864753455582,0.05633760502774863
13,0.003793772040404,0.004165517987713748,0.006785984630109097,0.05548734037109933
15,0.0037648062596978,0.004364181285793517,0.007109624112956707,0.05633359868561481
16,0.0037596310462091,0.0041666008039554295,0.006787748630263449,0.05373372066347935
17,0.0036452791813665,0.004074304354756408,0.0066373898303433545,0.05518211386373005
19,0.0034101232120404,0.0036818721437580242,0.005998084236165288,0.048924549458436814
20,0.0024933256120414,0.0029955734950779978,0.004880045112257094,0.04353455912249782
22,0.0023200456398644,0.0029412799316249198,0.004791596259511014,0.04389689178933956
26,0.0022920738261371,0.0029709396533551414,0.0048399144798111655,0.044836608929216634
27,0.0021058333860127,0.0027233623945981003,0.0044365899766773,0.03741073904038158
29,0.0021051477521683,0.002723922629750104,0.00443750264759649,0.037289205207763396
