gamma1,lambda1,delta,epsilon,NRow,NCol,FValue
0.001,0.05,1,1,0.0,0.0001708206756058,-7.01385825141409e-10
0.001,0.05,1,1,0.0001708206756058,0.0,7.01762578186245e-10
0.001,0.05,1,1,0.0,0.0001708206756058,-7.01390797593404e-10
0.001,0.05,1,1,0.0001708206756058,0.0,7.01762578186245e-10
0.001,0.05,1,1,0.0,0.0001708206756058,-7.01390797593404e-10
0.001,0.05,1,1,0.0,0.0001708206756058,-7.01390797593404e-10
0.001,0.05,1,1,0.0,0.0001708206756058,-7.01390797593404e-10
0.001,0.05,1,1,0.0001708206756058,0.0,7.01762578186245e-10
0.001,0.05,1,1,0.0001708206756058,0.0,7.01762578186245e-10
0.001,0.05,1,1,0.0001708206756058,0.0,7.01762578186245e-10
0.001,0.05,1,1,0.0001708206756058,0.0,7.01762578186245e-10
0.001,0.05,1,1,0.0001708206756058,0.0,7.01762578186245e-10
0.001,0.05,1,1,3.71187484949259e-06,1.33216449823785e-05,-3.94635165369262e-11
0.001,0.05,1,1,2.17587785039034e-05,2.08940069314588e-05,3.55985268542566e-12
0.001,0.05,1,1,4.03763590936534e-06,2.74279612436655e-06,5.3178479371828696e-12
0.001,0.05,1,1,9.00178668897324e-05,2.36718985886748e-06,3.60002620738121e-10
0.001,0.05,1,1,4.03763590936534e-06,9.00178668897324e-05,-3.53060141283094e-10
0.001,0.05,1,1,0.0,1.68169214778023e-05,-6.906116859806829e-11
0.001,0.05,1,1,2.21378677723948e-05,2.08940069314588e-05,5.116793969867919e-12
0.001,0.05,1,1,2.80037119036039e-06,1.27297309511264e-06,6.27277478087424e-12
0.001,0.05,1,1,2.21378677723948e-05,3.71187484949259e-06,7.567480192886049e-11
0.001,0.05,1,1,1.97142201911282e-06,6.29500311654355e-06,-1.77556545896476e-11
0.001,0.05,1,1,1.33216449823785e-05,2.74279612436655e-06,4.34462996159903e-11
0.001,0.05,1,1,4.03763590936534e-06,3.37242887849273e-05,-1.21909616598712e-10
0.001,0.05,1,1,0.0,6.29500311654355e-06,-2.5851978302099796e-11
0.001,0.05,1,1,4.64329106373874e-06,3.42590217237862e-06,2.6215790534861e-12
0.001,0.05,1,1,2.43101665002781e-05,1.56432805414344e-05,3.56000948141547e-11
0.001,0.05,1,1,1.24568579879978e-05,9.05810609827442e-06,1.3960137689007799e-11
0.001,0.05,1,1,7.93354597378876e-06,4.64329106373874e-06,1.3532234458574e-11
0.001,0.05,1,1,7.29305913488026e-06,3.41264656199359e-06,1.59422896205715e-11
0.001,0.05,1,1,5.90833074397428e-06,1.09578520899223e-05,-2.0735903473818798e-11
0.001,0.05,1,1,1.75644689985271e-06,7.61740579390392e-06,-2.40692268132328e-11
0.001,0.05,1,1,2.43101665002781e-05,2.79125591994603e-06,8.795552827850249e-11
0.001,0.05,1,1,2.43101665002781e-05,2.08699439175497e-05,1.4137814065537099e-11
0.001,0.05,1,1,1.75644689985271e-06,9.55036464868958e-07,3.2953103704675598e-12
0.001,0.05,1,1,2.08699439175497e-05,4.35346436860989e-06,6.78351280535612e-11
0.001,0.05,1,1,5.41904499306881e-05,3.9661974871804e-06,2.06501332619003e-10
0.001,0.05,1,1,3.9661974871804e-06,1.80970975406598e-06,8.61401456165988e-12
0.001,0.05,1,1,2.43101665002781e-05,5.45790095446685e-06,7.742643603419449e-11
0.001,0.05,1,1,4.94443743725049e-06,6.97005900175326e-06,-8.30885614347631e-12
0.001,0.05,1,1,6.49309452321166e-06,7.95687681673813e-06,-6.0103554864970694e-12
0.001,0.05,1,1,1.15966837026731e-05,3.86184096849382e-05,-1.10962269665339e-10
0.001,0.05,1,1,4.94443743725049e-06,6.49309452321166e-06,-6.35889534583212e-12
0.001,0.05,1,1,1.02659392672934e-05,5.56954941034322e-06,1.9288257237360098e-11
0.001,0.05,1,1,1.01028674327038e-05,2.29583756656415e-06,3.0717022669516697e-11
0.001,0.05,1,1,3.86184096849382e-05,4.94443743725049e-06,1.38314194112614e-10
0.001,0.05,1,1,3.86184096849382e-05,6.97005900175326e-06,1.2985635405158002e-10
