Model,MSE_Train,NMSE_Train
Model_1,2.8306415878159976,1.4778420741136578
Model_2,1.3141618873910588,0.6861072548861904
Model_3,0.5403778032310185,0.2821243978641855
Model_4,0.3254255853963348,0.16990057100900363
Model_5,0.07113366689279821,0.03713798535026555
Model_6,0.018528124180956444,0.009673298656700156
Model_7,0.003836952514683758,0.00200322424675139
Model_8,0.002086271743028643,0.0010892160184295943
Model_9,0.0011479003240946674,0.0005993042012587277
Model_10,0.0007716167348425065,0.00040285131143017166
Model_11,0.000519664323233208,0.00027131015265071984
Model_12,0.00020787016700218324,0.00010852637793182455
Model_13,6.115525676705021e-05,3.1928383972236646e-05
Model_14,3.658015427449929e-05,1.9098034628302683e-05
