Model,MSE_Train,NMSE_Train
Model_1,3463.223428371207,2942.0113986833135
Model_2,0.5789224631683649,0.49179515004499225
Model_3,0.5789224631683649,0.49179515004499225
Model_4,0.5599783726838057,0.47570212824146585
Model_5,0.05806224412342389,0.04932392829318112
Model_6,0.05775976017574465,0.04906696790919297
Model_7,0.05689884514817184,0.048335619823572
Model_8,0.056050475542955266,0.04761492908545884
Model_9,0.055157625531349244,0.04685645220235031
Model_10,0.05452178642911169,0.046316306316529936
Model_11,0.054521700036559616,0.0463162329259797
Model_12,0.05345055891375455,0.04540629758450709
Model_13,0.051018085569292194,0.0433399093036426
Model_14,0.048047944048357216,0.040816771426164404
Model_15,0.047943152013793525,0.04072775049911362
Model_16,0.04738840249905026,0.040256490290367486
Model_17,0.04518653850944261,0.038386004862627505
