complexity,loss,score,equation,sympy_format,lambda_format
1,3463.2231,0.0,x0,x0,PySRFunction(X=>x0)
2,0.5789225,8.696541628073293,sin(x0),sin(x0),PySRFunction(X=>sin(x0))
4,0.57892174,6.563922622390499e-07,sin(exp(log(x0))),sin(x0),PySRFunction(X=>sin(x0))
6,0.55997884,0.016634153530252046,(x0 - x1) + sin(x0),x0 - x1 + sin(x0),PySRFunction(X=>x0 - x1 + sin(x0))
7,0.05805639,2.266484217695816,sin(x1 * x1) + sin(x1),sin(x1) + sin(x1*x1),PySRFunction(X=>sin(x1) + sin(x1*x1))
11,0.05775389,0.0013060182911171885,sin(x1) + (sin(x1 * x1) / (x1 / x0)),sin(x1) + sin(x1*x1)/((x1/x0)),PySRFunction(X=>sin(x1) + sin(x1*x1)/((x1/x0)))
12,0.05689639,0.014958811960855875,(sin(x1) + sin(x1 * x1)) * exp(x1 - x0),(sin(x1) + sin(x1*x1))*exp(-x0 + x1),PySRFunction(X=>(sin(x1) + sin(x1*x1))*exp(-x0 + x1))
13,0.056046456,0.01505097622034473,sin(x1 * x1) + (sin(x1) * 1.0617653),sin(x1)*1.0617653 + sin(x1*x1),PySRFunction(X=>sin(x1)*1.0617653 + sin(x1*x1))
14,0.0551574,0.015990002050853033,(sin(x1 * x1) + sin(x1)) / (cos(x1 - x0) ^ x0),(sin(x1) + sin(x1*x1))/(cos(-x0 + x1)**x0),PySRFunction(X=>(sin(x1) + sin(x1*x1))/(cos(-x0 + x1)**x0))
15,0.0545197,0.011628811963344674,(sin(x1 * x1) + sin(x1)) / (0.9991307 ^ x0),(sin(x1) + sin(x1*x1))/(0.9991307**x0),PySRFunction(X=>(sin(x1) + sin(x1*x1))/(0.9991307**x0))
16,0.054519624,1.3939925011484338e-06,(sin(x1 * x1) + sin(x1)) / (cos(0.041771945) ^ x0),(sin(x1) + sin(x1*x1))/(cos(0.041771945)**x0),PySRFunction(X=>(sin(x1) + sin(x1*x1))/(cos(0.041771945)**x0))
17,0.053444557,0.019915911456396318,(sin(x1 * x1) + sin(x1)) - (log(x0 / x1) / cos(x1 + x1)),-log(x0/x1)/cos(2*x1) + sin(x1) + sin(x1**2),PySRFunction(X=>-log(x0/x1)/cos(2*x1) + sin(x1) + sin(x1**2))
18,0.051011927,0.04658533066863534,(sin(x1 * x1) + sin(x1)) - (sin(x1 * 5.4729342) / x0),sin(x1) + sin(x1*x1) - sin(x1*5.4729342)/x0,PySRFunction(X=>sin(x1) + sin(x1*x1) - sin(x1*5.4729342)/x0)
21,0.048041087,0.02000094806482645,(sin(x1) + sin(x1 * x1)) - (sin(x1 * 5.472035) / (x0 / log(x1))),sin(x1) + sin(x1**2) - log(x1)*sin(5.472035*x1)/x0,PySRFunction(X=>sin(x1) + sin(x1**2) - log(x1)*sin(5.472035*x1)/x0)
25,0.047935214,0.0005515582588686329,(((x0 - x1) + sin(x1)) + sin(x1 * x1)) - (sin(x1 * 5.4729457) / (x0 / log(x0))),x0 - x1 + sin(x1) + sin(x1**2) - log(x0)*sin(5.4729457*x1)/x0,PySRFunction(X=>x0 - x1 + sin(x1) + sin(x1**2) - log(x0)*sin(5.4729457*x1)/x0)
27,0.047380883,0.0058157778926756325,((sin(x1) + -0.025885455) + sin(x1 * x1)) - (sin(x1 * 5.4725194) / (x0 / log(x0))),sin(x1) + sin(x1**2) - 0.025885455 - log(x0)*sin(5.4725194*x1)/x0,PySRFunction(X=>sin(x1) + sin(x1**2) - 0.025885455 - log(x0)*sin(5.4725194*x1)/x0)
29,0.045177933,0.02380503772560799,(sin(x1 * x1) + (sin(x1) + (x0 * -0.00084479805))) - (sin(5.472035 * x1) / (x1 / log(x1))),-0.00084479805*x0 + sin(x1) + sin(x1**2) - log(x1)*sin(5.472035*x1)/x1,PySRFunction(X=>-0.00084479805*x0 + sin(x1) + sin(x1**2) - log(x1)*sin(5.472035*x1)/x1)
