complexity,loss,equation,score,sympy_format,lambda_format
1,1.469,x4,0.0,x4,PySRFunction(X=>x4)
3,0.998,x2 - x2,0.1932919499312067,-x2 + x2,PySRFunction(X=>-x2 + x2)
5,0.9976,0.01514,0.00020044097281859567,0.0151400000000000,PySRFunction(X=>0.0151400000000000)
6,0.8438,x0 / (x0 - exp(x0)),0.1674368946755884,x0/(x0 - exp(x0)),PySRFunction(X=>x0/(x0 - exp(x0)))
7,0.7593,x5 * -0.4832,0.10551854347105023,x5*(-0.4832),PySRFunction(X=>x5*(-0.4832))
9,0.618,(x5 + x0) * -0.4402,0.10295424938074861,(x0 + x5)*(-0.4402),PySRFunction(X=>(x0 + x5)*(-0.4402))
11,0.53,((x0 + x5) - x4) * -0.4065,0.07680572545576161,(x0 - x4 + x5)*(-0.4065),PySRFunction(X=>(x0 - x4 + x5)*(-0.4065))
13,0.5293,(((x0 - x5) - x4) * -0.4065) - x5,0.000660813841112874,-x5 + (x0 - x4 - x5)*(-0.4065),PySRFunction(X=>-x5 + (x0 - x4 - x5)*(-0.4065))
14,0.489,((x5 + x0) - (x4 / exp(x0))) * -0.3643,0.0791928893890699,(x0 - x4/exp(x0) + x5)*(-0.3643),PySRFunction(X=>(x0 - x4/exp(x0) + x5)*(-0.3643))
16,0.4478,-0.328 * ((x5 + x0) - ((x4 - x0) / exp(x0))),0.0440078926551088,-0.328*(x0 + x5 - (-x0 + x4)/exp(x0)),PySRFunction(X=>-0.328*(x0 + x5 - (-x0 + x4)/exp(x0)))
18,0.4163,((x5 + (x5 + x0)) + ((x0 - x4) / exp(x0))) * -0.2708,0.03647027498186233,(x0 + x5 + x5 + (x0 - x4)/exp(x0))*(-0.2708),PySRFunction(X=>(x0 + x5 + x5 + (x0 - x4)/exp(x0))*(-0.2708))
