Model,MSE_Train,NMSE_Train,RMSE_Train,MSE_Test,NMSE_Test,RMSE_Test,MSE_Validation,NMSE_Validation,RMSE_Validation
Model_1,9.421333957018787e-12,1.470455474488818,3.069419156293058e-06,1.0340405912541939e-11,1.5725326470823677,3.2156501539411806e-06,9.655886164094073e-12,1.3037598716027343,3.1073921806064444e-06
Model_2,6.407085505458078e-12,1.0,2.5312221367272526e-06,6.575638306605102e-12,1.0,2.5643007441805848e-06,7.406184508673308e-12,1.0,2.721430599643009e-06
Model_3,6.41012761592512e-12,1.0004748041,2.5318229827389433e-06,6.5787604466331956e-12,1.0004748041,2.5649094421895668e-06,7.409700995443382e-12,1.0004748041,2.7220765961749466e-06
Model_4,4.800928367310138e-12,0.7493154825576022,2.1911020896594795e-06,4.8647323445023046e-12,0.7398114247883395,2.2056138248801183e-06,5.759469083155588e-12,0.7776567106059445,2.399889389775201e-06
Model_5,4.5985262171976145e-12,0.7177251206153273,2.14441745404145e-06,4.533604156899394e-12,0.6894546119340956,2.1292261873505582e-06,6.09032108239908e-12,0.822329105528868,2.4678575895701683e-06
Model_6,4.54147667158611e-12,0.7088209869709573,2.131074065251161e-06,4.5083123884783636e-12,0.6856083285404933,2.1232786883681483e-06,5.470799404284311e-12,0.7386798692197734,2.338974006756875e-06
Model_7,3.576892517986307e-12,0.558271387971835,1.8912674369285552e-06,3.4080978884542716e-12,0.5182915679882976,1.8461034338449923e-06,4.441134400125618e-12,0.5996521413859796,2.1073999146164967e-06
Model_8,3.4592192981175153e-12,0.5399052806725726,1.859897657968716e-06,3.2125461721704065e-12,0.48855274915949465,1.7923577132286976e-06,4.371438613561081e-12,0.5902416566103279,2.0907985588193524e-06
Model_9,3.300087447091701e-12,0.5150684260855294,1.8166142813188773e-06,3.1264880427338024e-12,0.47546533080952846,1.7681877849181636e-06,4.440303028433173e-12,0.5995398876753851,2.1072026548087805e-06
Model_10,2.8761617499355146e-12,0.44890328800596857,1.6959250425462544e-06,3.66756853719845e-12,0.5577509537765252,1.9150896942959226e-06,4.495369023706625e-12,0.6069750245139239,2.1202285310094816e-06
Model_11,2.7959626178721944e-12,0.43638603160366213,1.6721132192145944e-06,2.728981783518648e-12,0.41501397374266136,1.6519630091254005e-06,3.3115494376060116e-12,0.44713299185672317,1.8197663140101292e-06
Model_12,2.5034448917360352e-12,0.3907306823989467,1.5822278254840657e-06,2.5575151353208482e-12,0.3889379275547856,1.599223291263871e-06,3.2562975282960837e-12,0.4396727524790486,1.8045214125346597e-06
Model_13,2.1012945193206785e-12,0.32796417615008017,1.449584257406474e-06,2.7214808101006567e-12,0.413873252025888,1.6496911256658492e-06,2.747524282257568e-12,0.3709770231945977,1.6575657701151916e-06
Model_14,2.068968048220747e-12,0.32291875088263317,1.438390784251883e-06,5.884691886671565e-12,0.8949232929616134,2.425838388407514e-06,3.941658571588946e-12,0.5322117707130992,1.985361068317032e-06
