Model,MSE_Train,NMSE_Train
Model_1,3430.069313699835,3304.119352352312
Model_2,0.5294673546039268,0.5100256504433748
Model_3,0.518735727152697,0.49968808151955724
Model_4,0.31104089242784944,0.2996196688909612
Model_5,0.009451651640238007,0.009104593009672268
Model_6,0.009451651640238007,0.009104593009672268
Model_7,0.009126442036808364,0.008791324895826584
Model_8,0.009081469994810283,0.008748004198577939
Model_9,0.00888358639434573,0.008557386757934202
Model_10,0.008839460977035283,0.008514881597853689
Model_11,0.008758831590964503,0.008437212871504427
