Model,MSE_Train,NMSE_Train
Model_1,0.9338693420062122,3.94505883314718
Model_2,0.2929843301115629,1.237689650457164
Model_3,0.03768031456271424,0.15917757561465307
Model_4,0.028979086745292326,0.12241991143584768
Model_5,0.013005603593740556,0.05494116685282038
Model_6,0.012528718535675259,0.05292660279541728
Model_7,0.009852598375296262,0.04162154008226936
Model_8,0.006035792587033123,0.02549773912629514
Model_9,0.004706659455968152,0.019882918976110196
Model_10,0.0014777964972758765,0.006242837046826811
Model_11,0.0013083536276882676,0.005527038744738471
Model_12,0.00032877973564321357,0.0013889045736019314
Model_13,0.00025012641207215367,0.0010566396892619024
Model_14,0.00017815682156634052,0.0007526097185028292
Model_15,0.00017815700497990987,0.0007526104933192723
Model_16,7.504440171438107e-05,0.0003170192729804755
Model_17,5.0505303941417655e-06,2.1335575168024673e-05
Model_18,5.050533550652524e-06,2.1335588502460324e-05
