Model,MSE_Train,NMSE_Train
Model_1,11170.240792859395,3.1403568908894286
Model_2,9245.853731132664,2.5993423969229985
Model_3,3035.5484378436254,0.8534019660976938
Model_4,965.5181311363656,0.27144191182799104
Model_5,528.2470872826785,0.1485092766935584
Model_6,261.4047001401382,0.07349027354188575
Model_7,23.237009111258345,0.006532759950246412
Model_8,0.0009108410907116862,2.560702270223381e-07
Model_9,0.00062929914750545,1.7691864937798736e-07
Model_10,0.00022218804423085938,6.246505950164143e-08
