Complexity,Loss,Equation
1,3782.709,"x0"
2,0.6433698,"sin(x0)"
6,0.6372365,"sin(x0) / cos(cos(x0))"
7,0.551323,"sin(sin(x0 * x0) + x0)"
9,0.22459325,"sin((x0 * x0) + x0) + sin(x0)"
14,0.22287989,"sin((x0 * x0) + x0) + (sin(x0) + (sin(x0) / x0))"
15,0.21646412,"sin(x0 / 0.9977487) + sin(x0 + (x0 * x0))"
16,0.21183184,"log(sin(x0) - -1.3079154) + sin(x0 + (x0 * x0))"
21,0.21097767,"sin(x0 + (x0 * x0)) + (sin(0.122850634 + x0) + 0.07734856)"
22,0.21097764,"(sin(x0 - -0.122682646) - sin(-0.07738238)) + sin(x0 + (x0 * x0))"
23,0.21066062,"(sin(x0 - -0.116937876) - (-0.00129873 * x0)) + sin(x0 + (x0 * x0))"
25,0.21059433,"sin(x0 + (x0 * x0)) + (((x0 * 1.6464599e-5) * x0) + sin(x0 / 0.99828553))"
27,0.20881328,"(0.07850081 + sin(x0 / 0.9980683)) + sin((x0 * x0) + (0.9988191 * x0))"
29,0.20881191,"(((x0 * 0.07850081) / x0) + sin(x0 / 0.99808383)) + sin((0.9988191 + x0) * x0)"
31,0.20826805,"sin((x0 * x0) + (x0 * 0.99883795)) + (sin(x0 / 0.9983631) + ((1.7247676e-5 * x0) * x0))"
37,0.20766792,"(sin(x0 / 0.99808383) + ((1.0592859 ^ x0) * (0.07850081 / x0))) + sin((x0 * x0) + (0.9988191 * x0))"
