Complexity,Loss,Equation
1,1400.9215648830127,"x0"
3,0.0123523689117541,"41.92742882743487 + -2.4681011272334246"
5,0.0006335612095571977,"(1.1594843556423489 ^ x0) + 38.10408792437529"
6,0.00018337119856243637,"40.328066754631315 + sin(-2.183396098631105 / x0)"
8,0.00018198344519517858,"sin(-2.1551851415148264 / (x0 + -0.024246397466813126)) + 40.327083315420225"
10,3.2186500002159435e-6,"(0.15082261644955194 * cos(x0 / -0.46095057049107285)) + (-1.0468572631746353 / -0.026511861381544297)"
12,3.2186499639845573e-6,"(0.15082261644955194 * cos(x0 / -0.46095057049107285)) + (-0.8937512324797509 / (0.5173257445512909 * -0.0437527454225707))"
13,3.218649952689763e-6,"(sin(0.15140064704319314) * cos(x0 / -0.46095057049107285)) + (-0.8937512324797509 / (0.5173257445512909 * -0.0437527454225707))"
14,1.1361828882933728e-6,"((-1.0472274351169815 / -0.02651957908653361) - (0.019242619030900812 ^ x0)) + (0.14980849308532473 * cos(x0 / -0.4627892182221619))"
15,9.674553782163902e-7,"((-1.0472274351169815 / -0.02651957908653361) - (0.019242619030900812 ^ x0)) + (sin(0.14980849308532473) * cos(x0 / 0.462779160589716))"
16,8.25901667219935e-7,"((-1.047690831126337 / -0.026531332046526513) - ((0.024122524411720157 / x0) ^ x0)) + (0.149280474784702 * cos(x0 / -0.4627711492642421))"
18,6.202731726698429e-7,"((-1.3411928529999404 / (0.7164061150809158 * -0.04740907578930245)) - ((0.04436979591292092 ^ x0) ^ x0)) + (cos(x0 / 0.4627056305810503) * 0.1496047023025532)"
19,5.562836470437883e-7,"((-0.8990323438522978 / (0.5142741676548885 * -0.04427030148538909)) - ((0.001189001120474886 ^ x0) / 0.034124210259249756)) + (sin(0.15034859012965826) * cos(x0 / 0.46248487648369696))"
20,1.7214544507903501e-7,"((-0.9016064654495044 / (-0.044538523788296626 * 0.5127698865117001)) - (0.024071949644119753 ^ x0)) + (((1.1162861027337918 ^ x0) * 0.11649237733584465) * cos(x0 / 0.456329582847227))"
21,1.686565434710908e-7,"((-0.9000236175205176 / (-0.0444783111544324 * 0.5125609056187127)) - (sin(0.024423283840744863) ^ x0)) + (((1.1163738499264908 ^ x0) * 0.1164642498787025) * cos(x0 / -0.4563200094258643))"
22,1.425183205284123e-7,"((-0.9010851873968009 / (0.5114992642363964 * -0.04462395788045894)) - ((0.01400635370256386 ^ x0) / 0.5752085989693518)) + (cos(x0 / 0.45594211337730556) * ((1.1163796333319815 ^ x0) * 0.11686952466763348))"
23,1.4075686164614192e-7,"((-0.9010851873968009 / (0.5114992642363964 * -0.04462395788045894)) - ((0.01400635370256386 ^ x0) / sin(0.6188696124004709))) + (cos(x0 / 0.45594211337730556) * ((1.1163796333319815 ^ x0) * 0.11686952466763348))"
24,1.3141123813924586e-7,"((-0.9007085783645765 / (-0.044570613464291045 * 0.5118971205200815)) - ((0.012118597674562765 ^ x0) / sin(40.32806675704997))) + (cos(x0 / 0.45598719616977035) * (sin(0.11719134650006517) * (1.1164505980648172 ^ x0)))"
27,1.1327084336266312e-7,"(((0.001321254796045992 + 0.11586265509311255) * (1.11587390410309 ^ x0)) * cos(x0 / 0.4559706274502894)) + ((cos(2.9629048214135683) / (0.4886501605279271 * -0.051012903505513324)) - ((0.006805243760147224 ^ x0) * (1.0605262606258439 + 2.962813630315405)))"
