Model,MSE_Train,NMSE_Train
Model_1,52.413428885122215,90.18611791418691
Model_2,4.406375095864455,7.581909301159466
Model_3,2.03646549587886,3.504081325075012
Model_4,0.3200237604904633,0.5506546931358455
Model_5,0.1036673426573034,0.17837709509968425
Model_6,3.1310510950964674e-05,5.387499907258846e-05
Model_7,3.1310510950964674e-05,5.387499907258846e-05
Model_8,1.1186842312497037e-05,1.9248843308716505e-05
Model_9,3.881356752092274e-06,6.678526956868891e-06
Model_10,3.6286069608195545e-06,6.243628440145863e-06
Model_11,1.790127857034173e-06,3.080215994832222e-06
Model_12,1.6419427984310234e-06,2.825238683624524e-06
Model_13,1.2241521569097786e-07,2.1063596318024803e-07
