x1,x2,x3,x4,x5,y,Model_1_Y_pred,Model_2_Y_pred,Model_3_Y_pred,Model_4_Y_pred,Model_5_Y_pred,Model_6_Y_pred,Model_7_Y_pred,Model_8_Y_pred,Model_9_Y_pred,Model_10_Y_pred,Model_11_Y_pred,Model_12_Y_pred,Model_1_Residuals,Model_2_Residuals,Model_3_Residuals,Model_4_Residuals,Model_5_Residuals,Model_6_Residuals,Model_7_Residuals,Model_8_Residuals,Model_9_Residuals,Model_10_Residuals,Model_11_Residuals,Model_12_Residuals
2.809,2.8191,2.8291,2.8392,2.8492,14.143980784653182,2.8492,16.761758299121542,16.761758299121542,16.610234756835048,13.47742247376,14.15593228945,14.15546946532895,14.146781134340202,14.147082110466481,14.131840456012718,14.133098705303016,14.143490921262817,11.294780784653183,2.6177775144683597,2.6177775144683597,2.4662539721818657,0.6665583108931816,0.011951504796817503,0.011488680675768137,0.0028003496870194766,0.0031013258132990273,0.01214032864046466,0.010882079350166052,0.000489863390365386
2.1558,2.1658,2.1759,2.1859,2.196,10.911296739776416,2.196,8.72157638780113,8.72157638780113,11.562253193904787,10.35415614688,10.8778450791,10.882341111582233,10.891099427819114,10.891420648750756,10.90751589155965,10.904213692495626,10.908055083337642,8.715296739776417,2.1897203519752857,2.1897203519752857,0.6509564541283712,0.5571405928964168,0.03345166067641614,0.028955628194182736,0.020197311957302233,0.019876091025659903,0.003780848216766941,0.0070830472807905664,0.0032416564387744984
1.9045,1.9146,1.9246,1.9347,1.9447,9.573036180420829,1.9447,6.78422456436323,6.78422456436323,10.678692866667328,9.15323084256,9.6172512367,9.600979226047905,9.586653343603775,9.587039537185259,9.569177343902581,9.574076495148054,9.574688380690182,7.6283361804208285,2.7888116160575986,2.7888116160575986,1.1056566862464994,0.4198053378608293,0.044215056279170994,0.027943045627075946,0.013617163182946257,0.014003356764430208,0.003858836518247699,0.0010403147272253221,0.001652200269353088
2.5075,2.5176,2.5276,2.5377,2.5477,12.662959486732918,2.5477,12.398803797325034,12.398803797325034,13.779889397785164,12.03602526336,12.6430386052,12.653300092028974,12.665937109776843,12.665023048216081,12.682739570965108,12.678596442977868,12.665038352001805,10.115259486732917,0.26415568940788425,0.26415568940788425,1.116929911052246,0.6269342233729187,0.0199208815329186,0.009659394703943391,0.002977623043925348,0.0020635614831636673,0.01978008423219002,0.01563695624495054,0.002078865268886787
