Model,MSE_Train,NMSE_Train
Model_1,4.555075482584581,16.164109521399038
Model_2,0.5135489902891857,1.822376414040939
Model_3,0.3410540181127337,1.2102619424342491
Model_4,0.10423721945840718,0.3698954798825366
Model_5,0.09870901482692387,0.3502781309578819
Model_6,0.03851797942854869,0.13668463682028462
Model_7,0.024505553826949505,0.08696023972726691
Model_8,0.006000078016143792,0.021291835571264003
Model_9,0.0009082956037728252,0.0032231715310365536
Model_10,5.1955467286318865e-05,0.00018436881379076662
Model_11,5.402326781901642e-06,1.917065965359091e-05
Model_12,4.333825364504868e-06,1.537898287444527e-05
Model_13,6.960457628833677e-07,2.469983205803788e-06
Model_14,3.1071061895922243e-07,1.1025855649419084e-06
