Model,MSE_Train,NMSE_Train
Model_1,0.03911991454123027,0.29370394123294674
Model_2,0.03455944925679907,0.2594649444559524
Model_3,0.027691200037323498,0.20789960008373937
Model_4,0.025737433020480583,0.19323113570115702
Model_5,0.01739218811177725,0.13057682397823397
Model_6,0.003984281136683841,0.029913129579841043
Model_7,0.002525610257845309,0.018961740981456605
Model_8,0.0007234897442595445,0.005431806071730809
Model_9,0.00040990583419514115,0.003077485225858717
Model_10,0.00014618543198284786,0.0010975289191634573
Model_11,6.560779968382529e-05,0.0004925693107650426
Model_12,6.44106326021566e-05,0.00048358123667735877
Model_13,5.721287964610415e-05,0.00042954204881089124
Model_14,4.610379046858401e-05,0.0003461373861675937
Model_15,1.030624991643659e-05,7.737711739116595e-05
Model_16,6.28575746042515e-06,4.719212098010901e-05
Model_17,5.025000166357966e-06,3.772662519495201e-05
Model_18,2.1254813961765925e-06,1.595765917168436e-05
