Model,MSE_Train,NMSE_Train
Model_1,90.65057527867293,31.959356435332293
Model_2,4.994409117251108,1.7608062681501184
Model_3,0.8693074290493992,0.30647909173730736
Model_4,0.24784589162707693,0.0873794255269998
Model_5,0.0016849074881546834,0.0005940233562661651
Model_6,0.0011167498405239141,0.000393716268128318
Model_7,0.001093694647680125,0.00038558803371265254
Model_8,0.00042522610034737614,0.00014991578889412118
Model_9,0.00019321896810665215,6.812040467260451e-05
Model_10,0.0001327686079629077,4.6808299365616365e-05
Model_11,5.285798955302376e-05,1.863537350300296e-05
Model_12,5.285109889094815e-05,1.8632944162376354e-05
Model_13,2.5356286201357812e-05,8.939497472512405e-06
Model_14,2.5352309983933725e-05,8.938095635298134e-06
