Model,MSE_Train,NMSE_Train
Model_1,10.829441602756921,25.99392821628144
Model_2,0.26792855313531405,0.643109389455362
Model_3,0.18913507424126577,0.4539812599162022
Model_4,0.014280357488319923,0.03427716784212823
Model_5,0.009233735003923434,0.022163750788318323
Model_6,0.005723281622058935,0.01373760320268861
Model_7,0.003595901989061217,0.008631250031640158
Model_8,0.0007160601671656519,0.0017187605110778707
Model_9,0.00041005912812049354,0.0009842656650072817
Model_10,2.7847692012345853e-05,6.68428653767108e-05
Model_11,1.64551725640425e-05,3.949738039192652e-05
Model_12,1.5249010287779247e-05,3.660222690419804e-05
Model_13,1.537059931118948e-06,3.6894077256446003e-06
Model_14,1.537041452508072e-06,3.689363371401578e-06
Model_15,6.421179985784351e-08,1.541276990420353e-07
