Model,MSE_Train,NMSE_Train
Model_1,0.12395252845124602,1.7020983732063892
Model_2,0.09876653694990321,1.3562479440327146
Model_3,0.07282336344505516,1.0
Model_4,0.016580287453406256,0.22767813334955334
Model_5,0.01032666609005907,0.14180430017971477
Model_6,0.006558704406846552,0.0900631898414725
Model_7,0.0015067483920568204,0.020690453183938064
Model_8,0.0011703430886311598,0.016070983723708084
Model_9,0.0009936932930830868,0.013645254023907082
Model_10,0.000937859141553902,0.01287854744942551
Model_11,0.00026090093373340293,0.0035826542663090714
Model_12,0.00023991067945032508,0.0032944190998722054
Model_13,5.5391281581504816e-05,0.0007606251477700181
Model_14,3.245335204148551e-05,0.0004456447835723956
Model_15,2.8272100279183587e-05,0.00038822843304284806
Model_16,4.404613878814465e-06,6.048352713257639e-05
Model_17,1.909604326661193e-06,2.622241319713253e-05
Model_18,2.54738633478071e-07,3.498034441519169e-06
