Model,MSE_Train,NMSE_Train,RMSE_Train,MSE_Test,NMSE_Test,RMSE_Test,MSE_Validation,NMSE_Validation,RMSE_Validation
Model_1,8.034760087643695e-17,1.616038915834891,8.963682327951887e-09,1.144444549193831e-16,1.5310149354501255,1.0697871513501324e-08,8.729228190389507e-17,1.6071133333475949,9.343033870424267e-09
Model_2,4.97188527387208e-17,1.0,7.051159673324722e-09,7.4750710962683e-17,1.0,8.645849348831092e-09,5.431619543723556e-17,1.0,7.369952200471558e-09
Model_3,4.9726596469922396e-17,1.0001557504,7.051708762415135e-09,7.476235341581572e-17,1.0001557503999998,8.646522619863763e-09,5.432465520640138e-17,1.0001557503999998,7.37052611462719e-09
Model_4,4.078191389659426e-17,0.8202505015734907,6.386071867478024e-09,6.215666038098871e-17,0.8315193204251732,7.88394954201184e-09,4.578709984211719e-17,0.8429732508608033,6.766616572713219e-09
Model_5,3.8918334800835064e-17,0.782768158496257,6.238456123179441e-09,5.700836277391864e-17,0.7626464289065867,7.550388253190603e-09,4.338770841055108e-17,0.7987987387792511,6.586934674835563e-09
Model_6,3.220882684448053e-17,0.6478191887037742,5.675282093824106e-09,4.790153328643775e-17,0.6408170928347573,6.92109335917655e-09,3.627357173710321e-17,0.6678223952378753,6.022754497495578e-09
Model_7,3.141906707481467e-17,0.6319346755631321,5.605271364957692e-09,4.443252181921644e-17,0.5944093540648464,6.665772409797415e-09,3.65430879279289e-17,0.6727843810444314,6.0450879173035104e-09
Model_8,3.1194779563841145e-17,0.6274235595856138,5.585228693960628e-09,4.52820407108849e-17,0.6057740471992376,6.729193169384046e-09,3.562790003338046e-17,0.6559351174466896,5.968911126275919e-09
Model_9,2.452432312063701e-17,0.4932600365804014,4.952203865011719e-09,3.902367517749475e-17,0.522050889883524,6.24689324204398e-09,2.9611047469213247e-17,0.5451605590349188,5.4416033913923976e-09
Model_10,2.3417326505038738e-17,0.47099490867377636,4.839145224627872e-09,3.4122240363458945e-17,0.456480479235755,5.841424514915771e-09,2.8644711197602075e-17,0.5273696172387872,5.352075410305994e-09
Model_11,2.3115350265031798e-17,0.4649212319219441,4.807842579060987e-09,3.112480327665726e-17,0.4163813678266601,5.578960770309938e-09,2.831501572929949e-17,0.5212996878991382,5.321185556743863e-09
Model_12,2.036042174964937e-17,0.4095110934406734,4.512252403140739e-09,7.617533810518168e-17,1.019058375822136,8.727848423591102e-09,3.483784153896551e-17,0.6413895755865663,5.9023589808622716e-09
Model_13,2.0580716984552e-17,0.41394191239098804,4.536597511853129e-09,2.957142378640895e-17,0.3956005689520676,5.4379613630853386e-09,2.4610330269028076e-17,0.45309377932160677,4.960879989379714e-09
Model_14,1.668262811318259e-17,0.3355392812632268,4.084437306800362e-09,5.556507664954965e-16,7.433384369720417,2.3572245682062127e-08,7.145137663564422e-17,1.3154709393850867,8.452891613858787e-09
Model_15,1.5834144229762263e-17,0.3184736444538011,3.979214021608069e-09,4.766067692914308e-16,6.3759496485506615,2.1831325413071713e-08,7.465667484321035e-17,1.3744827715239922,8.64040941409667e-09
Model_16,1.4242837850717367e-17,0.2864675483476133,3.773968448558807e-09,9.333792341703979e-17,1.24865599557489,9.661155387273295e-09,3.0775856718066537e-17,0.5666055302718913,5.547599185058933e-09
Model_17,1.1379045610167016e-17,0.2288678234384333,3.3732840986443786e-09,4.489877068220095e-16,6.006467377228731,2.1189330022962254e-08,9.067250342521821e-17,1.6693456287820039,9.522211057586268e-09
Model_18,1.1195561746131815e-17,0.22517739508121767,3.3459769494322306e-09,1.2553728952173277e-16,1.6794126491238779,1.1204342440399293e-08,3.7779216688973e-17,0.6955423955020622,6.14648002428813e-09
Model_19,1.0139052521382403e-17,0.20392772485448277,3.184187890401947e-09,1.5988665573172433e-16,2.1389315723236777,1.2644629521331351e-08,3.957591718687922e-17,0.7286209365052215,6.2909392928941235e-09
Model_20,9.900754595122044e-18,0.19913481606568498,3.14654645526203e-09,1.3257537398273807e-16,1.7735667296719393,1.1514138004329203e-08,3.288098007661596e-17,0.6053623566954571,5.734193934339504e-09
Model_21,9.587132586377338e-18,0.1928269068628554,3.096309510752654e-09,8.403072470447248e-17,1.1241461602475225,9.16682740671343e-09,3.3540257083804063e-17,0.6175001178527151,5.791395089596639e-09
Model_22,8.652622706422894e-18,0.17403102102724655,2.9415340736464185e-09,1.3524255457073396e-16,1.8092477359613295,1.1629383241201313e-08,2.9969064011383063e-17,0.5517518995971186,5.474400790167182e-09
Model_23,8.550825325206271e-18,0.17198356064533504,2.9241794276696278e-09,9.870610156904986e-17,1.320470404867799,9.935094441878741e-09,2.6592383794160156e-17,0.48958480210361327,5.156780370944661e-09
Model_24,7.248518240906694e-18,0.14579013476032168,2.6923072337507645e-09,1.0309200502137476e-16,1.3791441404863731,1.0153423315383573e-08,2.905950940603639e-17,0.535006348881997,5.390687285127602e-09
Model_25,7.187029927528132e-18,0.14455341448236816,2.6808636532893897e-09,1.4336294399094996e-16,1.9178806749078212,1.197342657683881e-08,3.056566277489249e-17,0.5627357094664753,5.528622140722993e-09
