complexity,loss,score,equation,sympy_format,lambda_format
1,1403798100000000.0,0.0,x0,x0,PySRFunction(X=>x0)
3,1403454000000000.0,0.00012257538313832956,x0 * x0,x0*x0,PySRFunction(X=>x0*x0)
5,1373111000000000.0,0.010928686347256886,x0 * (x0 * x0),x0*x0*x0,PySRFunction(X=>x0*x0*x0)
6,1098734640000000.0,0.2229197779859716,(x0 ^ log(x0)) / x0,x0**log(x0)/x0,PySRFunction(X=>x0**log(x0)/x0)
7,176339400000.0,8.737259201226395,x0 * (x0 * (x0 * x0)),x0*x0*x0*x0,PySRFunction(X=>x0*x0*x0*x0)
9,24117336.0,4.448617454059689,x0 * (((x0 * x0) + x0) * x0),x0*x0*(x0*x0 + x0),PySRFunction(X=>x0*x0*(x0*x0 + x0))
11,24116862.0,9.827052582367657e-06,(((x0 * x0) * x0) + (x0 * x0)) * x0,x0*(x0*x0*x0 + x0*x0),PySRFunction(X=>x0*(x0*x0*x0 + x0*x0))
12,24082868.0,0.0014105475543672375,(((x0 * x0) + x0) * (x0 * x0)) + log(x0),x0**2*(x0**2 + x0) + log(x0),PySRFunction(X=>x0**2*(x0**2 + x0) + log(x0))
13,669436.06,3.582820338857716,(x0 * ((x0 - -1.0116762) * x0)) * x0,x0*x0*x0*(x0 - 1*(-1.0116762)),PySRFunction(X=>x0*x0*x0*(x0 - 1*(-1.0116762)))
14,607640.1,0.0968528905523007,((x0 * x0) + sin(x0 / x0)) * ((x0 * x0) + x0),(x0*x0 + x0)*(x0*x0 + sin(x0/x0)),PySRFunction(X=>(x0*x0 + x0)*(x0*x0 + sin(x0/x0)))
15,3858.3848,5.05933411560248,(x0 * ((x0 * x0) * x0)) + (x0 * ((x0 * x0) + x0)),x0*(x0*x0 + x0) + x0*x0*x0*x0,PySRFunction(X=>x0*(x0*x0 + x0) + x0*x0*x0*x0)
