Complexity,Loss,Equation
1,1.7511811099795296e16,"x0"
3,468159.74008714745,"x0 - -1.323321997826949e8"
5,30751.02810625213,"(-706649.4950897729 / x0) - -1.3236349371374501e8"
6,23484.0896086735,"(-1809.3754790368669 * sin(x0)) - -1.3233128741563344e8"
8,258.07865751537184,"(-1023.5416727020468 * sin(x0 / 0.4763941089600404)) - -1.3233201612419048e8"
10,199.0682071305332,"((x0 / -0.021941111908926024) * sin(x0 / 0.47609883283742893)) - -1.3233198439858977e8"
12,21.813318194454165,"((-1.5703321649742812 - (1.3608506327106853 ^ x0)) * sin(x0 / 0.47442904646539497)) - -1.3233180551608782e8"
13,21.625971900279893,"(sin(x0 / 0.47442359799752015) * (sin(x0) - (1.3609214482405783 ^ x0))) - -1.3233180518954034e8"
16,21.619188235518653,"(sin(x0 / 0.4744241087159303) * (sin(x0) - (1.3608887778890488 ^ x0))) - (sin(x0) + -1.3233180493056314e8)"
17,19.327977475908767,"(sin(x0 / 0.4744290303261514) * (-0.019724050819777537 - (1.3609597750457456 ^ x0))) - (-1.3233180484683359e8 + (0.4744290303261514 / sin(x0)))"
18,16.96365196229439,"(sin(x0 / 0.47442359852740135) * (sin(x0) - (1.3609214490838208 ^ x0))) - (-1.323318047100341e8 + sin(x0 / 0.1142451358629162))"
