Complexity,Loss,MSE,NMSE,Absolute Error
1,1.0765986686346354,0.9780325746620143,1.7883255034784915,0.8457894806183223
3,0.5732238377190645,0.546898521974681,1.0,0.718051029565461
4,0.0340915291577513,0.03156385157892884,0.05771427478897101,0.15574962935033526
8,0.0340915291577513,0.03156385158165743,0.05771427479396021,0.15574962937559184
10,0.0340915291577513,0.03156385157630623,0.05771427478417558,0.1557496293260599
11,0.0306147029337026,0.0283494500476983,0.051836764790179395,0.14706395641450593
12,0.0031413881248519,0.0031781318628292996,0.005811191171908914,0.0489436712645047
13,0.0030665380196831,0.0032187947451347296,0.005885542958705867,0.04840232660252279
15,0.0028052164340653,0.002973698280403112,0.005437385842013267,0.04785921334975315
17,0.0018082673626001,0.0019176267599611766,0.0035063666894494814,0.039301959461571986
18,0.0018003292656111,0.0019231112982049908,0.003516395128041729,0.03935948520933344
22,0.0018003292656111,0.0019231112982049914,0.0035163951280417303,0.03935948520933345
25,0.0017197988262418,0.002021939692414736,0.0036971021335258664,0.038573306560388695
29,0.0017197988262418,0.0020219396924147357,0.0036971021335258656,0.03857330656038868
30,0.0012806412038216,0.0014939662172842548,0.0027317064450823637,0.03307652773557062
