Model,MSE_Train,NMSE_Train
Model_1,1.7699098237411381,2.946390226489177
Model_2,0.5072193487078396,0.8443741662273301
Model_3,0.24760049790985839,0.4121835346240551
Model_4,0.16635814319501288,0.27693840704867556
Model_5,0.10306348450148897,0.1715710254668427
Model_6,0.05571658235452101,0.09275206651813579
Model_7,0.042809093801510614,0.07126481467570916
Model_8,0.021157907035983387,0.03522182298079929
Model_9,0.0181914637090377,0.030283549002822242
Model_10,0.007608481060991545,0.012665930171034645
Model_11,0.0020445223886075784,0.0034035410747077265
Model_12,0.0017956176675487843,0.002989186384080332
Model_13,0.0001724153506580509,0.0002870219133547701
Model_14,0.00014420532741304286,0.00024006034748107243
Model_15,2.9059668580078162e-05,4.8375980708653104e-05
Model_16,5.369550342449573e-06,8.938755205162891e-06
Model_17,1.0972778254445925e-06,1.8266516278210652e-06
