complexity,loss,score,equation,sympy_format,lambda_format
1,5.5088863,0.0,x0,x0,PySRFunction(X=>x0)
2,1.0434543,1.6638258276680014,sin(x4),sin(x4),PySRFunction(X=>sin(x4))
3,0.69838613,0.40151978598837124,x4 - x0,-x0 + x4,PySRFunction(X=>-x0 + x4)
4,0.09552207,1.9894148243851657,cos(x4 * x4),cos(x4*x4),PySRFunction(X=>cos(x4*x4))
5,0.072600596,0.2743841891003088,sin(exp(x4 * x3)),sin(exp(x3*x4)),PySRFunction(X=>sin(exp(x3*x4)))
6,0.063295096,0.13716527736832285,sin((x4 ^ x0) ^ x1),sin((x4**x0)**x1),PySRFunction(X=>sin((x4**x0)**x1))
7,0.025460074,0.9106963541500543,sin(exp((x4 ^ x1) * x4)),sin(exp(x4*x4**x1)),PySRFunction(X=>sin(exp(x4*x4**x1)))
8,0.021300383,0.17838644587069144,sin(x4 * ((x0 * x4) ^ x1)),sin(x4*(x0*x4)**x1),PySRFunction(X=>sin(x4*(x0*x4)**x1))
9,0.015099127,0.3440881261943609,sin(exp(x4 * x1) / (x1 ^ x4)),sin(exp(x1*x4)/(x1**x4)),PySRFunction(X=>sin(exp(x1*x4)/(x1**x4)))
10,0.007816408,0.6584118135878138,cos(x4 * x4) / cos(exp(x4 * x4)),cos(x4*x4)/cos(exp(x4*x4)),PySRFunction(X=>cos(x4*x4)/cos(exp(x4*x4)))
12,0.00481388,0.24236085111870012,cos(2.0995314 ^ x4) / cos(sin(x0)),cos(2.0995314**x4)/cos(sin(x0)),PySRFunction(X=>cos(2.0995314**x4)/cos(sin(x0)))
13,0.001999118,0.8787973284639545,x0 * (sin(x4) * cos(2.1319842 ^ x0)),x0*sin(x4)*cos(2.1319842**x0),PySRFunction(X=>x0*sin(x4)*cos(2.1319842**x0))
14,0.00064650737,1.128876764280729,sin(cos(2.1231186 ^ x1)) * (sin(x0) * x3),x3*sin(x0)*sin(cos(2.1231186**x1)),PySRFunction(X=>x3*sin(x0)*sin(cos(2.1231186**x1)))
18,3.2329375e-05,0.7489020845829156,cos(2.1059735 ^ x3) / cos(sin(x3 / -0.08277777)),cos(2.1059735**x3)/cos(sin(x3/(-0.08277777))),PySRFunction(X=>cos(2.1059735**x3)/cos(sin(x3/(-0.08277777))))
19,6.2387226e-06,1.6452008097739852,(sin(x3) + (log(x3) ^ x0)) * sin((x0 + x4) * log(0.10272396)),-(log(x3)**x0 + sin(x3))*sin(2.2757098883817*x0 + 2.2757098883817*x4),PySRFunction(X=>-(log(x3)**x0 + sin(x3))*sin(2.2757098883817*x0 + 2.2757098883817*x4))
23,3.625492e-06,0.13569636166293153,sin((x4 + x0) * log(0.102715984)) * ((log(x3) ^ x0) + (sin(x4) / (x3 / x4))),-(log(x3)**x0 + x4*sin(x4)/x3)*sin(2.27578753637799*x0 + 2.27578753637799*x4),PySRFunction(X=>-(log(x3)**x0 + x4*sin(x4)/x3)*sin(2.27578753637799*x0 + 2.27578753637799*x4))
24,1.7591965e-06,0.7231328325191467,cos((2.1180577 ^ x0) - -0.04907456) / cos(cos(x4 * -1.5523726)),cos(2.1180577**x0 - 1*(-0.04907456))/cos(cos(x4*(-1.5523726))),PySRFunction(X=>cos(2.1180577**x0 - 1*(-0.04907456))/cos(cos(x4*(-1.5523726))))
