Model,MSE_Train,NMSE_Train
Model_1,5.508886308858105,8.017491910376444
Model_2,1.0434543812105814,1.5186167568480453
Model_3,0.6983861483215204,1.0164132967280985
Model_4,0.09552218950556966,0.13902054583898235
Model_5,0.07270029370165287,0.10580614373866302
Model_6,0.0632436703241494,0.0920432165011382
Model_7,0.8901820625904544,1.29554815355421
Model_8,0.02130127763310031,0.031001333396452807
Model_9,0.015099366356341834,0.0219752307138962
Model_10,0.007895685456450944,0.011491178202785257
Model_11,0.004813933603051812,0.007006075557866692
Model_12,0.0019991058426381287,0.002909447395123274
Model_13,0.0006464872833677791,0.0009408810191323043
Model_14,3.2331242407424475e-05,4.705406136937982e-05
Model_15,6.2365361674115e-06,9.076494860783616e-06
Model_16,3.6264999288061014e-06,5.277915028929049e-06
Model_17,1.7595264162883569e-06,2.5607696397731045e-06
