Model,MSE_Train,NMSE_Train
Model_1,0.11061448824678645,0.0032147261589799032
Model_2,0.11061448824678645,0.0032147261589799032
Model_3,0.10515703334069236,0.0030561192411507317
Model_4,0.07309263072793291,0.0021242496869443377
Model_5,0.07177228066814728,0.0020858771017298787
Model_6,0.00871498939333452,0.0002532787957711209
Model_7,0.0030633521943209214,8.902846805457287e-05
Model_8,0.002538594832269027,7.377774235269338e-05
Model_9,0.0009496835458807923,2.7600114470397764e-05
Model_10,0.0009298421655240995,2.7023475682171182e-05
Model_11,0.00041565667625670063,1.2079994325299208e-05
Model_12,0.00027330582940462576,7.942932369117337e-06
Model_13,0.00016380666688925176,4.760620289535022e-06
Model_14,4.9644261876040534e-05,1.442783037065605e-06
