Complexity,Loss,MSE,NMSE,Absolute Error
1,1.0891360256741311,1.15176441514738,2.1715097724940033,0.9653338159840306
3,0.538871828307872,0.5303979884117977,1.0,0.7117594322102151
4,0.0251644009147114,0.023821244012607302,0.04491201801865175,0.1382749670006554
8,0.0251644009147114,0.0238212440126073,0.044912018018651745,0.1382749670006554
10,0.0251644009147113,0.023821244010773474,0.044912018015194295,0.1382749669822229
11,0.0230028458796084,0.02307008535483465,0.043495801000141006,0.13817501191006434
12,0.0050768572847177,0.005231071263544702,0.009862539786789935,0.06364242544200818
13,0.0047752591502999,0.004821172584912152,0.009089726375751303,0.0588691219937033
17,0.0040850118485176,0.0042494403210660125,0.008011795696643504,0.05502766007478024
18,0.003987630622732,0.0041700075418678265,0.007862034986886599,0.05562483800629906
22,0.0039544630775718,0.004236154861032673,0.007986747600075263,0.0565051824912963
24,0.0034451087751069,0.005265116034673891,0.009926727004451017,0.0570893672202226
25,0.0026976228045072,0.00272880945670967,0.005144833721712834,0.038739662342674765
27,0.0025418339313842,0.0025719714529291258,0.004849135006394977,0.03820171106669445
29,0.0024410866668637,0.002567728419483636,0.0048411352900721545,0.0387464553916574
30,0.0021141627299348,0.002527049490091554,0.004764440185111653,0.0388264871633302
