Model,MSE_Train,NMSE_Train
Model_1,3545.9931565835855,4579.749950284503
Model_2,1.0111760618369774,1.3059623395856987
Model_3,0.9588456352492642,1.238376121005867
Model_4,0.47236886055087124,0.6100776764352467
Model_5,0.20104852401286188,0.25965982651240715
Model_6,0.0009253384794632495,0.0011951006863761444
Model_7,0.0009253384794632495,0.0011951006863761444
Model_8,0.0009204442843225857,0.0011887796956233782
Model_9,0.0009204442826670014,0.0011887796934851444
Model_10,0.000887196967705367,0.0011458398505923457
Model_11,0.0008863278475540243,0.0011447173574587893
Model_12,0.0008533064724239984,0.0011020693222167346
Model_13,0.0008468935927841304,0.0010937869076956186
Model_14,0.0007903708477276612,0.0010207861918364515
