Model,MSE_Train,NMSE_Train,RMSE_Train,MSE_Test,NMSE_Test,RMSE_Test,MSE_Validation,NMSE_Validation,RMSE_Validation
Model_1,1.1775604000609113e-17,1.469046293655983,3.431559995193019e-09,1.5656864616980663e-17,1.36527500228893,3.956875613028626e-09,1.461254682062604e-17,1.2416773338377392,3.822636108842436e-09
Model_2,8.015815465762777e-18,1.0,2.831221550102142e-09,1.1467920082570468e-17,1.0,3.386431762574062e-09,1.1768392981340827e-17,1.0,3.4305091431653153e-09
Model_3,8.019187399498186e-18,1.0004206600999999,2.831816978460682e-09,1.1472744178979196e-17,1.0004206601,3.3871439560460368e-09,1.1773343474709196e-17,1.0004206601,3.4312306064601947e-09
Model_4,6.7689798377673595e-18,0.8444530524285504,2.6017263187674757e-09,9.376984067163327e-18,0.8176708592009589,3.062186158149652e-09,1.012319492400125e-17,0.860201978303402,3.181696862367823e-09
Model_5,6.113806104995256e-18,0.7627179207291634,2.4726111916343128e-09,7.349722730229959e-18,0.6408941357553096,2.711037205615216e-09,9.435089907443072e-18,0.8017313767820905,3.071659145713123e-09
Model_6,5.686873692100304e-18,0.7094566630669243,2.3847166901123294e-09,7.061872206355134e-18,0.6157936361178632,2.657418334842133e-09,7.89190524424816e-18,0.6706017768748066,2.8092535030232073e-09
Model_7,4.968478437691994e-18,0.6198344334289385,2.229008397851384e-09,5.907801817441623e-18,0.5151589629945714,2.4305970084408526e-09,7.884295141810664e-18,0.6699551208318308,2.807898705760353e-09
Model_8,4.265617229809971e-18,0.5321501284590837,2.0653370741382558e-09,5.148309942053339e-18,0.44893144571856614,2.2689887487718705e-09,6.403233457789132e-18,0.5441043197607073,2.530461115644564e-09
Model_9,4.115798650549083e-18,0.5134597556703394,2.0287431208876798e-09,4.847189962020186e-18,0.4226738525486582,2.201633475858365e-09,6.2949767207819096e-18,0.5349053800941898,2.5089792188820356e-09
Model_10,4.017112507051151e-18,0.5011483266062047,2.0042735609320277e-09,4.723583854699297e-18,0.411895428350468,2.1733807431509317e-09,6.423641298225076e-18,0.5458384427177075,2.5344903428944202e-09
Model_11,3.8676230531755094e-18,0.4824990133187242,1.9666273295099684e-09,4.608091501250609e-18,0.4018245216283136,2.146646571108204e-09,5.874039129717103e-18,0.49913689481907897,2.423641708198038e-09
Model_12,3.583619358983996e-18,0.4470685951155417,1.8930449965555482e-09,4.145030137814596e-18,0.3614456769815152,2.035934708632523e-09,5.947149393992085e-18,0.5053493202871017,2.4386777962642144e-09
Model_13,3.507943085898484e-18,0.4376277249497125,1.872950369310005e-09,4.034325679318184e-18,0.3517922736006644,2.0085630882096245e-09,5.473453831216277e-18,0.4650978124111438,2.3395413719821833e-09
Model_14,3.186324949038868e-18,0.3975047782285318,1.7850279967100988e-09,3.444483676020434e-18,0.3003581862464787,1.8559320235451604e-09,6.483288556515755e-18,0.5509068712096225,2.5462302638441314e-09
Model_15,2.6091963210263364e-18,0.3255060364314472,1.615300690591797e-09,2.9026140073607112e-18,0.25310727546595413,1.7037059627062152e-09,4.8367802647312066e-18,0.4109975144779819,2.199268120246189e-09
