gamma1,lambda1,delta,epsilon,NRow,NCol,FValue
0.008,0.05,100,1,0.000107519412299527,0,4.47167201222999e-10
0.008,0.05,100,1,0,0.000107519412299527,-4.35960934303217e-10
0.008,0.05,100,1,0.000107519412299527,0,4.47167201222999e-10
0.008,0.05,100,1,0,0.000107519412299527,-4.35960934303217e-10
0.008,0.05,100,1,0.000107519412299527,0,4.47167201222999e-10
0.008,0.05,100,1,0.000107519412299527,0,4.47167201222999e-10
0.008,0.05,100,1,0.000107519412299527,0,4.47167201222999e-10
0.008,0.05,100,1,0.000107519412299527,0,4.47167201222999e-10
0.008,0.05,100,1,0.000107519412299527,0,4.47167201222999e-10
0.008,0.05,100,1,0.000107519412299527,0,4.47167201222999e-10
0.008,0.05,100,1,0.000107519412299527,0,4.47167201222999e-10
0.008,0.05,100,1,0,0.000107519412299527,-4.34602330474242e-10
0.008,0.05,100,1,0,0.000107519412299527,-4.35960934303217e-10
0.008,0.05,100,1,0.000107519412299527,0,4.47167201222999e-10
0.008,0.05,100,1,0.000107519412299527,0,4.47167201222999e-10
0.008,0.05,100,1,0,0.000107519412299527,-4.35960934303217e-10
0.008,0.05,100,1,0.000107519412299527,0,4.47167201222999e-10
0.008,0.05,100,1,0.000107519412299527,0,4.47167201222999e-10
0.008,0.05,100,1,0,0.000107519412299527,-4.35960934303217e-10
0.008,0.05,100,1,0.000107519412299527,0,4.47167201222999e-10
0.008,0.05,100,1,0.000107519412299527,0,4.47167201222999e-10
0.008,0.05,100,1,0.000107519412299527,0,4.47167201222999e-10
0.008,0.05,100,1,0.000107519412299527,0,4.47167201222999e-10
0.008,0.05,100,1,0.000107519412299527,0,4.47167201222999e-10
0.008,0.05,100,1,0.000107519412299527,0,4.47167201222999e-10
0.008,0.05,100,1,0,0.000107519412299527,-4.35960934303217e-10
0.008,0.05,100,1,0.000107519412299527,0,4.47167201222999e-10
0.008,0.05,100,1,0,0.000107519412299527,-4.35960934303217e-10
0.008,0.05,100,1,0,0.000107519412299527,-4.35960934303217e-10
0.008,0.05,100,1,0,0.000107519412299527,-4.35960934303217e-10
0.008,0.05,100,1,1.85005497218845e-06,2.52634769780775e-06,-2.77714054275944e-12
0.008,0.05,100,1,1.49763274134007e-06,3.8876708456564e-06,-9.83301090228749e-12
0.008,0.05,100,1,6.12106969708422e-06,1.75184120756519e-06,1.79345824206193e-11
0.008,0.05,100,1,1.45531558702919e-05,1.94123087053321e-05,-1.94007789307115e-11
0.008,0.05,100,1,7.92991195560727e-05,2.52634769780775e-06,3.1780664581926e-10
0.008,0.05,100,1,2.33889212786538e-06,0,1.0052634986094e-11
0.008,0.05,100,1,2.52634769780775e-06,8.69690445126549e-06,-2.53617229725001e-11
0.008,0.05,100,1,8.69690445126549e-06,1.29640489539286e-05,-1.71761250044584e-11
0.008,0.05,100,1,1.25202183434426e-05,2.97828043097564e-07,5.01662252219487e-11
0.008,0.05,100,1,0,1.49763274134007e-06,-6.16918714586168e-12
0.008,0.05,100,1,6.12106969708422e-06,3.06810998130903e-06,1.25511418989016e-11
0.008,0.05,100,1,7.92991195560727e-05,3.32726448564136e-07,3.29675078315738e-10
0.008,0.05,100,1,2.33889212786538e-06,2.87082205615144e-07,8.41164466728048e-12
0.008,0.05,100,1,2.52634769780775e-06,2.97828043097564e-07,9.13631994805363e-12
0.008,0.05,100,1,1.72999218017101e-06,1.49763274134007e-06,9.57182135061983e-13
