gamma1,lambda1,delta,epsilon,NRow,NCol,FValue
0.002,0.05,1,1,0.000153120289156409,0,6.30215934586085e-10
0.002,0.05,1,1,0.000153120289156409,0,6.30215934586085e-10
0.002,0.05,1,1,0,0.000153120289156409,-6.28736254198267e-10
0.002,0.05,1,1,0.000153120289156409,0,6.30215934586085e-10
0.002,0.05,1,1,0,0.000153120289156409,-6.28736254198267e-10
0.002,0.05,1,1,0.000153120289156409,0,6.30215934586085e-10
0.002,0.05,1,1,0,0.000153120289156409,-6.28736254198267e-10
0.002,0.05,1,1,0,0.000153120289156409,-6.28736254198267e-10
0.002,0.05,1,1,0.000153120289156409,0,6.30215934586085e-10
0.002,0.05,1,1,0.000153120289156409,0,6.30215934586085e-10
0.002,0.05,1,1,0.000153120289156409,0,6.30215934586085e-10
0.002,0.05,1,1,0,0.000153120289156409,-6.28683244239739e-10
0.002,0.05,1,1,0,0.000153120289156409,-6.28736254198267e-10
0.002,0.05,1,1,0.000153120289156409,0,6.30215934586085e-10
0.002,0.05,1,1,0.000153120289156409,0,6.30215934586085e-10
0.002,0.05,1,1,0.000153120289156409,0,6.30215934586085e-10
0.002,0.05,1,1,0.000153120289156409,0,6.30215934586085e-10
0.002,0.05,1,1,0,0.000153120289156409,-6.28736254198267e-10
0.002,0.05,1,1,0.000153120289156409,0,6.30215934586085e-10
0.002,0.05,1,1,0.000153120289156409,0,6.30215934586085e-10
0.002,0.05,1,1,0,0.000153120289156409,-6.28736254198267e-10
0.002,0.05,1,1,0.000153120289156409,0,6.30215934586085e-10
0.002,0.05,1,1,0.000153120289156409,0,6.30215934586085e-10
0.002,0.05,1,1,0.000153120289156409,0,6.30215934586085e-10
0.002,0.05,1,1,0.000153120289156409,0,6.30215934586085e-10
0.002,0.05,1,1,0,0.000153120289156409,-6.28736254198267e-10
0.002,0.05,1,1,0,0.000153120289156409,-6.28736254198267e-10
0.002,0.05,1,1,0.000153120289156409,0,6.30215934586085e-10
0.002,0.05,1,1,0,0.000153120289156409,-6.28736254198267e-10
0.002,0.05,1,1,0.000153120289156409,0,6.30215934586085e-10
0.002,0.05,1,1,5.62701902023043e-06,2.20514858756651e-05,-6.74376795327811e-11
0.002,0.05,1,1,2.45881838546499e-06,1.1423294326718e-06,5.40663657793425e-12
0.002,0.05,1,1,1.1423294326718e-06,2.69581375822682e-06,-6.37877385048676e-12
0.002,0.05,1,1,0,3.61571197540975e-06,-1.48489038329113e-11
0.002,0.05,1,1,1.85346356356007e-05,4.20224102405985e-07,7.4394230357857e-11
0.002,0.05,1,1,4.20224102405985e-07,2.9683331101697e-05,-1.20198419392109e-10
0.002,0.05,1,1,4.69527294127853e-07,3.61571197540975e-06,-1.29206373701444e-11
0.002,0.05,1,1,0,2.50884749571962e-06,-1.03032776753594e-11
0.002,0.05,1,1,9.01739106255321e-05,2.20514858756651e-05,2.79801966671314e-10
0.002,0.05,1,1,1.18693941187988e-05,1.92871109954965e-05,-3.04577248972419e-11
0.002,0.05,1,1,1.85346356356007e-05,2.12287450491443e-06,6.7402066994732e-11
0.002,0.05,1,1,4.20224102405985e-07,3.61571197540975e-06,-1.31231170562789e-11
0.002,0.05,1,1,2.12287450491443e-06,1.1423294326718e-06,4.02696666852213e-12
0.002,0.05,1,1,0,1.26795633075516e-05,-5.20715147113604e-11
0.002,0.05,1,1,1.96057760350704e-05,9.01739106255321e-05,-2.89756759321107e-10
0.002,0.05,1,1,9.16690466309033e-06,5.62701902023043e-06,1.45386822782722e-11
0.002,0.05,1,1,5.62701902023043e-06,1.96057760350704e-05,-5.74035454299151e-11
0.002,0.05,1,1,0,2.69581375822682e-06,-1.10701630681086e-11
0.002,0.05,1,1,3.61571197540975e-06,1.18693941187988e-05,-3.38925337821942e-11
0.002,0.05,1,1,9.16690466309033e-06,1.49298743998711e-05,-2.37185070404927e-11
0.002,0.05,1,1,9.01739106255321e-05,2.45881838546499e-06,3.60267267573747e-10
0.002,0.05,1,1,4.05045434229553e-07,5.62701902023043e-06,-2.14940805535383e-11
0.002,0.05,1,1,1.49298743998711e-05,4.37548902286206e-06,4.33466493244637e-11
0.002,0.05,1,1,2.50884749571962e-06,3.61571197540975e-06,-4.54548082955711e-12
0.002,0.05,1,1,9.16690466309033e-06,3.61571197540975e-06,2.27984868754729e-11
0.002,0.05,1,1,2.69581375822682e-06,5.62701902023043e-06,-1.20375131942124e-11
0.002,0.05,1,1,3.3261328363821e-06,1.18693941187988e-05,-3.50817303846273e-11
0.002,0.05,1,1,2.50884749571962e-06,1.96057760350704e-05,-7.02096101291587e-11
0.002,0.05,1,1,2.69581375822682e-06,3.61571197540975e-06,-3.77763873915882e-12
0.002,0.05,1,1,0,8.89543893152685e-06,-3.65256135844568e-11
0.002,0.05,1,1,7.26622271100245e-06,3.67047118422164e-06,1.47619694508545e-11
0.002,0.05,1,1,5.69293273996438e-05,4.19530943717767e-06,2.16422453004839e-10
0.002,0.05,1,1,6.85801282549154e-06,1.03375104343174e-05,-1.42881734287875e-11
0.002,0.05,1,1,3.67047118422164e-06,6.85801282549154e-06,-1.30900363537109e-11
0.002,0.05,1,1,2.26708784844173e-05,1.9788421283104e-05,1.18459778139238e-11
0.002,0.05,1,1,5.69293273996438e-05,5.54821536043751e-06,2.10975817866671e-10
0.002,0.05,1,1,1.56616689978739e-06,1.05870607701685e-05,-4.34764485311239e-11
0.002,0.05,1,1,5.54821536043751e-06,1.38172922769847e-06,1.71294594556148e-11
0.002,0.05,1,1,6.85801282549154e-06,2.48713959633596e-06,1.7951606355263e-11
