gamma1,lambda1,delta,epsilon,NRow,NCol,FValue
0.002,0.05,1,100,0.000153120289156409,0,6.26908039380046e-10
0.002,0.05,1,100,0,0.000153120289156409,-6.30361837193755e-10
0.002,0.05,1,100,0.000153120289156409,0,6.26908039380046e-10
0.002,0.05,1,100,0,0.000153120289156409,-6.30361837193756e-10
0.002,0.05,1,100,0,0.000153120289156409,-6.30361837193755e-10
0.002,0.05,1,100,0.000153120289156409,0,6.26908039380046e-10
0.002,0.05,1,100,0.000153120289156409,0,6.26908039380046e-10
0.002,0.05,1,100,0,0.000153120289156409,-6.30361837193755e-10
0.002,0.05,1,100,0,0.000153120289156409,-6.30361837193755e-10
0.002,0.05,1,100,0,0.000153120289156409,-6.30361837193755e-10
0.002,0.05,1,100,0.000153120289156409,0,6.26908039380046e-10
0.002,0.05,1,100,0.000153120289156409,0,6.26908039380046e-10
0.002,0.05,1,100,0.000153120289156409,0,6.26908039380046e-10
0.002,0.05,1,100,0.000153120289156409,0,6.26908039380046e-10
0.002,0.05,1,100,0.000153120289156409,0,6.26908039380046e-10
0.002,0.05,1,100,0,0.000153120289156409,-6.33684640399371e-10
0.002,0.05,1,100,0,0.000153120289156409,-6.30361837193755e-10
0.002,0.05,1,100,0.000153120289156409,0,6.26908039380046e-10
0.002,0.05,1,100,0.000153120289156409,0,6.26908039380046e-10
0.002,0.05,1,100,0,0.000153120289156409,-6.30361837193755e-10
0.002,0.05,1,100,0,0.000153120289156409,-6.30361837193755e-10
0.002,0.05,1,100,0.000153120289156409,0,6.26908039380046e-10
0.002,0.05,1,100,0.000153120289156409,0,6.26908039380046e-10
0.002,0.05,1,100,0.000153120289156409,0,6.26908039380046e-10
0.002,0.05,1,100,0.000153120289156409,0,6.26908039380046e-10
0.002,0.05,1,100,0,0.000153120289156409,-6.30361837193756e-10
0.002,0.05,1,100,0,0.000153120289156409,-6.30361837193755e-10
0.002,0.05,1,100,0,0.000153120289156409,-6.30361837193755e-10
0.002,0.05,1,100,0,0.000153120289156409,-6.30361837193755e-10
0.002,0.05,1,100,0.000153120289156409,0,6.26908039380046e-10
0.002,0.05,1,100,1.13632997978635e-06,0,1.61558713389263e-27
0.002,0.05,1,100,5.61941864416555e-06,2.71718344715385e-06,1.13478133383013e-11
0.002,0.05,1,100,2.5035863471498e-06,1.95748333721462e-05,-6.98687484738266e-11
0.002,0.05,1,100,2.11171960012494e-06,4.67062224244602e-07,9.04052242220027e-12
0.002,0.05,1,100,1.95748333721462e-05,1.92047352381749e-05,1.49434931180392e-12
0.002,0.05,1,100,9.19040451245269e-06,0,3.6345542778317e-11
0.002,0.05,1,100,1.49483756074188e-05,1.13632997978635e-06,5.63807450331973e-11
0.002,0.05,1,100,5.61941864416555e-06,8.97939132591486e-05,-3.4537347737886e-10
0.002,0.05,1,100,2.5035863471498e-06,1.26125716324042e-05,-4.10499565569154e-11
0.002,0.05,1,100,2.20408825582344e-05,1.84364128596326e-05,1.46708319114491e-11
0.002,0.05,1,100,0,2.11171960012494e-06,-8.63492718105749e-12
0.002,0.05,1,100,8.97939132591486e-05,2.5035863471498e-06,3.59758886532161e-10
0.002,0.05,1,100,4.02918972487237e-07,2.11171960012494e-06,-3.18713472704352e-12
0.002,0.05,1,100,4.35247057527438e-06,0,1.84509710541818e-11
0.002,0.05,1,100,4.18017936249063e-07,1.75907666299505e-06,-6.39872678840396e-12
0.002,0.05,1,100,2.5035863471498e-06,8.97939132591486e-05,-3.58119985779779e-10
0.002,0.05,1,100,3.30864433871732e-06,0,1.20590560384574e-11
0.002,0.05,1,100,0,4.18017936249063e-07,-1.71149222760148e-12
0.002,0.05,1,100,0,2.44739196998523e-06,-1.00752703838551e-11
0.002,0.05,1,100,3.60364062168604e-06,1.26125716324042e-05,-3.65834116199565e-11
0.002,0.05,1,100,5.61941864416555e-06,9.19040451245269e-06,-1.40858818216322e-11
0.002,0.05,1,100,2.44739196998523e-06,1.13632997978635e-06,5.3507255750513e-12
0.002,0.05,1,100,4.18017936249063e-07,5.61941864416555e-06,-2.14021254298797e-11
0.002,0.05,1,100,1.13632997978635e-06,1.75907666299505e-06,-2.56247332774892e-12
0.002,0.05,1,100,2.5035863471498e-06,4.35247057527438e-06,-7.71718681942859e-12
0.002,0.05,1,100,1.92047352381749e-05,8.97939132591486e-05,-2.89838486632274e-10
0.002,0.05,1,100,1.18087763187272e-05,3.30864433871732e-06,3.50925947455759e-11
0.002,0.05,1,100,8.97939132591486e-05,4.35247057527438e-06,3.51544272319407e-10
0.002,0.05,1,100,1.49483756074188e-05,5.61941864416555e-06,3.83830602478524e-11
0.002,0.05,1,100,3.60364062168604e-06,4.18017936249063e-07,1.30427042472464e-11
0.002,0.05,1,100,4.05674209471266e-06,1.45623565089287e-05,-4.58080268808426e-11
0.002,0.05,1,100,1.0454911836857e-05,1.38380128274501e-06,3.70229099544864e-11
0.002,0.05,1,100,1.63312680527655e-06,3.10837816270716e-05,-1.19254263050032e-10
0.002,0.05,1,100,6.89741310032422e-06,1.94791079325081e-05,-5.26038946486698e-11
0.002,0.05,1,100,5.46882876861417e-06,1.67469761217595e-06,1.52799075797614e-11
0.002,0.05,1,100,8.17214647544741e-06,2.25522981579681e-05,-5.88762706665771e-11
0.002,0.05,1,100,1.94791079325081e-05,3.71082762913078e-06,6.46119460781698e-11
0.002,0.05,1,100,1.0454911836857e-05,7.22738321550254e-06,1.31157587714403e-11
0.002,0.05,1,100,5.66980468868088e-05,2.25522981579681e-05,1.39556024132852e-10
0.002,0.05,1,100,2.53185255507918e-05,2.25522981579681e-05,1.12851814199902e-11
0.002,0.05,1,100,3.71082762913078e-06,3.17504518536709e-05,-1.13512001287228e-10
0.002,0.05,1,100,5.66980468868088e-05,1.11119025544265e-05,1.84870559316193e-10
0.002,0.05,1,100,1.0454911836857e-05,6.8372329763038e-06,1.47695233976783e-11
0.002,0.05,1,100,2.11579610697096e-05,2.25522981579681e-05,-5.73589416351087e-12
0.002,0.05,1,100,1.0454911836857e-05,3.71082762913078e-06,2.76339707906267e-11
0.002,0.05,1,100,6.8372329763038e-06,3.17504518536709e-05,-1.00845111755006e-10
0.002,0.05,1,100,7.22738321550254e-06,1.98076604444381e-05,-5.12003961090098e-11
0.002,0.05,1,100,1.0454911836857e-05,1.94791079325081e-05,-3.94610159487948e-11
0.002,0.05,1,100,3.95208396233958e-06,7.22738321550254e-06,-1.3307672568013e-11
0.002,0.05,1,100,8.17214647544741e-06,3.17504518536709e-05,-9.5438205750814e-11
0.002,0.05,1,100,2.25522981579681e-05,2.11579610697096e-05,5.74172131130952e-12
0.002,0.05,1,100,5.46882876861417e-06,1.0454911836857e-05,-1.9673935045318e-11
