gamma1,lambda1,delta,epsilon,NRow,NCol,FValue
0.008,0.05,100,100,0,0.000107519412299527,-4.38084334519224e-10
0.008,0.05,100,100,0.000107519412299527,0,4.44276495428404e-10
0.008,0.05,100,100,0.000107519412299527,0,4.44276495428404e-10
0.008,0.05,100,100,0,0.000107519412299527,-4.38084334519224e-10
0.008,0.05,100,100,0.000107519412299527,0,4.44276495428404e-10
0.008,0.05,100,100,0.000107519412299527,0,4.44276495428404e-10
0.008,0.05,100,100,0.000107519412299527,0,4.44276495428404e-10
0.008,0.05,100,100,0.000107519412299527,0,4.44276495428404e-10
0.008,0.05,100,100,0.000107519412299527,0,4.44276495428404e-10
0.008,0.05,100,100,0,0.000107519412299527,-4.38084334519224e-10
0.008,0.05,100,100,0,0.000107519412299527,-4.38084334519224e-10
0.008,0.05,100,100,0.000107519412299527,0,4.44276495428404e-10
0.008,0.05,100,100,0.000107519412299527,0,4.44276495428404e-10
0.008,0.05,100,100,0,0.000107519412299527,-4.38084334519224e-10
0.008,0.05,100,100,0.000107519412299527,0,4.44276495428404e-10
0.008,0.05,100,100,0.000107519412299527,0,4.44276495428404e-10
0.008,0.05,100,100,0,0.000107519412299527,-4.38084334519224e-10
0.008,0.05,100,100,0.000107519412299527,0,4.44276495428404e-10
0.008,0.05,100,100,0.000107519412299527,0,4.44276495428404e-10
0.008,0.05,100,100,0,0.000107519412299527,-4.38084334519224e-10
0.008,0.05,100,100,0.000107519412299527,0,4.44276495428404e-10
0.008,0.05,100,100,0,0.000107519412299527,-4.38084334519224e-10
0.008,0.05,100,100,0.000107519412299527,0,4.44276495428404e-10
0.008,0.05,100,100,0,0.000107519412299527,-4.38084334519224e-10
0.008,0.05,100,100,0,0.000107519412299527,-4.38084334519224e-10
0.008,0.05,100,100,0.000107519412299527,0,4.44276495428404e-10
0.008,0.05,100,100,0.000107519412299527,0,4.44276495428404e-10
0.008,0.05,100,100,0,0.000107519412299527,-4.41329682752693e-10
0.008,0.05,100,100,0.000107519412299527,0,4.44276495428404e-10
0.008,0.05,100,100,0.000107519412299527,0,4.44276495428404e-10
0.008,0.05,100,100,6.10178708073359e-06,3.04835514298132e-06,1.15464108692471e-11
0.008,0.05,100,100,7.87421179185198e-05,8.10426367234819e-06,2.78461031259503e-10
0.008,0.05,100,100,1.30483920525697e-05,1.00148405407498e-05,1.37952081589607e-11
0.008,0.05,100,100,1.24067434928954e-06,0,3.70755026432231e-12
0.008,0.05,100,100,1.00148405407498e-05,7.87421179185198e-05,-2.83819297530128e-10
0.008,0.05,100,100,6.23104725878446e-06,2.51693624574847e-06,1.57463351820312e-11
0.008,0.05,100,100,0,8.64131754301887e-06,-3.4675349924879e-11
0.008,0.05,100,100,1.748414101022e-06,3.04835514298132e-06,-5.24749567679272e-12
0.008,0.05,100,100,1.29001653487892e-05,1.45590223287571e-05,-6.19583983847072e-12
0.008,0.05,100,100,1.748414101022e-06,2.51693624574847e-06,-3.25269329126665e-12
0.008,0.05,100,100,6.23104725878446e-06,1.24067434928954e-06,1.98923669996749e-11
0.008,0.05,100,100,2.85227057814612e-07,3.88427582610033e-06,-1.43843087788377e-11
0.008,0.05,100,100,0,1.48797011896338e-06,-6.16992384171442e-12
0.008,0.05,100,100,1.24405957958733e-05,3.88427582610033e-06,3.24725283613235e-11
0.008,0.05,100,100,2.95903481678842e-07,3.88427582610033e-06,-1.45120437046302e-11
0.008,0.05,100,100,1.24067434928954e-06,3.88427582610033e-06,-1.06806360443816e-11
0.008,0.05,100,100,1.748414101022e-06,9.57877870155928e-06,-3.12241735529983e-11
0.008,0.05,100,100,2.51693624574847e-06,8.10426367234819e-06,-2.2287975799253e-11
