Model,MSE_Train,NMSE_Train
Model_1,52.368024152036234,80.36187586689333
Model_2,18.761244267819183,28.790255263054934
Model_3,6.157465263108234,9.44899997930075
Model_4,1.8509019738325776,2.8403201585587774
Model_5,0.5435328215748456,0.8340837341918624
Model_6,0.046985155320453324,0.07210154059826519
Model_7,0.04195446583213298,0.06438164566750398
Model_8,0.01192454133833705,0.01829892432105096
Model_9,0.004045877383396537,0.006208641653411349
Model_10,0.0036836343068579816,0.0056527579128692485
Model_11,7.401224046042578e-05,0.00011357622474439162
Model_12,5.664806297003056e-05,8.692985229461904e-05
